Tipo; Extensao; Tamanho(bytes); TT1(ms); TT2(ms); TT3(ms); TT4(ms); TT5(ms); TT6(ms); TT7(ms); TT8(ms); TT9(ms); TT10(ms); TempoMedio(ms)
Client;.png;43574;85.0;29.0;50.0;37.0;123.0;26.0;82.0;45.0;51.0;152.0;68.0
Client;.png;60606;86.0;12.0;3.0;4.0;14.0;8.0;5.0;5.0;6.0;4.0;14.7
Client;.png;62303;63.0;3.0;4.0;5.0;3.0;5.0;9.0;12.0;7.0;9.0;12.0
Client;.png;62372;70.0;9.0;7.0;4.0;3.0;6.0;5.0;9.0;5.0;5.0;12.3
Client;.png;69598;38.0;14.0;5.0;4.0;3.0;18.0;17.0;11.0;5.0;5.0;12.0
Client;.png;78311;35.0;12.0;11.0;5.0;4.0;26.0;4.0;4.0;5.0;6.0;11.2
Client;.png;81702;26.0;14.0;6.0;3.0;6.0;5.0;11.0;19.0;4.0;4.0;9.8
Client;.png;86564;27.0;7.0;35.0;4.0;5.0;27.0;7.0;9.0;15.0;5.0;14.1
Client;.pdf;107050;39.0;23.0;10.0;5.0;8.0;9.0;7.0;11.0;7.0;17.0;13.6
Client;.png;124105;25.0;16.0;16.0;5.0;8.0;8.0;10.0;6.0;14.0;9.0;11.7
Client;.pdf;321740;114.0;62.0;79.0;122.0;64.0;165.0;66.0;62.0;147.0;163.0;104.4
Client;.pdf;405687;89.0;116.0;117.0;122.0;77.0;72.0;72.0;72.0;71.0;166.0;97.4
Client;.pdf;463639;186.0;136.0;234.0;145.0;100.0;107.0;90.0;175.0;114.0;122.0;140.9
Client;.mp4;478886;289.0;123.0;244.0;121.0;189.0;96.0;255.0;199.0;127.0;122.0;176.5
Client;.pdf;573824;194.0;169.0;235.0;86.0;116.0;153.0;124.0;206.0;110.0;129.0;152.2
Client;.mp4;603517;222.0;199.0;164.0;171.0;187.0;150.0;247.0;176.0;179.0;135.0;183.0
Client;.png;848806;1077.0;181.0;225.0;323.0;244.0;303.0;181.0;167.0;205.0;182.0;308.8
Client;.pdf;1009014;644.0;275.0;227.0;586.0;347.0;307.0;204.0;225.0;214.0;303.0;333.2
Client;.pdf;1084673;494.0;391.0;288.0;342.0;382.0;379.0;304.0;244.0;230.0;309.0;336.3
Client;.mp4;2232746;1082.0;496.0;427.0;733.0;424.0;993.0;777.0;668.0;415.0;439.0;645.4
Client;.pdf;2459010;634.0;1337.0;817.0;1023.0;438.0;517.0;505.0;770.0;468.0;904.0;741.3
Client;.mp3;3363260;2846.0;604.0;751.0;513.0;555.0;636.0;559.0;548.0;1033.0;1251.0;929.6
Client;.pdf;3409257;2434.0;644.0;830.0;570.0;664.0;659.0;611.0;654.0;844.0;811.0;872.1
Client;.mp3;4846713;3275.0;777.0;936.0;771.0;976.0;1119.0;2614.0;914.0;915.0;938.0;1323.5
Client;.mp3;4905254;4940.0;1063.0;908.0;962.0;1033.0;1318.0;1003.0;849.0;846.0;841.0;1376.3
Client;.mp3;5178593;2591.0;829.0;862.0;843.0;1200.0;1110.0;825.0;883.0;963.0;942.0;1104.8
Client;.mp3;5963776;1216.0;974.0;976.0;971.0;1663.0;1667.0;1710.0;1153.0;1051.0;1368.0;1274.9
Client;.mp3;6897963;1163.0;1055.0;1252.0;1086.0;1284.0;1479.0;1084.0;1825.0;2029.0;1859.0;1411.6
Client;.pdf;6947882;1118.0;1855.0;1794.0;1807.0;1106.0;1251.0;1516.0;1387.0;2499.0;1264.0;1559.7
Client;.mp3;7522076;1641.0;1235.0;1523.0;1263.0;1235.0;1659.0;1520.0;1299.0;1279.0;1611.0;1426.5
Client;.mp3;7700653;2893.0;1517.0;1386.0;1188.0;1410.0;1844.0;1280.0;1551.0;1376.0;1389.0;1583.4
Client;.mp4;7953382;2894.0;1455.0;1438.0;1425.0;1515.0;1617.0;1406.0;1469.0;1357.0;1388.0;1596.4
Client;.mp3;8012705;1452.0;1328.0;1596.0;1378.0;2203.0;2449.0;1952.0;1569.0;1325.0;1351.0;1660.3
Client;.mp4;8297488;1968.0;1209.0;1271.0;1253.0;1636.0;1605.0;1567.0;2174.0;1423.0;1758.0;1586.4
Client;.mp3;9945088;2617.0;1909.0;2396.0;2396.0;1676.0;2081.0;1859.0;1873.0;2556.0;2238.0;2160.1
Client;.iso;238026752;65790.0;40278.0;41918.0;48061.0;42853.0;46060.0;54281.0;36637.0;57483.0;47871.0;48123.2
Client;.iso;647823360;229626.0;111015.0;130734.0;147639.0;182262.0;146413.0;182743.0;124041.0;205576.0;223116.0;168316.5
