Tipo; Extensao; Tamanho(bytes); TT1(ms); TT2(ms); TT3(ms); TT4(ms); TT5(ms); TT6(ms); TT7(ms); TT8(ms); TT9(ms); TT10(ms); TempoMedio(ms)
GO;.png;43574;209.0;93.0;99.0;115.0;211.0;42.0;204.0;171.0;100.0;234.0;147.8
GO;.png;60606;213.0;50.0;33.0;50.0;41.0;36.0;42.0;33.0;46.0;39.0;58.3
GO;.png;62303;134.0;33.0;33.0;129.0;42.0;36.0;26.0;27.0;47.0;40.0;54.7
GO;.png;62372;113.0;28.0;29.0;44.0;27.0;35.0;35.0;26.0;31.0;29.0;39.7
GO;.png;69598;59.0;43.0;6.0;24.0;32.0;23.0;41.0;18.0;32.0;39.0;31.7
GO;.png;78311;57.0;32.0;31.0;19.0;22.0;34.0;22.0;24.0;43.0;97.0;38.1
GO;.png;81702;37.0;29.0;15.0;45.0;28.0;285.0;42.0;31.0;22.0;14.0;54.8
GO;.png;86564;27.0;21.0;38.0;39.0;19.0;89.0;36.0;27.0;26.0;25.0;34.7
GO;.pdf;107050;49.0;42.0;109.0;39.0;34.0;54.0;23.0;13.0;31.0;33.0;42.7
GO;.png;124105;31.0;54.0;95.0;26.0;28.0;23.0;38.0;30.0;237.0;32.0;59.4
GO;.pdf;321740;119.0;88.0;109.0;136.0;90.0;189.0;87.0;84.0;171.0;179.0;125.2
GO;.pdf;405687;109.0;138.0;126.0;130.0;94.0;94.0;84.0;91.0;96.0;182.0;114.4
GO;.pdf;463639;194.0;164.0;251.0;162.0;115.0;138.0;123.0;196.0;130.0;144.0;161.7
GO;.mp4;478886;295.0;140.0;253.0;131.0;208.0;114.0;268.0;218.0;138.0;150.0;191.5
GO;.pdf;573824;189.0;186.0;256.0;101.0;130.0;169.0;142.0;224.0;119.0;159.0;167.5
GO;.mp4;603517;229.0;223.0;184.0;215.0;217.0;180.0;277.0;192.0;244.0;171.0;213.2
GO;.png;848806;1078.0;187.0;239.0;337.0;251.0;314.0;214.0;183.0;221.0;205.0;322.9
GO;.pdf;1009014;653.0;295.0;229.0;596.0;360.0;401.0;204.0;242.0;223.0;317.0;352.0
GO;.pdf;1084673;513.0;481.0;301.0;393.0;392.0;436.0;314.0;258.0;247.0;323.0;365.8
GO;.mp4;2232746;1127.0;516.0;449.0;759.0;444.0;1029.0;794.0;762.0;429.0;482.0;679.1
GO;.pdf;2459010;645.0;1429.0;832.0;1136.0;457.0;559.0;518.0;793.0;478.0;920.0;776.7
GO;.mp3;3363260;2870.0;677.0;776.0;544.0;585.0;684.0;577.0;594.0;1063.0;1271.0;964.1
GO;.pdf;3409257;2423.0;658.0;854.0;602.0;690.0;706.0;617.0;681.0;880.0;848.0;895.9
GO;.mp3;4846713;3282.0;794.0;924.0;823.0;1035.0;1131.0;2678.0;954.0;965.0;975.0;1356.1
GO;.mp3;4905254;4964.0;1037.0;918.0;989.0;1088.0;1377.0;1038.0;897.0;900.0;908.0;1411.6
GO;.mp3;5178593;2623.0;874.0;897.0;898.0;1285.0;1145.0;897.0;911.0;1018.0;1009.0;1155.7
GO;.mp3;5963776;1235.0;1019.0;1038.0;1020.0;1715.0;1835.0;1811.0;1191.0;1124.0;1389.0;1337.7
GO;.mp3;6897963;1190.0;1115.0;1304.0;1142.0;1327.0;1498.0;1133.0;1901.0;2041.0;1868.0;1451.9
GO;.pdf;6947882;1134.0;1892.0;1860.0;1980.0;1176.0;1374.0;1535.0;1431.0;2505.0;1369.0;1625.6
GO;.mp3;7522076;1661.0;1310.0;1545.0;1301.0;1283.0;1647.0;1576.0;1419.0;1338.0;1628.0;1470.8
GO;.mp3;7700653;2911.0;1525.0;1422.0;1246.0;1519.0;1860.0;1384.0;1640.0;1467.0;1499.0;1647.3
GO;.mp4;7953382;2910.0;1467.0;1491.0;1591.0;1609.0;1649.0;1439.0;1543.0;1474.0;1490.0;1666.3
GO;.mp3;8012705;1472.0;1401.0;1613.0;1458.0;2337.0;2553.0;2057.0;1564.0;1423.0;1470.0;1734.8
GO;.mp4;8297488;1976.0;1312.0;1361.0;1326.0;1678.0;1647.0;1650.0;2272.0;1514.0;1914.0;1665.0
GO;.mp3;9945088;2624.0;1991.0;2415.0;2563.0;1774.0;2317.0;1866.0;1901.0;2993.0;2343.0;2278.7
GO;.iso;238026752;65814.0;40357.0;41962.0;48192.0;43025.0;46300.0;54493.0;36879.0;57784.0;48138.0;48294.4
GO;.iso;647823360;229639.0;111191.0;130779.0;147854.0;182387.0;146607.0;182942.0;124267.0;206051.0;223330.0;168504.7
