Tipo; Extensao; Tamanho(bytes); TT1(ms); TT2(ms); TT3(ms); TT4(ms); TT5(ms); TT6(ms); TT7(ms); TT8(ms); TT9(ms); TT10(ms); TempoMedio(ms)
GO;.png;43574;112.0;85.0;98.0;86.0;93.0;77.0;183.0;112.0;78.0;113.0;103.7
GO;.png;60606;33.0;54.0;52.0;125.0;46.0;33.0;114.0;59.0;54.0;75.0;64.5
GO;.png;62303;39.0;32.0;41.0;55.0;94.0;28.0;71.0;43.0;54.0;48.0;50.5
GO;.png;62372;32.0;26.0;34.0;32.0;26.0;27.0;50.0;38.0;61.0;37.0;36.3
GO;.png;69598;6.0;4.0;26.0;34.0;12.0;25.0;47.0;54.0;31.0;49.0;28.8
GO;.png;78311;27.0;121.0;35.0;29.0;32.0;114.0;41.0;31.0;30.0;31.0;49.1
GO;.png;81702;34.0;34.0;58.0;29.0;22.0;38.0;66.0;42.0;32.0;46.0;40.1
GO;.png;86564;25.0;27.0;27.0;30.0;24.0;21.0;27.0;34.0;31.0;32.0;27.8
GO;.pdf;107050;39.0;31.0;124.0;32.0;42.0;53.0;80.0;46.0;33.0;43.0;52.3
GO;.png;124105;42.0;42.0;25.0;58.0;34.0;37.0;29.0;43.0;33.0;43.0;38.6
GO;.pdf;321740;97.0;98.0;99.0;104.0;98.0;203.0;73.0;98.0;85.0;98.0;105.3
GO;.pdf;405687;174.0;105.0;183.0;100.0;93.0;110.0;130.0;94.0;76.0;103.0;116.8
GO;.pdf;463639;103.0;149.0;117.0;180.0;155.0;136.0;101.0;144.0;150.0;169.0;140.4
GO;.mp4;478886;237.0;141.0;248.0;178.0;156.0;142.0;224.0;134.0;128.0;236.0;182.4
GO;.pdf;573824;194.0;117.0;215.0;131.0;120.0;177.0;339.0;153.0;220.0;258.0;192.4
GO;.mp4;603517;180.0;166.0;226.0;217.0;213.0;215.0;166.0;260.0;283.0;305.0;223.1
GO;.png;848806;183.0;191.0;237.0;279.0;222.0;673.0;160.0;222.0;196.0;191.0;255.4
GO;.pdf;1009014;227.0;194.0;305.0;304.0;266.0;547.0;189.0;336.0;277.0;293.0;293.8
GO;.pdf;1084673;267.0;480.0;236.0;364.0;216.0;216.0;285.0;365.0;353.0;299.0;308.1
GO;.mp4;2232746;547.0;525.0;471.0;451.0;511.0;448.0;554.0;489.0;494.0;387.0;487.7
GO;.pdf;2459010;517.0;775.0;460.0;439.0;975.0;400.0;754.0;684.0;520.0;418.0;594.2
GO;.mp3;3363260;1166.0;575.0;989.0;1283.0;1084.0;843.0;761.0;893.0;1112.0;1221.0;992.7
GO;.pdf;3409257;526.0;653.0;676.0;567.0;611.0;628.0;562.0;747.0;609.0;607.0;618.6
GO;.mp3;4846713;917.0;953.0;895.0;797.0;809.0;926.0;794.0;941.0;890.0;1063.0;898.5
GO;.mp3;4905254;822.0;923.0;849.0;904.0;1026.0;955.0;752.0;855.0;928.0;796.0;881.0
GO;.mp3;5178593;990.0;953.0;906.0;1233.0;977.0;1527.0;765.0;994.0;864.0;883.0;1009.2
GO;.mp3;5963776;1073.0;1047.0;1039.0;1047.0;1118.0;1384.0;915.0;1034.0;1059.0;955.0;1067.1
GO;.mp3;6897963;1096.0;1234.0;1261.0;1483.0;1116.0;1271.0;1068.0;1855.0;1345.0;1059.0;1278.8
GO;.pdf;6947882;1166.0;1785.0;2076.0;1236.0;1797.0;1209.0;2965.0;1221.0;1255.0;1180.0;1589.0
GO;.mp3;7522076;1868.0;1388.0;1300.0;1506.0;1546.0;1213.0;1187.0;1185.0;1589.0;1721.0;1450.3
GO;.mp3;7700653;1290.0;1286.0;1389.0;1191.0;1216.0;1370.0;1189.0;1209.0;1175.0;1165.0;1248.0
GO;.mp4;7953382;1495.0;1399.0;1492.0;1433.0;1743.0;2747.0;1391.0;1297.0;1251.0;1194.0;1544.2
GO;.mp3;8012705;1320.0;1274.0;1311.0;1277.0;1291.0;1309.0;1530.0;1590.0;1371.0;1180.0;1345.3
GO;.mp4;8297488;1580.0;1394.0;1589.0;1499.0;1566.0;1330.0;1350.0;1319.0;1627.0;1285.0;1453.9
GO;.mp3;9945088;1707.0;3006.0;2113.0;1590.0;3525.0;1983.0;2343.0;2769.0;1574.0;1490.0;2210.0
GO;.iso;238026752;41166.0;44169.0;39181.0;40890.0;40764.0;40882.0;44970.0;42239.0;47239.0;40070.0;42157.0
GO;.iso;647823360;125782.0;131727.0;110085.0;111414.0;111466.0;125179.0;127067.0;106884.0;137185.0;107688.0;119447.7
