TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513795747168;1513795747190;1513795748978;1513795748998;.png;43574;22;20;4.316
1513795748479;1513795748501;1513795749609;1513795749643;.png;60606;22;34;2.196
1513795749797;1513795749809;1513795750935;1513795750976;.png;62303;12;41;2.17
1513795751172;1513795751187;1513795752302;1513795752338;.png;62372;15;36;2.728
1513795752414;1513795752426;1513795753544;1513795753583;.png;69598;12;39;2.844
1513795755671;1513795755685;1513795756799;1513795756854;.png;78311;14;55;2.368
1513795756956;1513795756984;1513795758086;1513795758146;.png;81702;28;60;2.824
1513795758242;1513795758269;1513795759369;1513795759428;.png;86564;27;59;2.504
1513795759528;1513795759579;1513795760657;1513795760742;.pdf;107050;51;85;1.9940000000000002
1513795760818;1513795760857;1513795761947;1513795762025;.png;124105;39;78;2.59
1513795762147;1513795762316;1513795763277;1513795763492;.pdf;321740;169;215;3.182
1513795763554;1513795763723;1513795764686;1513795764933;.pdf;405687;169;247;2.418
1513795765000;1513795765420;1513795766129;1513795766607;.pdf;463639;420;478;2.338
1513795767102;1513795767361;1513795768229;1513795768527;.mp4;478886;259;298;68.704
1513795768663;1513795768969;1513795769793;1513795770123;.pdf;573824;306;330;2.358
1513795770202;1513795770535;1513795771331;1513795771683;.mp4;603517;333;352;2.7660000000000005
1513795771771;1513795772163;1513795772899;1513795773322;.png;848806;392;423;2.996
1513795773451;1513795774000;1513795774579;1513795775152;.pdf;1009014;549;573;2.056
1513795775260;1513795775807;1513795776391;1513795776970;.pdf;1084673;547;579;2.316
1513795777143;1513795778257;1513795778275;1513795779413;.mp4;2232746;1114;1138;2.3840000000000003
1513795779546;1513795780902;1513795780913;1513795782073;.pdf;2459010;1356;1160;2.0980000000000003
1513795782151;1513795783804;1513795783280;1513795784978;.mp3;3363260;1653;1698;3.146
1513795785121;1513795786812;1513795786252;1513795788028;.pdf;3409257;1691;1776;3.396
1513795788056;1513795790534;1513795789186;1513795791693;.mp3;4846713;2478;2507;2.7039999999999997
1513795791751;1513795794151;1513795792880;1513795795368;.mp3;4905254;2400;2488;2.112
1513795795451;1513795798079;1513795796580;1513795799264;.mp3;5178593;2628;2684;2.4979999999999998
1513795799405;1513795802387;1513795800532;1513795803576;.mp3;5963776;2982;3044;4.18
1513795803649;1513795807165;1513795804783;1513795808320;.mp3;6897963;3516;3537;2.418
1513795808409;1513795811994;1513795809539;1513795813187;.pdf;6947882;3585;3648;2.182
1513795813314;1513795817430;1513795814913;1513795818689;.mp3;7522076;4116;3776;2.336
1513795818692;1513795822552;1513795819821;1513795823852;.mp3;7700653;3860;4031;2.788
1513795823826;1513795827946;1513795824959;1513795829171;.mp4;7953382;4120;4212;4.148
1513795829254;1513795833455;1513795830380;1513795834622;.mp3;8012705;4201;4242;2.8280000000000003
1513795834720;1513795839038;1513795835850;1513795840244;.mp4;8297488;4318;4394;2.272
1513795840328;1513795845343;1513795841465;1513795846674;.mp3;9945088;5015;5209;2.46
1513795846603;1513795952708;1513795847921;1513795954036;.iso;238026752;106105;106115;3.556
1513795953979;1513796261442;1513795955914;1513796262949;.iso;647823360;307463;307035;2.738
