TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513799629294;1513799629316;1513799630956;1513799630963;.png;43574;22;7;4.1339999999999995
1513799630564;1513799630567;1513799631725;1513799631753;.png;60606;3;28;2.436
1513799631814;1513799631817;1513799632975;1513799633018;.png;62303;3;43;2.228
1513799633058;1513799633064;1513799634224;1513799634289;.png;62372;6;65;2.55
1513799634287;1513799634292;1513799635450;1513799635490;.png;69598;5;40;2.742
1513799635552;1513799635557;1513799636714;1513799636795;.png;78311;5;81;2.418
1513799636825;1513799636829;1513799637988;1513799638034;.png;81702;4;46;2.1
1513799638048;1513799638055;1513799639214;1513799639278;.png;86564;7;64;2.232
1513799639352;1513799639362;1513799640515;1513799640583;.pdf;107050;10;68;2.466
1513799640606;1513799640615;1513799641770;1513799641873;.png;124105;9;103;2.806
1513799641847;1513799642001;1513799643009;1513799643216;.pdf;321740;154;207;2.8679999999999994
1513799643350;1513799643522;1513799644516;1513799644727;.pdf;405687;172;211;2.44
1513799644778;1513799644992;1513799645941;1513799646216;.pdf;463639;214;275;2.65
1513799646267;1513799646527;1513799647437;1513799647735;.mp4;478886;260;298;3.002
1513799647908;1513799648322;1513799649085;1513799649521;.pdf;573824;414;436;11.564
1513799649607;1513799649915;1513799650772;1513799651115;.mp4;603517;308;343;1.8920000000000001
1513799651264;1513799651715;1513799652424;1513799652904;.png;848806;451;480;2.758
1513799652947;1513799653447;1513799654111;1513799654631;.pdf;1009014;500;520;2.0420000000000003
1513799654707;1513799655249;1513799655870;1513799656433;.pdf;1084673;542;563;3.0959999999999996
1513799656497;1513799657653;1513799657661;1513799658880;.mp4;2232746;1156;1219;3.3
1513799658896;1513799660137;1513799660060;1513799661328;.pdf;2459010;1241;1268;3.154
1513799661437;1513799663517;1513799662947;1513799664698;.mp3;3363260;2080;1751;3.146
1513799664777;1513799666784;1513799665955;1513799667969;.pdf;3409257;2007;2014;5.212000000000001
1513799668033;1513799671008;1513799669199;1513799672218;.mp3;4846713;2975;3019;3.138
1513799672251;1513799674766;1513799673414;1513799675994;.mp3;4905254;2515;2580;3.732
1513799676136;1513799678798;1513799677302;1513799679997;.mp3;5178593;2662;2695;4.0
1513799680076;1513799683658;1513799681243;1513799684918;.mp3;5963776;3582;3675;3.1119999999999997
1513799684935;1513799688436;1513799686099;1513799689699;.mp3;6897963;3501;3600;3.56
1513799689730;1513799693993;1513799690891;1513799695289;.pdf;6947882;4263;4398;2.038
1513799695295;1513799699555;1513799696941;1513799700807;.mp3;7522076;4260;3866;2.144
1513799700808;1513799704596;1513799701970;1513799705922;.mp3;7700653;3788;3952;3.168
1513799705987;1513799710254;1513799707152;1513799711565;.mp4;7953382;4267;4413;21.116
1513799711512;1513799715628;1513799712675;1513799716875;.mp3;8012705;4116;4200;2.332
1513799716891;1513799721228;1513799718056;1513799722549;.mp4;8297488;4337;4493;3.382
1513799722448;1513799727731;1513799723623;1513799728973;.mp3;9945088;5283;5350;2.0140000000000002
1513799728952;1513799844525;1513799730942;1513799845882;.iso;238026752;115573;114940;3.098
1513799845762;1513800151182;1513799847943;1513800152641;.iso;647823360;305420;304698;4.15
