TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513800290416;1513800290445;1513800291962;1513800291967;.png;43574;29;5;4.372
1513800291685;1513800291691;1513800292850;1513800292894;.png;60606;6;44;2.07
1513800292927;1513800292933;1513800294096;1513800294132;.png;62303;6;36;2.568
1513800294171;1513800294180;1513800295343;1513800295379;.png;62372;9;36;2.2960000000000003
1513800295417;1513800295424;1513800296588;1513800296623;.png;69598;7;35;2.274
1513800296678;1513800296685;1513800297843;1513800297893;.png;78311;7;50;2.002
1513800297916;1513800297923;1513800299083;1513800299137;.png;81702;7;54;2.238
1513800299171;1513800299178;1513800300337;1513800300438;.png;86564;7;101;2.1
1513800300463;1513800300472;1513800301628;1513800301691;.pdf;107050;9;63;5.917999999999999
1513800301710;1513800301717;1513800302880;1513800302955;.png;124105;7;75;2.1079999999999997
1513800302967;1513800303109;1513800304134;1513800304348;.pdf;321740;142;214;1.982
1513800304380;1513800304564;1513800305555;1513800305765;.pdf;405687;184;210;1.9940000000000002
1513800306093;1513800306524;1513800307263;1513800307744;.pdf;463639;431;481;53.217999999999996
1513800307813;1513800308066;1513800308989;1513800309332;.mp4;478886;253;343;2.908
1513800309310;1513800309606;1513800310479;1513800310808;.pdf;573824;296;329;2.9160000000000004
1513800310846;1513800311172;1513800312015;1513800312371;.mp4;603517;326;356;2.242
1513800312509;1513800312975;1513800313677;1513800314170;.png;848806;466;493;2.2700000000000005
1513800314241;1513800314755;1513800315416;1513800315931;.pdf;1009014;514;515;2.7
1513800316050;1513800316542;1513800317223;1513800317748;.pdf;1084673;492;525;2.3619999999999997
1513800317788;1513800318987;1513800318957;1513800320154;.mp4;2232746;1199;1197;2.874
1513800320277;1513800321526;1513800321455;1513800322769;.pdf;2459010;1249;1314;2.882
1513800322797;1513800325793;1513800324947;1513800327094;.mp3;3363260;2996;2147;2.268
1513800327029;1513800328716;1513800328198;1513800329957;.pdf;3409257;1687;1759;2.7020000000000004
1513800329971;1513800332438;1513800331139;1513800333677;.mp3;4846713;2467;2538;2.642
1513800333681;1513800336284;1513800334849;1513800337462;.mp3;4905254;2603;2613;3.258
1513800337531;1513800340168;1513800338699;1513800341390;.mp3;5178593;2637;2691;2.784
1513800341416;1513800344477;1513800342584;1513800345677;.mp3;5963776;3061;3093;2.1260000000000003
1513800345739;1513800349366;1513800346910;1513800350598;.mp3;6897963;3627;3688;2.208
1513800350725;1513800354120;1513800351896;1513800355404;.pdf;6947882;3395;3508;1.92
1513800355366;1513800359539;1513800356946;1513800360757;.mp3;7522076;4173;3811;2.9419999999999997
1513800360850;1513800364865;1513800362019;1513800366083;.mp3;7700653;4015;4064;2.864
1513800366144;1513800370226;1513800367312;1513800371566;.mp4;7953382;4082;4254;2.4579999999999997
1513800371488;1513800375607;1513800372657;1513800376852;.mp3;8012705;4119;4195;2.15
1513800376917;1513800381333;1513800378087;1513800382623;.mp4;8297488;4416;4536;2.646
1513800382704;1513800388021;1513800383891;1513800389200;.mp3;9945088;5317;5309;2.096
1513800389281;1513800500729;1513800390946;1513800502026;.iso;238026752;111448;111080;2.876
1513800501967;1513800815757;1513800503948;1513800817593;.iso;647823360;313790;313645;3.914
