LarguraDeBanda(kb/s)
87,3772779774127
168,643683579446
190,87945510155
224,914989642539
278,16251049751
301,522958978079
410,473744182283
422,517049378453
455,151052525588
462,444373626038
472,113073224852
491,2109375
494,357638888889
495,204522357724
512,694419030192
514,755544354839
518,067946569401
545,547876602564
548,133094031532
571,149553571429
591,015625
601,72646648518
614,446271929825
616,706295289855
616,919613606581
622,26795014881
629,633477393617
650,125414439826
666,710486778846
676,030815972222
676,775096792035
681,735131048387
684,724796963277
725,979275173611
742,806783536585
760,712955259101
770,096124387255
782,732928240741
789,971379950495
799,8046875
804,19143455616
805,006167763158
807,975260416667
809,128534226191
810,049317826887
820,729672330097
822,318128360215
823,157603346457
828,776041666667
829,690600198413
833,462649828767
857,889524647887
857,889524647887
862,603635204082
867,251188858696
871,369190705128
881,779325181159
882,755887681159
897,712053571429
900,723619525935
906,671697443182
909,052309782609
924,774169921875
928,710180181272
928,957760989011
939,453125
943,9030370671
943,983289930556
944,143036265432
961,875310019841
962,267714763375
965,758308531746
965,758308531746
972,561172132838
973,013528963415
980,026971726191
981,335055443548
981,87255859375
993,412205430328
999,51171875
999,893979945718
1020,44046336207
1020,44046336207
1024,91191789216
1025,93542372639
1029,79995265152
1030,16137295082
1033,45386402027
1043,64390432099
1044,79559536638
1050,17510775862
1053,88077445652
1055,96985479798
1056,884765625
1062,16091579861
1063,818359375
1065,08209745763
1067,41707785088
1068,59923245614
1077,5624639977
1085,32863197948
1086,47809709821
1091,01797816265
1091,09575320513
1092,9741010274
1093,65328728865
1094,77079703833
1096,23865927419
1098,96228382888
1100,49641927083
1106,23224431818
1108,34182518116
1114,20978483607
1116,70843160377
1119,80879934211
1139,81584821429
1140,63929115854
1151,68229923692
1153,37000061155
1157,57947865099
1171,34915865385
1187,96608664773
1192,28723404255
1194,31678921569
1194,67383555133
1200,98796004642
1211,55569094037
1211,962890625
1212,01135839483
1226,55947658669
1233,47719254032
1237,20134755291
1240,88639127994
1243,1640625
1243,1640625
1244,70746945112
1258,64438657407
1259,26966292135
1262,46134440104
1262,46134440104
1279,39497716895
1282,32265446224
1282,64153240085
1284,03501157407
1291,14035728193
1299,25972053781
1300,94476481026
1329,78515625
1340,26943108974
1342,77742998773
1348,19902957386
1355,60617047156
1357,6755275974
1366,08355978261
1370,86059147924
1386,7578125
1393,06079382184
1409,98102945574
1414,13885253054
1419,90747528485
1421,7159219457
1425,58332600281
1444,26546391753
1444,80277846688
1451,20406936813
1460,55632560484
1465,13517936191
1467,3721340388
1470,63556407233
1477,12298323935
1479,21412479863
1481,22668811843
1484,56440884761
1487,60173020454
1488,31330886995
1490,21001714793
1494,84377404956
1502,34584450402
1508,80829015544
1510,57316706731
1524,48640046296
1529,64753257722
1536,11503945229
1538,36220189145
1552,67785771383
1559,75870447835
1561,13371777231
1563,9851120283
1565,29329608939
1570,30046884788
1571,80763841269
1574,08707865169
1578,88020833333
1585,86439167282
1593,32694598693
1599,49104564474
1599,9514430518
1601,08486132302
1605,07844789729
1615,521738234
1621,25162565026
1621,9425154321
1626,29520537882
1629,0585481541
1629,48470165505
1629,61688701923
1631,61132327372
1636,39427127212
1641,74960100689
1643,11681659759
1645,01708576795
1645,90981109397
1651,4645531064
1657,11715937368
1660,91273539705
1665,96565026861
1667,66868744843
