LarguraDeBanda(kb/s)
602,40369740099
783,739455202793
836,981745049505
845,3515625
909,106809701492
909,106809701492
931,052011986301
937,079326923077
941,31488760395
944,143036265432
947,222721626569
951,72119140625
988,33022505015
997,422515368853
1056,884765625
1088,96891276042
1091,85846002252
1096,23865927419
1141,42665578358
1174,61815308989
1176,6630006068
1213,89818948413
1223,15355261259
1229,89430147059
1241,68925382653
1285,26376146789
1320,86181640625
1329,78515625
1345,12606534091
1345,12606534091
1361,75605688202
1363,44638301749
1390,26202986726
1390,46519886364
1400,18595621257
1413,06404406342
1414,94821947674
1415,31179617117
1416,21455439815
1421,7159219457
1424,76981026786
1425,1032767536
1432,79925847458
1432,79925847458
1432,79925847458
1432,8242434731
1460,19625376506
1461,39171511628
1466,91987215275
1468,22064836449
1474,67105263158
1477,5390625
1480,83434751884
1483,97008384146
1485,61356707317
1493,44308035714
1500,67693536932
1501,65237205616
1517,87062198068
1529,51171875
1529,77810607825
1533,44633022031
1534,36748798077
1537,00284090909
1537,36787683824
1542,75602901887
1545,61580882353
1550,97913240132
1553,79857772436
1557,51439144737
1560,07111378205
1560,72624362245
1560,72624362245
1567,77680161063
1569,3359375
1569,3359375
1569,67787114846
1579,93955869932
1583,95478219697
1584,7619047619
1593,24137369792
1594,06174879808
1594,68801398026
1594,68801398026
1597,2142826897
1601,12561677632
1601,58256635274
1603,96239245951
1615,95052083333
1628,99709302326
1637,78769003378
1639,15611814346
1644,04296875
1646,4453125
1649,62437542106
1653,10453776688
1655,53952334972
1657,55208333333
1659,38120039683
1660,41147638648
1674,35247247869
1674,35247247869
1681,36330502028
1682,23780350719
1686,14541330645
1690,07703993056
1691,94878472222
1691,94878472222
1692,09421176118
1697,32208315878
1698,10606060606
1698,37415540541
1699,169921875
1699,169921875
1703,26747720365
1706,79601961679
1709,24142126748
1713,78714139344
1715,51945054821
1718,28591927843
1719,66009489529
1725,15662741546
1725,96410165275
1726,36933379121
1726,90022786458
1729,53378652597
1734,50237771739
1734,50237771739
1734,50237771739
1734,90532332976
1737,18957937262
1737,85755621693
1738,08149857955
1738,36495535714
1738,56067938791
1740,75137867647
1740,92797592756
1742,73838141026
1742,73838141026
1748,02015838733
1750,41352221246
1752,45689085624
1753,72678238825
1754,9320191376
1755,30289804469
1757,32284211668
1760,02143878881
1761,48370831156
1761,48370831156
1762,1855345912
1766,34474640237
1767,37225506757
1771,17972088675
1773,046875
1775,04400321146
1778,63760717509
1781,96607701286
1782,75943067929
1784,41216141819
1785,98537028874
1786,37910604056
1786,6877988388
1788,69238361362
1788,95912815786
1789,6144701087
1791,68964460784
1793,50142045455
1796,52238253792
1796,71611483135
1800,81232244318
1801,98284646739
1803,47554529268
1807,88978623466
1811,08984375
1815,32710280374
1817,33353641055
1818,47716164594
1819,38969533263
1819,39935064935
1819,69692363813
1819,81598157802
1820
1821,56726451546
1822,84820031299
1823,15142265491
1824,8712797619
1825,80503276328
1826,54338182958
1827,5234375
1827,5319277968
1829,34639291769
1829,44900960708
1830,82596212223
1833,25185969193
1833,26145361991
1833,38969694529
1834,16069878472
1834,16069878472
1834,9220165308
1836,26394403479
1837,29508196721
1837,32444302773
1837,94259284922
1838,36797458022
1839,50411464245
1840,13559626437
1840,53845909553
1840,53845909553
1841,58795635738
1843,03474478454
1843,72040719697
1844,01106585351
1844,1091545289
1844,62688037777
1847,04884096512
1849,52507262973
1849,54833984375
1850,4352719765
1851,83737161276
1852,31804958367
1852,51997929057
1853,1091332205
1854,99973984028
1855,51417151163
1856,70042999031
1858,32801531589
1858,83718297101
1859,93448893229
1860,41541287744
1860,50242298054
1861,69094184444
1861,88882032991
1862,05399276426
1862,91260845893
1862,9766897789
1863,0306091089
1863,07314918155
1864,16627178515
1864,4653484354
1864,90077386229
1865,18349527311
1865,29373696365
1865,58396063322
1867,69230769231
1868,76750442217
1870,23344494048
1870,6484375
1870,68879236629
1871,13342974041
1871,19222005208
1873,28575804114
1874,13423684468
1874,63543866132
1875,35968602102
1875,74734080525
1876,40445464833
1876,51937905844
1877,62422245261
1878,10456837323
1878,2214936756
1879,30870552304
1879,51274671053
1880,04212578706
1880,99013506356
1881,1203552604
1881,44045570604
1882,08489463233
1882,91538482297
1882,91538482297
1882,96152602651
1884,17987706244
1884,2100322513
1886,56529017857
1887,96097489529
1887,96657986111
1887,96657986111
1889,3603093037
1891,29603526871
1892,75300685759
1893,83040467271
1894,20463864461
1894,93314302885
1895,83333333333
1897,64333344097
1898,29924115143
1899,69308035714
