TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513867052007;1513867052075;1513867054719;1513867054730;.png;43574;68;11
1513867053107;1513867053186;1513867055829;1513867055829;.png;60606;79;0
1513867054205;1513867054294;1513867056923;1513867056923;.png;62303;89;0
1513867055315;1513867055382;1513867058033;1513867058033;.png;62372;67;0
1513867056407;1513867056469;1513867059115;1513867059115;.png;69598;62;0
1513867057501;1513867057614;1513867060236;1513867060237;.png;78311;113;1
1513867058633;1513867058702;1513867061340;1513867061340;.png;81702;69;0
1513867059732;1513867059819;1513867062450;1513867062450;.png;86564;87;0
1513867064047;1513867064146;1513867066752;1513867066781;.pdf;107050;99;29
1513867065164;1513867065261;1513867067870;1513867067887;.png;124105;97;17
1513867066280;1513867066530;1513867068999;1513867069129;.pdf;321740;250;130
1513867067551;1513867067879;1513867070269;1513867070482;.pdf;405687;328;213
1513867068919;1513867069279;1513867071639;1513867071877;.pdf;463639;360;238
1513867070299;1513867070668;1513867073016;1513867073245;.mp4;478886;369;229
1513867071688;1513867072164;1513867074394;1513867074778;.pdf;573824;476;384
1513867073183;1513867073620;1513867075889;1513867076161;.mp4;603517;437;272
1513867074641;1513867075264;1513867077360;1513867077863;.png;848806;623;503
1513867076282;1513867077067;1513867079002;1513867079711;.pdf;1009014;785;709
1513867078098;1513867078941;1513867080804;1513867081404;.pdf;1084673;843;600
1513867079961;1513867081595;1513867082666;1513867084177;.mp4;2232746;1634;1511
1513867082623;1513867084664;1513867085573;1513867087227;.pdf;2459010;2041;1654
1513867085689;1513867088033;1513867088400;1513867090590;.mp3;3363260;2344;2190
1513867089053;1513867091521;1513867091760;1513867094026;.pdf;3409257;2468;2266
1513867092541;1513867095990;1513867095259;1513867098517;.mp3;4846713;3449;3258
1513867097013;1513867100500;1513867099718;1513867102953;.mp3;4905254;3487;3235
1513867101520;1513867105219;1513867104238;1513867107795;.mp3;5178593;3699;3557
1513867106235;1513867110843;1513867108941;1513867113354;.mp3;5963776;4608;4413
1513867111873;1513867116581;1513867114592;1513867119111;.mp3;6897963;4708;4519
1513867117610;1513867122685;1513867120574;1513867125109;.pdf;6947882;5075;4535
1513867123702;1513867128928;1513867126420;1513867131369;.mp3;7522076;5226;4949
1513867129954;1513867135221;1513867132659;1513867137614;.mp3;7700653;5267;4955
1513867136247;1513867141875;1513867138965;1513867144377;.mp4;7953382;5628;5412
1513867142902;1513867148386;1513867145622;1513867150761;.mp3;8012705;5484;5139
1513867149414;1513867155651;1513867152574;1513867158125;.mp4;8297488;6237;5551
1513867156683;1513867163876;1513867159402;1513867166300;.mp3;9945088;7193;6898
1513867164901;1513867328275;1513867167620;1513867330427;.iso;238026752;163374;162807
1513867329300;1513867810349;1513867332574;1513867811098;.iso;647823360;481049;478524
