TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513863636972;1513863637033;1513863639653;1513863639665;.png;43574;61;12
1513863638049;1513863638104;1513863640726;1513863640726;.png;60606;55;0
1513863639123;1513863639184;1513863641800;1513863641800;.png;62303;61;0
1513863640208;1513863640264;1513863642886;1513863642886;.png;62372;56;0
1513863641284;1513863641340;1513863643960;1513863643960;.png;69598;56;0
1513863642361;1513863642437;1513863645038;1513863645038;.png;78311;76;0
1513863643458;1513863643528;1513863646136;1513863646136;.png;81702;70;0
1513863644551;1513863644629;1513863647238;1513863647238;.png;86564;78;0
1513863645655;1513863645757;1513863648331;1513863648345;.pdf;107050;102;14
1513863646780;1513863646887;1513863649471;1513863649482;.png;124105;107;11
1513863647932;1513863648163;1513863650609;1513863650751;.pdf;321740;231;142
1513863649183;1513863649499;1513863651859;1513863652078;.pdf;405687;316;219
1513863650521;1513863650863;1513863653210;1513863653447;.pdf;463639;342;237
1513863653262;1513863653611;1513863655939;1513863656179;.mp4;478886;349;240
1513863654630;1513863655106;1513863657305;1513863657664;.pdf;573824;476;359
1513863656125;1513863656566;1513863658814;1513863659095;.mp4;603517;441;281
1513863657589;1513863658178;1513863660270;1513863660700;.png;848806;589;430
1513863659198;1513863660003;1513863661887;1513863662467;.pdf;1009014;805;580
1513863661026;1513863661877;1513863663716;1513863664454;.pdf;1084673;851;738
1513863664212;1513863665803;1513863666889;1513863668338;.mp4;2232746;1591;1449
1513863666825;1513863668625;1513863669548;1513863671163;.pdf;2459010;1800;1615
1513863669643;1513863672020;1513863672319;1513863674479;.mp3;3363260;2377;2160
1513863673042;1513863675818;1513863675718;1513863678360;.pdf;3409257;2776;2642
1513863676839;1513863680187;1513863679516;1513863682669;.mp3;4846713;3348;3153
1513863681205;1513863684664;1513863683881;1513863687191;.mp3;4905254;3459;3310
1513863685683;1513863689425;1513863688373;1513863691885;.mp3;5178593;3742;3512
1513863690447;1513863694572;1513863693137;1513863697014;.mp3;5963776;4125;3877
1513863695649;1513863700517;1513863698325;1513863702984;.mp3;6897963;4868;4659
1513863701543;1513863706658;1513863704547;1513863709082;.pdf;6947882;5115;4535
1513863707688;1513863713002;1513863710364;1513863715475;.mp3;7522076;5314;5111
1513863715222;1513863720630;1513863717914;1513863723028;.mp3;7700653;5408;5114
1513863721660;1513863727181;1513863724339;1513863729578;.mp4;7953382;5521;5239
1513863728210;1513863733771;1513863730887;1513863736149;.mp3;8012705;5561;5262
1513863734798;1513863741038;1513863737547;1513863743558;.mp4;8297488;6240;6011
1513863742047;1513863748888;1513863744737;1513863751337;.mp3;9945088;6841;6600
1513863749914;1513863910415;1513863752604;1513863911269;.iso;238026752;160501;158665
1513863911468;1513864348413;1513863914551;1513864349593;.iso;647823360;436945;435042
