TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513864466005;1513864466058;1513864468691;1513864468702;.png;43574;53;11
1513864467072;1513864467120;1513864469755;1513864469756;.png;60606;48;1
1513864468131;1513864468212;1513864470827;1513864470827;.png;62303;81;0
1513864469229;1513864469285;1513864471914;1513864471914;.png;62372;56;0
1513864470302;1513864470363;1513864472986;1513864472987;.png;69598;61;1
1513864471380;1513864471470;1513864474064;1513864474064;.png;78311;90;0
1513864472487;1513864472554;1513864475172;1513864475172;.png;81702;67;0
1513864473612;1513864473719;1513864476310;1513864476310;.png;86564;107;0
1513864474735;1513864474844;1513864477419;1513864477429;.pdf;107050;109;10
1513864475875;1513864475971;1513864478559;1513864478570;.png;124105;96;11
1513864476995;1513864477271;1513864479692;1513864479838;.pdf;321740;276;146
1513864478288;1513864478607;1513864480972;1513864481192;.pdf;405687;319;220
1513864479635;1513864479969;1513864482332;1513864482549;.pdf;463639;334;217
1513864480991;1513864481339;1513864483675;1513864483904;.mp4;478886;348;229
1513864482357;1513864482764;1513864485045;1513864485368;.pdf;573824;407;323
1513864483784;1513864484197;1513864486466;1513864486780;.mp4;603517;413;314
1513864485220;1513864485914;1513864487915;1513864488497;.png;848806;694;582
1513864486934;1513864487709;1513864489629;1513864490229;.pdf;1009014;775;600
1513864488728;1513864489523;1513864491425;1513864492097;.pdf;1084673;795;672
1513864490553;1513864492170;1513864493252;1513864494728;.mp4;2232746;1617;1476
1513864493189;1513864494944;1513864495886;1513864497441;.pdf;2459010;1755;1555
1513864495965;1513864499405;1513864499555;1513864501939;.mp3;3363260;3440;2384
1513864500425;1513864502770;1513864503109;1513864505273;.pdf;3409257;2345;2164
1513864503789;1513864507139;1513864506473;1513864509663;.mp3;4846713;3350;3190
1513864508168;1513864511605;1513864510854;1513864514122;.mp3;4905254;3437;3268
1513864512624;1513864516287;1513864515379;1513864518792;.mp3;5178593;3663;3413
1513864517304;1513864521505;1513864519988;1513864523980;.mp3;5963776;4201;3992
1513864522524;1513864527312;1513864525207;1513864529769;.mp3;6897963;4788;4562
1513864528331;1513864533763;1513864531554;1513864536240;.pdf;6947882;5432;4686
1513864534791;1513864540070;1513864537476;1513864542497;.mp3;7522076;5279;5021
1513864541099;1513864546864;1513864543798;1513864549122;.mp3;7700653;5765;5324
1513864547880;1513864553436;1513864550564;1513864555958;.mp4;7953382;5556;5394
1513864554457;1513864560054;1513864557141;1513864562483;.mp3;8012705;5597;5342
1513864561073;1513864567850;1513864564554;1513864570289;.mp4;8297488;6777;5735
1513864568871;1513864575933;1513864571568;1513864578472;.mp3;9945088;7062;6904
1513864576954;1513864738249;1513864579656;1513864739114;.iso;238026752;161295;159458
1513864739272;1513865217813;1513864742556;1513865217531;.iso;647823360;478541;474975
