TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513866280010;1513866280069;1513866282711;1513866282722;.png;43574;59;11
1513866281098;1513866281165;1513866283810;1513866283810;.png;60606;67;0
1513866282186;1513866282344;1513866284897;1513866284897;.png;62303;158;0
1513866283365;1513866283436;1513866286078;1513866286078;.png;62372;71;0
1513866284456;1513866284522;1513866287156;1513866287157;.png;69598;66;1
1513866285544;1513866285633;1513866288242;1513866288243;.png;78311;89;1
1513866286652;1513866286730;1513866289363;1513866289364;.png;81702;78;1
1513866287751;1513866287832;1513866290458;1513866290458;.png;86564;81;0
1513866288865;1513866288965;1513866291564;1513866291591;.pdf;107050;100;27
1513866289987;1513866290086;1513866292684;1513866292698;.png;124105;99;14
1513866291125;1513866291367;1513866293837;1513866293981;.pdf;321740;242;144
1513866292387;1513866292721;1513866295099;1513866295299;.pdf;405687;334;200
1513866293742;1513866294078;1513866296441;1513866296676;.pdf;463639;336;235
1513866295105;1513866295476;1513866297816;1513866298051;.mp4;478886;371;235
1513866296497;1513866296921;1513866299196;1513866299468;.pdf;573824;424;272
1513866297944;1513866298413;1513866300656;1513866300974;.mp4;603517;469;318
1513866299432;1513866300060;1513866302143;1513866302662;.png;848806;628;519
1513866301081;1513866301797;1513866303796;1513866304403;.pdf;1009014;716;607
1513866302818;1513866303618;1513866305538;1513866306213;.pdf;1084673;800;675
1513866304642;1513866306275;1513866307354;1513866308834;.mp4;2232746;1633;1480
1513866308689;1513866310499;1513866311390;1513866313042;.pdf;2459010;1810;1652
1513866311518;1513866314327;1513866314567;1513866316935;.mp3;3363260;2809;2368
1513866315371;1513866317953;1513866318071;1513866320473;.pdf;3409257;2582;2402
1513866318976;1513866322738;1513866321688;1513866325283;.mp3;4846713;3762;3595
1513866323758;1513866327425;1513866326456;1513866329937;.mp3;4905254;3667;3481
1513866328449;1513866332179;1513866331153;1513866334665;.mp3;5178593;3730;3512
1513866333206;1513866337346;1513866335918;1513866339856;.mp3;5963776;4140;3938
1513866338438;1513866343924;1513866341150;1513866346310;.mp3;6897963;5486;5160
1513866344983;1513866352072;1513866348568;1513866354388;.pdf;6947882;7089;5820
1513866353100;1513866358635;1513866355813;1513866360772;.mp3;7522076;5535;4959
1513866359655;1513866365126;1513866362370;1513866367541;.mp3;7700653;5471;5171
1513866366156;1513866372331;1513866368868;1513866374776;.mp4;7953382;6175;5908
1513866373348;1513866379078;1513866376048;1513866381479;.mp3;8012705;5730;5431
1513866380086;1513866387293;1513866383568;1513866389659;.mp4;8297488;7207;6091
1513866388312;1513866395308;1513866391011;1513866397566;.mp3;9945088;6996;6555
1513866396339;1513866569208;1513866399051;1513866569539;.iso;238026752;172869;170488
1513866570242;1513867010329;1513866573569;1513867011708;.iso;647823360;440087;438139
