TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513859764032;1513859764107;1513859766686;1513859766711;.png;43574;75;25
1513859765131;1513859765203;1513859767792;1513859767792;.png;60606;72;0
1513859766229;1513859766298;1513859768873;1513859768874;.png;62303;69;1
1513859767319;1513859767398;1513859769976;1513859769976;.png;62372;79;0
1513859768421;1513859768478;1513859771065;1513859771065;.png;69598;57;0
1513859769499;1513859769592;1513859772156;1513859772156;.png;78311;93;0
1513859770613;1513859770680;1513859773257;1513859773257;.png;81702;67;0
1513859771697;1513859771764;1513859774341;1513859774342;.png;86564;67;1
1513859772783;1513859772902;1513859775442;1513859775451;.pdf;107050;119;9
1513859773912;1513859774070;1513859776555;1513859776634;.png;124105;158;79
1513859775105;1513859775350;1513859777757;1513859777896;.pdf;321740;245;139
1513859776369;1513859776701;1513859779025;1513859779225;.pdf;405687;332;200
1513859777727;1513859778112;1513859780374;1513859780651;.pdf;463639;385;277
1513859779131;1513859779508;1513859781788;1513859782021;.mp4;478886;377;233
1513859780528;1513859781023;1513859783185;1513859783451;.pdf;573824;495;266
1513859782043;1513859782495;1513859784701;1513859784969;.mp4;603517;452;268
1513859783512;1513859784201;1513859786156;1513859786730;.png;848806;689;574
1513859785222;1513859786025;1513859787868;1513859788510;.pdf;1009014;803;642
1513859787045;1513859787824;1513859789690;1513859790365;.pdf;1084673;779;675
1513859788841;1513859790449;1513859791486;1513859792978;.mp4;2232746;1608;1492
1513859791466;1513859793493;1513859794111;1513859796003;.pdf;2459010;2027;1892
1513859794512;1513859797436;1513859797518;1513859799942;.mp3;3363260;2924;2424
1513859798458;1513859800886;1513859801133;1513859803353;.pdf;3409257;2428;2220
1513859801903;1513859805356;1513859804548;1513859807774;.mp3;4846713;3453;3226
1513859806380;1513859809966;1513859809023;1513859812457;.mp3;4905254;3586;3434
1513859810989;1513859814706;1513859813634;1513859817150;.mp3;5178593;3717;3516
1513859815728;1513859820046;1513859818386;1513859822492;.mp3;5963776;4318;4106
1513859821084;1513859826002;1513859823735;1513859828419;.mp3;6897963;4918;4684
1513859827022;1513859832727;1513859830518;1513859835179;.pdf;6947882;5705;4661
1513859833750;1513859839018;1513859836404;1513859841478;.mp3;7522076;5268;5074
1513859840040;1513859845364;1513859842697;1513859847737;.mp3;7700653;5324;5040
1513859846384;1513859852276;1513859849042;1513859854632;.mp4;7953382;5892;5590
1513859853296;1513859858994;1513859855954;1513859861331;.mp3;8012705;5698;5377
1513859860013;1513859866705;1513859863520;1513859869101;.mp4;8297488;6692;5581
1513859867733;1513859874873;1513859870379;1513859877065;.mp3;9945088;7140;6686
1513859875895;1513860041997;1513859878552;1513860043052;.iso;238026752;166102;164500
1513860043033;1513860487772;1513860046520;1513860488483;.iso;647823360;444739;441963
