TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513865509969;1513865510020;1513865512663;1513865512675;.png;43574;51;12
1513865511039;1513865511096;1513865513732;1513865513733;.png;60606;57;1
1513865512117;1513865512177;1513865514810;1513865514811;.png;62303;60;1
1513865513196;1513865513265;1513865515901;1513865515901;.png;62372;69;0
1513865514288;1513865514369;1513865516997;1513865516997;.png;69598;81;0
1513865515393;1513865515506;1513865518103;1513865518103;.png;78311;113;0
1513865516533;1513865516609;1513865519237;1513865519237;.png;81702;76;0
1513865517623;1513865517696;1513865520315;1513865520315;.png;86564;73;0
1513865518883;1513865518989;1513865521576;1513865521608;.pdf;107050;106;32
1513865520009;1513865520122;1513865522713;1513865522735;.png;124105;113;22
1513865521142;1513865521380;1513865523837;1513865523928;.pdf;321740;238;91
1513865522402;1513865522719;1513865525094;1513865525301;.pdf;405687;317;207
1513865523759;1513865524115;1513865526465;1513865526696;.pdf;463639;356;231
1513865525134;1513865525495;1513865527839;1513865528013;.mp4;478886;361;174
1513865526513;1513865526917;1513865529217;1513865529500;.pdf;573824;404;283
1513865527926;1513865528352;1513865530620;1513865530870;.mp4;603517;426;250
1513865529372;1513865529975;1513865532064;1513865532563;.png;848806;603;499
1513865530995;1513865531779;1513865533701;1513865534311;.pdf;1009014;784;610
1513865532803;1513865533558;1513865535508;1513865536097;.pdf;1084673;755;589
1513865534582;1513865536107;1513865537289;1513865538682;.mp4;2232746;1525;1393
1513865537168;1513865539353;1513865539863;1513865541866;.pdf;2459010;2185;2003
1513865540373;1513865543268;1513865543561;1513865545846;.mp3;3363260;2895;2285
1513865544288;1513865546738;1513865546980;1513865549288;.pdf;3409257;2450;2308
1513865548954;1513865552320;1513865551645;1513865554861;.mp3;4846713;3366;3216
1513865553340;1513865556771;1513865556045;1513865559271;.mp3;4905254;3431;3226
1513865557791;1513865561336;1513865560485;1513865563885;.mp3;5178593;3545;3400
1513865562358;1513865566538;1513865565063;1513865569079;.mp3;5963776;4180;4016
1513865567565;1513865572368;1513865570271;1513865574832;.mp3;6897963;4803;4561
1513865573395;1513865578758;1513865576562;1513865581229;.pdf;6947882;5363;4667
1513865579785;1513865584875;1513865582491;1513865587311;.mp3;7522076;5090;4820
1513865585903;1513865591109;1513865588607;1513865593588;.mp3;7700653;5206;4981
1513865592139;1513865597661;1513865594844;1513865600122;.mp4;7953382;5522;5278
1513865598681;1513865604430;1513865601391;1513865606944;.mp3;8012705;5749;5553
1513865605449;1513865611606;1513865608562;1513865614001;.mp4;8297488;6157;5439
1513865612634;1513865619484;1513865615339;1513865621714;.mp3;9945088;6850;6375
1513865620509;1513865780639;1513865623215;1513865782136;.iso;238026752;160130;158921
1513865781657;1513866222135;1513865784565;1513866223205;.iso;647823360;440478;438640
