TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513862874920;1513862875002;1513862877605;1513862877617;.png;43574;82;12
1513862876032;1513862876085;1513862878702;1513862878702;.png;60606;53;0
1513862877105;1513862877188;1513862879787;1513862879788;.png;62303;83;1
1513862878208;1513862878273;1513862880890;1513862880891;.png;62372;65;1
1513862879293;1513862879366;1513862881975;1513862881975;.png;69598;73;0
1513862880393;1513862880469;1513862883060;1513862883061;.png;78311;76;1
1513862881484;1513862881564;1513862884167;1513862884168;.png;81702;80;1
1513862882586;1513862882658;1513862885257;1513862885257;.png;86564;72;0
1513862883676;1513862883808;1513862886360;1513862886395;.pdf;107050;132;35
1513862884829;1513862884934;1513862887512;1513862887526;.png;124105;105;14
1513862885964;1513862886201;1513862888646;1513862888754;.pdf;321740;237;108
1513862887222;1513862887583;1513862889905;1513862890121;.pdf;405687;361;216
1513862888605;1513862888947;1513862891288;1513862891503;.pdf;463639;342;215
1513862889967;1513862890409;1513862892637;1513862892833;.mp4;478886;442;196
1513862891433;1513862891846;1513862894115;1513862894412;.pdf;573824;413;297
1513862892864;1513862893358;1513862895548;1513862895887;.mp4;603517;494;339
1513862894378;1513862894994;1513862897062;1513862897559;.png;848806;616;497
1513862896013;1513862896736;1513862898696;1513862899313;.pdf;1009014;723;617
1513862897757;1513862898571;1513862900439;1513862901149;.pdf;1084673;814;710
1513862899593;1513862901173;1513862902264;1513862903719;.mp4;2232746;1580;1455
1513862902193;1513862903897;1513862904876;1513862906441;.pdf;2459010;1704;1565
1513862904916;1513862908225;1513862908542;1513862910743;.mp3;3363260;3309;2201
1513862909246;1513862911664;1513862911914;1513862914162;.pdf;3409257;2418;2248
1513862912684;1513862916084;1513862915365;1513862918623;.mp3;4846713;3400;3258
1513862917106;1513862920563;1513862919776;1513862923107;.mp3;4905254;3457;3331
1513862921581;1513862925243;1513862924249;1513862927724;.mp3;5178593;3662;3475
1513862926285;1513862930397;1513862928969;1513862932901;.mp3;5963776;4112;3932
1513862931415;1513862936133;1513862934084;1513862938632;.mp3;6897963;4718;4548
1513862937155;1513862942670;1513862940542;1513862945231;.pdf;6947882;5515;4689
1513862943695;1513862948985;1513862946365;1513862951399;.mp3;7522076;5290;5034
1513862950015;1513862955571;1513862952699;1513862958083;.mp3;7700653;5556;5384
1513862956600;1513862962402;1513862959284;1513862964593;.mp4;7953382;5802;5309
1513862963423;1513862969535;1513862966106;1513862971992;.mp3;8012705;6112;5886
1513862970561;1513862976865;1513862973552;1513862979305;.mp4;8297488;6304;5753
1513862977890;1513862984715;1513862980573;1513862987102;.mp3;9945088;6825;6529
1513862985737;1513863148425;1513862988429;1513863148778;.iso;238026752;162688;160349
1513863149434;1513863590005;1513863152584;1513863591207;.iso;647823360;440571;438623
