TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513861303923;1513861304044;1513861306587;1513861306600;.png;43574;121;13
1513861305068;1513861305124;1513861307726;1513861307726;.png;60606;56;0
1513861306144;1513861306232;1513861308802;1513861308803;.png;62303;88;1
1513861307250;1513861307303;1513861309907;1513861309908;.png;62372;53;1
1513861308321;1513861308383;1513861310978;1513861310978;.png;69598;62;0
1513861309406;1513861309478;1513861312062;1513861312062;.png;78311;72;0
1513861310502;1513861310571;1513861313161;1513861313161;.png;81702;69;0
1513861311591;1513861311659;1513861314249;1513861314249;.png;86564;68;0
1513861312678;1513861312796;1513861315346;1513861315360;.pdf;107050;118;14
1513861313823;1513861313935;1513861316487;1513861316504;.png;124105;112;17
1513861314960;1513861315205;1513861317623;1513861317741;.pdf;321740;245;118
1513861316225;1513861316546;1513861318895;1513861319096;.pdf;405687;321;201
1513861317565;1513861317904;1513861320221;1513861320455;.pdf;463639;339;234
1513861318930;1513861319301;1513861321602;1513861321841;.mp4;478886;371;239
1513861320322;1513861320724;1513861322978;1513861323261;.pdf;573824;402;283
1513861321746;1513861322245;1513861324402;1513861324730;.mp4;603517;499;328
1513861323264;1513861323888;1513861325920;1513861326427;.png;848806;624;507
1513861324910;1513861325672;1513861327580;1513861328261;.pdf;1009014;762;681
1513861326691;1513861327463;1513861329360;1513861330022;.pdf;1084673;772;662
1513861328493;1513861330122;1513861331162;1513861332598;.mp4;2232746;1629;1436
1513861334526;1513861336823;1513861337529;1513861339324;.pdf;2459010;2297;1795
1513861337841;1513861340264;1513861340497;1513861342750;.mp3;3363260;2423;2253
1513861341290;1513861344286;1513861343960;1513861346768;.pdf;3409257;2996;2808
1513861345306;1513861348751;1513861347964;1513861351292;.mp3;4846713;3445;3328
1513861349776;1513861353301;1513861352444;1513861355729;.mp3;4905254;3525;3285
1513861354321;1513861357963;1513861356991;1513861360463;.mp3;5178593;3642;3472
1513861358975;1513861363165;1513861361643;1513861365643;.mp3;5963776;4190;4000
1513861364191;1513861369031;1513861366863;1513861371484;.mp3;6897963;4840;4621
1513861370055;1513861376231;1513861373530;1513861378724;.pdf;6947882;6176;5194
1513861377293;1513861382674;1513861379962;1513861385171;.mp3;7522076;5381;5209
1513861383693;1513861390077;1513861386364;1513861392518;.mp3;7700653;6384;6154
1513861391099;1513861396543;1513861393769;1513861399067;.mp4;7953382;5444;5298
1513861397570;1513861404567;1513861400240;1513861405461;.mp3;8012705;6997;5221
1513861405592;1513861411758;1513861408532;1513861414241;.mp4;8297488;6166;5709
1513861412785;1513861419708;1513861415451;1513861422002;.mp3;9945088;6923;6551
1513861420742;1513861584148;1513861423411;1513861585500;.iso;238026752;163406;162089
1513861585197;1513862030834;1513861588532;1513862031770;.iso;647823360;445637;443238
