REQUEST_SEARCH,0,1513819662314,192.168.1.4,XT1069,-,SERVER_EXTERNAL
39.08
REQUEST_CONNECT,CLIENT,1513819668169,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819668207,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513819668214,1513819668224,.png,43574,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513819668228,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
22.16
REQUEST_CONNECT,CLIENT,1513819669543,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819669565,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513819669568,1513819669575,.png,60606,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513819669577,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
24.119999999999997
REQUEST_CONNECT,CLIENT,1513819672975,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819673000,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513819673007,1513819673013,.png,62303,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513819673017,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
27.4
REQUEST_CONNECT,CLIENT,1513819674432,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819674456,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513819674457,1513819674462,.png,62372,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513819674465,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
22.940000000000005
REQUEST_CONNECT,CLIENT,1513819675893,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819675917,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513819675919,1513819675930,.png,69598,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513819675933,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
34.4
REQUEST_CONNECT,CLIENT,1513819680436,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819680462,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513819680466,1513819680474,.png,78311,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513819680478,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
27.78
REQUEST_CONNECT,CLIENT,1513819681883,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513819681908,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
