REQUEST_SEARCH,0,1513820421208,192.168.1.4,XT1069,-,SERVER_EXTERNAL
25.060000000000002
REQUEST_CONNECT,CLIENT,1513820425294,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820425319,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820425323,1513820425331,.png,43574,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820425335,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
33.2
REQUEST_CONNECT,CLIENT,1513820426725,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820426749,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820426754,1513820426762,.png,60606,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820426765,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
34.879999999999995
REQUEST_CONNECT,CLIENT,1513820429165,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820429191,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820429198,1513820429219,.png,62303,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820429223,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
20.54
REQUEST_CONNECT,CLIENT,1513820430565,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820430588,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820430589,1513820430596,.png,62372,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820430599,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
31.96
REQUEST_CONNECT,CLIENT,1513820431962,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820431985,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820431986,1513820431997,.png,69598,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820432002,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
21.02
REQUEST_CONNECT,CLIENT,1513820433374,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820433398,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820433399,1513820433407,.png,78311,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820433411,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
27.18
REQUEST_CONNECT,CLIENT,1513820434774,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820434799,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820434799,1513820434807,.png,81702,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820434811,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
31.6
REQUEST_CONNECT,CLIENT,1513820436204,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820436232,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820436232,1513820436241,.png,86564,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820436243,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
22.360000000000003
REQUEST_CONNECT,CLIENT,1513820437634,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820437659,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820437660,1513820437671,.pdf,107050,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820437676,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
31.360000000000003
REQUEST_CONNECT,CLIENT,1513820439107,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820439242,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820439249,1513820439259,.png,124105,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820439265,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
21.380000000000003
REQUEST_CONNECT,CLIENT,1513820440676,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820440704,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820440707,1513820440907,.pdf,321740,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820440912,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
40.28
REQUEST_CONNECT,CLIENT,1513820442379,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820442409,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820442414,1513820442612,.pdf,405687,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820442617,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
21.259999999999998
REQUEST_CONNECT,CLIENT,1513820443961,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820443985,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820443989,1513820444223,.pdf,463639,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820444227,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
28.159999999999997
REQUEST_CONNECT,CLIENT,1513820445658,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820445682,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820445683,1513820445954,.mp4,478886,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820445957,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
32.660000000000004
REQUEST_CONNECT,CLIENT,1513820447482,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820447505,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
SEND,CLIENT,192.168.1.4,XT1069,1513820447506,1513820447849,.pdf,573824,SERVER_EXTERNAL
DISCONNECT,CLIENT,1513820447854,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
22.279999999999998
REQUEST_CONNECT,CLIENT,1513820449235,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
CONNECT,CLIENT,1513820449259,192.168.1.4,XT1069,-,-,-,SERVER_EXTERNAL
