TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513822506907;1513822506915;1513822529834;1513822529873;.png;43574;8;39;23.28
1513822508314;1513822508322;1513822531165;1513822531221;.png;60606;8;56;28.76
1513822509675;1513822509684;1513822532527;1513822532583;.png;62303;9;56;22.220000000000002
1513822511217;1513822511225;1513822534067;1513822534149;.png;62372;8;82;31.9
1513822512639;1513822512647;1513822535489;1513822535608;.png;69598;8;119;24.18
1513822514030;1513822514041;1513822536972;1513822537065;.png;78311;11;93;26.0
1513822515451;1513822515461;1513822538301;1513822538456;.png;81702;10;155;25.72
1513822516898;1513822516909;1513822539750;1513822539852;.png;86564;11;102;25.68
1513822518382;1513822518394;1513822541265;1513822541380;.pdf;107050;12;115;36.1
1513822519819;1513822519829;1513822542673;1513822542795;.png;124105;10;122;26.26
1513822521273;1513822521524;1513822544125;1513822544475;.pdf;321740;251;350;21.6
1513822522953;1513822523212;1513822545804;1513822546127;.pdf;405687;259;323;22.359999999999996
1513822524744;1513822525056;1513822547598;1513822547951;.pdf;463639;312;353;36.760000000000005
1513822526456;1513822526744;1513822549320;1513822549624;.mp4;478886;288;304;22.380000000000003
1513822528265;1513822528656;1513822551128;1513822551566;.pdf;573824;391;438;46.379999999999995
1513822530257;1513822530603;1513822553111;1513822553508;.mp4;603517;346;397;59.9
1513822532106;1513822532557;1513822554958;1513822555445;.png;848806;451;487;42.38
1513822533946;1513822534431;1513822556796;1513822557302;.pdf;1009014;485;506;21.7
1513822535812;1513822536338;1513822558673;1513822559419;.pdf;1084673;526;746;21.04
1513822537837;1513822538617;1513822560690;1513822561535;.mp4;2232746;780;845;43.39999999999999
1513822540017;1513822540864;1513822562867;1513822563773;.pdf;2459010;847;906;21.82
1513822542292;1513822543829;1513822565144;1513822566719;.mp3;3363260;1537;1575;20.7
1513822545274;1513822546889;1513822568127;1513822569854;.pdf;3409257;1615;1727;21.34
1513822548271;1513822550438;1513822571122;1513822573419;.mp3;4846713;2167;2297;21.58
1513822551869;1513822553927;1513822574722;1513822576941;.mp3;4905254;2058;2219;30.660000000000004
1513822555368;1513822557829;1513822578221;1513822580854;.mp3;5178593;2461;2633;22.28
1513822559323;1513822562403;1513822582176;1513822585363;.mp3;5963776;3080;3187;30.98
1513822563783;1513822567988;1513822586635;1513822590950;.mp3;6897963;4205;4315;20.78
1513822569410;1513822573306;1513822592266;1513822596289;.pdf;6947882;3896;4023;21.26
1513822575030;1513822579453;1513822597881;1513822602469;.mp3;7522076;4423;4588;82.66
1513822580908;1513822585163;1513822603759;1513822608157;.mp3;7700653;4255;4398;20.98
1513822586646;1513822590980;1513822609506;1513822613865;.mp4;7953382;4334;4359;33.98
1513822592386;1513822596932;1513822615246;1513822619901;.mp3;8012705;4546;4655;21.18
1513822598332;1513822603246;1513822621184;1513822626182;.mp4;8297488;4914;4998;21.440000000000005
1513822604680;1513822611093;1513822627534;1513822634031;.mp3;9945088;6413;6497;22.02
1513822612556;1513822747285;1513822635410;1513822770281;.iso;238026752;134729;134871;33.42
1513822748705;1513823133932;1513822771564;1513823156909;.iso;647823360;385227;385345;23.299999999999997
