TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513820425323;1513820425331;1513820448211;1513820448213;.png;43574;8;2;25.060000000000002
1513820426754;1513820426762;1513820449570;1513820449628;.png;60606;8;58;33.2
1513820429198;1513820429219;1513820452014;1513820452087;.png;62303;21;73;34.879999999999995
1513820430589;1513820430596;1513820453430;1513820453481;.png;62372;7;51;20.54
1513820431986;1513820431997;1513820454842;1513820454868;.png;69598;11;26;31.96
1513820433399;1513820433407;1513820456220;1513820456301;.png;78311;8;81;21.02
1513820434799;1513820434807;1513820457622;1513820457704;.png;81702;8;82;27.18
1513820436232;1513820436241;1513820459056;1513820459124;.png;86564;9;68;31.6
1513820437660;1513820437671;1513820460482;1513820460581;.pdf;107050;11;99;22.360000000000003
1513820439249;1513820439259;1513820462125;1513820462221;.png;124105;10;96;31.360000000000003
1513820440707;1513820440907;1513820463526;1513820463813;.pdf;321740;200;287;21.380000000000003
1513820442414;1513820442612;1513820465230;1513820465464;.pdf;405687;198;234;40.28
1513820443989;1513820444223;1513820466806;1513820467074;.pdf;463639;234;268;21.259999999999998
1513820445683;1513820445954;1513820468510;1513820468797;.mp4;478886;271;287;28.159999999999997
1513820447506;1513820447849;1513820470342;1513820470715;.pdf;573824;343;373;32.660000000000004
1513820449260;1513820449667;1513820472082;1513820472507;.mp4;603517;407;425;22.279999999999998
1513820451047;1513820451470;1513820473871;1513820474307;.png;848806;423;436;20.82
1513820452961;1513820453484;1513820475778;1513820476315;.pdf;1009014;523;537;39.92
1513820454946;1513820455555;1513820477764;1513820478414;.pdf;1084673;609;650;23.7
1513820457074;1513820458033;1513820479915;1513820480897;.mp4;2232746;959;982;34.78
1513820459486;1513820460355;1513820482332;1513820483221;.pdf;2459010;869;889;21.92
1513820461803;1513820463603;1513820484623;1513820486648;.mp3;3363260;1800;2025;22.18
1513820465070;1513820466385;1513820487895;1513820489281;.pdf;3409257;1315;1386;22.740000000000002
1513820467819;1513820470340;1513820490650;1513820493286;.mp3;4846713;2521;2636;22.440000000000005
1513820471855;1513820474257;1513820494673;1513820497234;.mp3;4905254;2402;2561;36.99999999999999
1513820475744;1513820478192;1513820498566;1513820501118;.mp3;5178593;2448;2552;33.72
1513820479637;1513820482574;1513820502458;1513820505579;.mp3;5963776;2937;3121;22.32
1513820484015;1513820487403;1513820506836;1513820510310;.mp3;6897963;3388;3474;31.979999999999997
1513820488805;1513820492329;1513820511626;1513820515383;.pdf;6947882;3524;3757;22.080000000000002
1513820493795;1513820498044;1513820516615;1513820521003;.mp3;7522076;4249;4388;25.46
1513820499540;1513820503972;1513820522359;1513820526873;.mp3;7700653;4432;4514;29.28
1513820505431;1513820509510;1513820528256;1513820532436;.mp4;7953382;4079;4180;22.56
1513820510960;1513820515005;1513820533784;1513820537961;.mp3;8012705;4045;4177;30.04
1513820516419;1513820520931;1513820539241;1513820543911;.mp4;8297488;4512;4670;21.78
1513820522417;1513820528544;1513820545234;1513820551489;.mp3;9945088;6127;6255;35.220000000000006
1513820530007;1513820668096;1513820552827;1513820691330;.iso;238026752;138089;138503;28.439999999999998
1513820669477;1513821044659;1513820692303;1513821067910;.iso;647823360;375182;375607;23.76
