TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513817955139;1513817955171;1513817977916;1513817977985;.png;43574;32;69;28.7
1513817960689;1513817960697;1513817983478;1513817983541;.png;60606;8;63;23.9
1513817962105;1513817962111;1513817984873;1513817984942;.png;62303;6;69;30.520000000000003
1513817963660;1513817963685;1513817986423;1513817986547;.png;62372;25;124;23.44
1513817966173;1513817966183;1513817988934;1513817989006;.png;69598;10;72;38.480000000000004
1513817967620;1513817967665;1513817990384;1513817990479;.png;78311;45;95;25.380000000000003
1513817969165;1513817969175;1513817991926;1513817992095;.png;81702;10;169;23.02
1513817970583;1513817970590;1513817993361;1513817993464;.png;86564;7;103;31.0
1513817972980;1513817973029;1513817995788;1513817995932;.pdf;107050;49;144;22.759999999999998
1513817975491;1513817975541;1513817998251;1513817998401;.png;124105;50;150;27.22
1513817977008;1513817977232;1513817999779;1513818000042;.pdf;321740;224;263;26.359999999999996
1513817979678;1513817979927;1513818002438;1513818002765;.pdf;405687;249;327;24.06
1513817981354;1513817981703;1513818004150;1513818004612;.pdf;463639;349;462;33.96
1513817983112;1513817983417;1513818005915;1513818006325;.mp4;478886;305;410;24.68
1513817985944;1513817986349;1513818008705;1513818009150;.pdf;573824;405;445;22.840000000000003
1513817991779;1513817992243;1513818014543;1513818015054;.mp4;603517;464;511;45.6
1513817994635;1513817995270;1513818017407;1513818018075;.png;848806;635;668;25.72
1513817996670;1513817998547;1513818019506;1513818021408;.pdf;1009014;1877;1902;21.84
1513817999929;1513818001080;1513818022702;1513818023878;.pdf;1084673;1151;1176;22.139999999999997
1513818002515;1513818013282;1513818025278;1513818036701;.mp4;2232746;10767;11423;22.04
1513818015783;1513818024037;1513818038571;1513818047204;.pdf;2459010;8254;8633;29.979999999999997
1513818025926;1513818040027;1513818048695;1513818063298;.mp3;3363260;14101;14603;39.3
1513818041485;1513818049436;1513818064276;1513818072387;.pdf;3409257;7951;8111;117.25999999999999
1513818051847;1513818061893;1513818074623;1513818084858;.mp3;4846713;10046;10235;30.04
1513818063311;1513818068264;1513818086082;1513818091240;.mp3;4905254;4953;5158;26.24
1513818069702;1513818076283;1513818092467;1513818099115;.mp3;5178593;6581;6648;23.919999999999998
1513818078688;1513818082604;1513818101451;1513818105420;.mp3;5963776;3916;3969;23.359999999999996
1513818084035;1513818089033;1513818106797;1513818111975;.mp3;6897963;4998;5178;24.240000000000002
1513818091463;1513818095594;1513818114232;1513818118474;.pdf;6947882;4131;4242;24.92
1513818098142;1513818102787;1513818120902;1513818125840;.mp3;7522076;4645;4938;23.759999999999998
1513818104187;1513818108330;1513818126954;1513818131275;.mp3;7700653;4143;4321;49.96
1513818109726;1513818114484;1513818132487;1513818137326;.mp4;7953382;4758;4839;23.4
1513818116913;1513818121024;1513818139759;1513818143943;.mp3;8012705;4111;4184;22.42
1513818122544;1513818126530;1513818145408;1513818149459;.mp4;8297488;3986;4051;23.98
1513818128955;1513818134229;1513818151720;1513818157092;.mp3;9945088;5274;5372;36.36
1513818135737;1513818286924;1513818158499;1513818309821;.iso;238026752;151187;151322;23.4
1513818288483;1513818683564;1513818311246;1513818706658;.iso;647823360;395081;395412;39.839999999999996
