TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513823180481;1513823180489;1513823203347;1513823203387;.png;43574;8;40;30.220000000000006
1513823181840;1513823181848;1513823204703;1513823204777;.png;60606;8;74;22.080000000000002
1513823184264;1513823184275;1513823207127;1513823207189;.png;62303;11;62;20.9
1513823185701;1513823185709;1513823208568;1513823208625;.png;62372;8;57;37.160000000000004
1513823187059;1513823187066;1513823209924;1513823210002;.png;69598;7;78;20.62
1513823188462;1513823188471;1513823211329;1513823211391;.png;78311;9;62;21.22
1513823189931;1513823189940;1513823212795;1513823212865;.png;81702;9;70;35.68000000000001
1513823191315;1513823191323;1513823214183;1513823214281;.png;86564;8;98;25.3
1513823192816;1513823192825;1513823215687;1513823215765;.pdf;107050;9;78;22.220000000000002
1513823194322;1513823194329;1513823217184;1513823217300;.png;124105;7;116;34.5
1513823195701;1513823195880;1513823218563;1513823218771;.pdf;321740;179;208;21.12
1513823197455;1513823197704;1513823220318;1513823220591;.pdf;405687;249;273;40.559999999999995
1513823199308;1513823199697;1513823222177;1513823222589;.pdf;463639;389;412;66.5
1513823201054;1513823201587;1513823224007;1513823224493;.mp4;478886;533;486;20.84
1513823202998;1513823203330;1513823225866;1513823226224;.pdf;573824;332;358;24.48
1513823204798;1513823205166;1513823227671;1513823228070;.mp4;603517;368;399;30.259999999999998
1513823206660;1513823207133;1513823229525;1513823230050;.png;848806;473;525;33.559999999999995
1513823208639;1513823209216;1513823231527;1513823232099;.pdf;1009014;577;572;29.579999999999995
1513823210673;1513823211238;1513823233535;1513823234119;.pdf;1084673;565;584;31.160000000000004
1513823212730;1513823213515;1513823235619;1513823236429;.mp4;2232746;785;810;28.54
1513823215035;1513823215942;1513823237913;1513823238853;.pdf;2459010;907;940;34.42
1513823217370;1513823218839;1513823240244;1513823241771;.mp3;3363260;1469;1527;35.38
1513823220347;1513823221839;1513823243211;1513823244719;.pdf;3409257;1492;1508;31.419999999999998
1513823223249;1513823225590;1513823246117;1513823248636;.mp3;4846713;2341;2519;30.379999999999995
1513823227041;1513823229184;1513823249902;1513823252318;.mp3;4905254;2143;2416;21.18
1513823230695;1513823233153;1513823253563;1513823256217;.mp3;5178593;2458;2654;31.52
1513823234658;1513823237616;1513823257523;1513823260774;.mp3;5963776;2958;3251;35.06
1513823239115;1513823242501;1513823261979;1513823265513;.mp3;6897963;3386;3534;35.2
1513823243952;1513823247423;1513823266815;1513823270397;.pdf;6947882;3471;3582;29.7
1513823248838;1513823253234;1513823271705;1513823276252;.mp3;7522076;4396;4547;23.08
1513823254700;1513823258744;1513823277569;1513823281785;.mp3;7700653;4044;4216;22.660000000000004
1513823260134;1513823264376;1513823283000;1513823287646;.mp4;7953382;4242;4646;21.64
1513823265988;1513823270004;1513823288851;1513823293149;.mp3;8012705;4016;4298;59.220000000000006
1513823271385;1513823275864;1513823294249;1513823298852;.mp4;8297488;4479;4603;20.619999999999997
1513823277275;1513823283130;1513823300214;1513823306149;.mp3;9945088;5855;5935;22.52
1513823284567;1513823419521;1513823307443;1513823442459;.iso;238026752;134954;135016;26.360000000000003
1513823421026;1513823788562;1513823443897;1513823811534;.iso;647823360;367536;367637;35.04
