TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513823894424;1513823894432;1513823917317;1513823917804;.png;43574;8;487;25.220000000000002
1513823895840;1513823895847;1513823918755;1513823918808;.png;60606;7;53;34.720000000000006
1513823897205;1513823897210;1513823920096;1513823920153;.png;62303;5;57;22.380000000000003
1513823898621;1513823898629;1513823921504;1513823921627;.png;62372;8;123;26.9
1513823900066;1513823900073;1513823922955;1513823923009;.png;69598;7;54;32.04
1513823901412;1513823901416;1513823924288;1513823924360;.png;78311;4;72;21.220000000000002
1513823902808;1513823902812;1513823925685;1513823925820;.png;81702;4;135;22.68
1513823904276;1513823904285;1513823927152;1513823927233;.png;86564;9;81;36.220000000000006
1513823905644;1513823905651;1513823928520;1513823928622;.pdf;107050;7;102;22.839999999999996
1513823906997;1513823907005;1513823929873;1513823929988;.png;124105;8;115;20.86
1513823908462;1513823908707;1513823931351;1513823931656;.pdf;321740;245;305;27.560000000000002
1513823910108;1513823910366;1513823932986;1513823933275;.pdf;405687;258;289;20.5
1513823911769;1513823912026;1513823934647;1513823934944;.pdf;463639;257;297;22.28
1513823913468;1513823914753;1513823936346;1513823937897;.mp4;478886;1285;1551;26.26
1513823916156;1513823916985;1513823939037;1513823939949;.pdf;573824;829;912;22.119999999999997
1513823918478;1513823919493;1513823941623;1513823942507;.mp4;603517;1015;884;26.300000000000004
1513823920975;1513823921591;1513823943861;1513823944503;.png;848806;616;642;23.3
1513823923112;1513823923829;1513823945991;1513823946804;.pdf;1009014;717;813;36.04
1513823925287;1513823930517;1513823948163;1513823954444;.pdf;1084673;5230;6281;25.759999999999998
1513823931913;1513823933981;1513823954790;1513823957100;.mp4;2232746;2068;2310;22.28
1513823935400;1513823939519;1513823958274;1513823963550;.pdf;2459010;4119;5276;28.640000000000004
1513823941046;1513823945963;1513823963933;1513823968985;.mp3;3363260;4917;5052;49.32000000000001
1513823947383;1513823952606;1513823970259;1513823975792;.pdf;3409257;5223;5533;24.019999999999996
1513823954113;1513823959688;1513823977021;1513823982864;.mp3;4846713;5575;5843;38.92
1513823961136;1513823963767;1513823984014;1513823986755;.mp3;4905254;2631;2741;30.18
1513823965152;1513823967956;1513823988030;1513823990921;.mp3;5178593;2804;2891;21.52
1513823969365;1513823972339;1513823992296;1513823995258;.mp3;5963776;2974;2962;22.44
1513823973824;1513823977767;1513823996704;1513824000731;.mp3;6897963;3943;4027;35.9
1513823979175;1513823982976;1513824002066;1513824006074;.pdf;6947882;3801;4008;24.2
1513823984448;1513823988363;1513824007324;1513824011420;.mp3;7522076;3915;4096;25.8
1513823989766;1513823993785;1513824012643;1513824016749;.mp3;7700653;4019;4106;22.78
1513823995174;1513823999591;1513824018056;1513824022657;.mp4;7953382;4417;4601;21.68
1513824001016;1513824005513;1513824023897;1513824028619;.mp3;8012705;4497;4722;21.339999999999996
1513824007007;1513824011091;1513824029891;1513824034177;.mp4;8297488;4084;4286;31.340000000000003
1513824012537;1513824017793;1513824035414;1513824040841;.mp3;9945088;5256;5427;23.1
1513824019675;1513824156858;1513824042552;1513824179879;.iso;238026752;137183;137327;114.31999999999998
1513824158308;1513824537761;1513824181187;1513824562086;.iso;647823360;379453;380899;21.1
