TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms); RTT
1513819668214;1513819668224;1513819691044;1513819691066;.png;43574;10;22;39.08
1513819669568;1513819669575;1513819692370;1513819692434;.png;60606;7;64;22.16
1513819673007;1513819673013;1513819695807;1513819695862;.png;62303;6;55;24.119999999999997
1513819674457;1513819674462;1513819697259;1513819697311;.png;62372;5;52;27.4
1513819675919;1513819675930;1513819698735;1513819698803;.png;69598;11;68;22.940000000000005
1513819680466;1513819680474;1513819703311;1513819703338;.png;78311;8;27;34.4
1513819681909;1513819681916;1513819704713;1513819704805;.png;81702;7;92;27.78
1513819684321;1513819684328;1513819707129;1513819707197;.png;86564;7;68;28.26
1513819685819;1513819685828;1513819708620;1513819708697;.pdf;107050;9;77;40.62
1513819687220;1513819687229;1513819710053;1513819710140;.png;124105;9;87;26.68
1513819689628;1513819689880;1513819712435;1513819712755;.pdf;321740;252;320;22.18
1513819691267;1513819691459;1513819714070;1513819714287;.pdf;405687;192;217;21.919999999999998
1513819692836;1513819693147;1513819715640;1513819715974;.pdf;463639;311;334;21.96
1513819694581;1513819694807;1513819717396;1513819717631;.mp4;478886;226;235;22.440000000000005
1513819696268;1513819697304;1513819719077;1513819720170;.pdf;573824;1036;1093;25.38
1513819700722;1513819701088;1513819723526;1513819723922;.mp4;603517;366;396;21.779999999999998
1513819702590;1513819703009;1513819725398;1513819725828;.png;848806;419;430;33.26
1513819704521;1513819704994;1513819727331;1513819727814;.pdf;1009014;473;483;33.260000000000005
1513819706534;1513819707032;1513819729340;1513819729850;.pdf;1084673;498;510;33.160000000000004
1513819708497;1513819709285;1513819731306;1513819732102;.mp4;2232746;788;796;31.560000000000002
1513819710738;1513819711651;1513819733549;1513819734473;.pdf;2459010;913;924;28.919999999999998
1513819713048;1513819714387;1513819735861;1513819737367;.mp3;3363260;1339;1506;22.18
1513819716869;1513819718245;1513819739672;1513819741083;.pdf;3409257;1376;1411;32.08
1513819719626;1513819721657;1513819742429;1513819744695;.mp3;4846713;2031;2266;21.92
1513819723042;1513819725436;1513819745845;1513819748327;.mp3;4905254;2394;2482;21.8
1513819727840;1513819730452;1513819750643;1513819753423;.mp3;5178593;2612;2780;25.639999999999997
1513819731854;1513819735085;1513819754658;1513819758076;.mp3;5963776;3231;3418;21.580000000000002
1513819736627;1513819740372;1513819759438;1513819763292;.mp3;6897963;3745;3854;26.119999999999997
1513819741964;1513819746462;1513819764766;1513819769397;.pdf;6947882;4498;4631;58.339999999999996
1513819747934;1513819751898;1513819770744;1513819774815;.mp3;7522076;3964;4071;28.160000000000004
1513819753326;1513819757372;1513819776128;1513819780289;.mp3;7700653;4046;4161;28.580000000000002
1513819758753;1513819764373;1513819781558;1513819787319;.mp4;7953382;5620;5761;21.159999999999997
1513819765818;1513819769837;1513819788623;1513819792856;.mp3;8012705;4019;4233;26.880000000000003
1513819771812;1513819777350;1513819794617;1513819800347;.mp4;8297488;5538;5730;121.65999999999997
1513819778779;1513819784449;1513819801583;1513819807363;.mp3;9945088;5670;5780;22.32
1513819785877;1513819921647;1513819808684;1513819944647;.iso;238026752;135770;135963;22.32
1513819923068;1513820299602;1513819945876;1513820322567;.iso;647823360;376534;376691;21.279999999999998
