Tipo; Extensao; Tamanho(bytes); TT1(ms); TT2(ms); TT3(ms); TT4(ms); TT5(ms); TT6(ms); TT7(ms); TT8(ms); TT9(ms); TT10(ms); TempoMedio(ms)
GO;.png;43574;73.0;72.0;101.0;60.0;70.0;93.0;73.0;68.0;65.0;76.0;75.1
GO;.png;60606;44.0;47.0;121.0;42.0;54.0;124.0;56.0;57.0;51.0;46.0;64.2
GO;.png;62303;42.0;65.0;120.0;66.0;52.0;118.0;59.0;2.0;63.0;51.0;63.8
GO;.png;62372;34.0;37.0;105.0;37.0;33.0;124.0;35.0;119.0;38.0;38.0;60.0
GO;.png;69598;38.0;45.0;136.0;15.0;42.0;125.0;30.0;36.0;4.0;56.0;52.7
GO;.png;78311;27.0;37.0;252.0;33.0;32.0;85.0;30.0;28.0;24.0;30.0;57.8
GO;.png;81702;335.0;41.0;38.0;34.0;32.0;63.0;26.0;31.0;15.0;14.0;62.9
GO;.png;86564;31.0;38.0;33.0;80.0;39.0;48.0;294.0;37.0;21.0;29.0;65.0
GO;.pdf;107050;30.0;28.0;42.0;91.0;41.0;300.0;42.0;34.0;125.0;132.0;86.5
GO;.png;124105;30.0;38.0;40.0;38.0;45.0;45.0;57.0;26.0;26.0;34.0;37.9
GO;.pdf;321740;76.0;97.0;71.0;88.0;80.0;103.0;98.0;114.0;85.0;108.0;92.0
GO;.pdf;405687;72.0;105.0;82.0;78.0;251.0;115.0;120.0;111.0;81.0;94.0;110.9
GO;.pdf;463639;118.0;231.0;116.0;109.0;88.0;103.0;142.0;150.0;125.0;133.0;131.5
GO;.mp4;478886;98.0;109.0;102.0;217.0;111.0;131.0;104.0;123.0;102.0;94.0;119.1
GO;.pdf;573824;123.0;125.0;148.0;220.0;113.0;109.0;126.0;137.0;127.0;123.0;135.1
GO;.mp4;603517;125.0;167.0;172.0;197.0;189.0;159.0;120.0;712.0;129.0;119.0;208.9
GO;.png;848806;893.0;177.0;174.0;171.0;159.0;175.0;176.0;253.0;160.0;185.0;252.3
GO;.pdf;1009014;194.0;181.0;367.0;179.0;240.0;173.0;219.0;155.0;220.0;186.0;211.4
GO;.pdf;1084673;272.0;195.0;553.0;196.0;215.0;239.0;205.0;218.0;191.0;223.0;250.7
GO;.mp4;2232746;4166.0;382.0;392.0;412.0;348.0;401.0;381.0;387.0;1048.0;1714.0;963.1
GO;.pdf;2459010;432.0;368.0;453.0;729.0;451.0;436.0;989.0;466.0;454.0;571.0;534.9
GO;.mp3;3363260;728.0;506.0;565.0;620.0;496.0;827.0;712.0;506.0;507.0;542.0;600.9
GO;.pdf;3409257;598.0;560.0;547.0;574.0;533.0;873.0;596.0;542.0;574.0;533.0;593.0
GO;.mp3;4846713;781.0;748.0;740.0;744.0;728.0;754.0;780.0;743.0;726.0;776.0;752.0
GO;.mp3;4905254;714.0;753.0;743.0;744.0;767.0;745.0;786.0;798.0;742.0;803.0;759.5
GO;.mp3;5178593;5394.0;936.0;814.0;787.0;785.0;1454.0;759.0;842.0;784.0;802.0;1335.7
GO;.mp3;5963776;935.0;1527.0;939.0;887.0;903.0;908.0;860.0;914.0;933.0;912.0;971.8
GO;.mp3;6897963;1073.0;1000.0;1088.0;1011.0;993.0;1044.0;1036.0;1103.0;1213.0;1021.0;1058.2
GO;.pdf;6947882;1024.0;1005.0;1208.0;997.0;1042.0;993.0;1028.0;1017.0;1030.0;994.0;1033.8
GO;.mp3;7522076;1091.0;1079.0;1262.0;1075.0;1085.0;1116.0;1103.0;1132.0;1104.0;1148.0;1119.5
GO;.mp3;7700653;1139.0;1142.0;1113.0;1117.0;1190.0;1081.0;1101.0;1149.0;1092.0;1128.0;1125.2
GO;.mp4;7953382;1129.0;1130.0;1126.0;1157.0;1293.0;1178.0;1201.0;1258.0;1133.0;1184.0;1178.9
GO;.mp3;8012705;1374.0;1175.0;1173.0;1178.0;1203.0;1243.0;1165.0;1145.0;1141.0;1197.0;1199.4
GO;.mp4;8297488;1172.0;1226.0;1238.0;1240.0;1235.0;1179.0;1224.0;1216.0;1196.0;1237.0;1216.3
GO;.mp3;9945088;1588.0;1440.0;1595.0;1428.0;1470.0;1446.0;1440.0;1407.0;1393.0;1516.0;1472.3
GO;.iso;238026752;37833.0;37163.0;36311.0;36552.0;37387.0;38458.0;36391.0;36396.0;35506.0;37236.0;36923.3
GO;.iso;647823360;102013.0;96596.0;100484.0;96014.0;97672.0;97081.0;96954.0;97420.0;95557.0;99448.0;97923.9
