TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513683577345;1513683577382;1513683556591;1513683556706;.png;43574;37;115
1513683578400;1513683578404;1513683557660;1513683557710;.png;60606;4;50
1513683579409;1513683579414;1513683558668;1513683558797;.png;62303;5;129
1513683580437;1513683580441;1513683559695;1513683559739;.png;62372;4;44
1513683581458;1513683581462;1513683560715;1513683560739;.png;69598;4;24
1513683582477;1513683582482;1513683561738;1513683561757;.png;78311;5;19
1513683583497;1513683583500;1513683562755;1513683562800;.png;81702;3;45
1513683584516;1513683584520;1513683563775;1513683563814;.png;86564;4;39
1513683585573;1513683585578;1513683564830;1513683564869;.pdf;107050;5;39
1513683586599;1513683586604;1513683565858;1513683565884;.png;124105;5;26
1513683587620;1513683587742;1513683566882;1513683567018;.pdf;321740;122;136
1513683588757;1513683588879;1513683568018;1513683568148;.pdf;405687;122;130
1513683589893;1513683590038;1513683569152;1513683569314;.pdf;463639;145;162
1513683591053;1513683591174;1513683570312;1513683570443;.mp4;478886;121;131
1513683592188;1513683592274;1513683571448;1513683571549;.pdf;573824;86;101
1513683593338;1513683593509;1513683572599;1513683572814;.mp4;603517;171;215
1513683594561;1513683594884;1513683573820;1513683574157;.png;848806;323;337
1513683595899;1513683596485;1513683575157;1513683575753;.pdf;1009014;586;596
1513683597505;1513683597847;1513683576767;1513683577160;.pdf;1084673;342;393
1513683598862;1513683599595;1513683578121;1513683578880;.mp4;2232746;733;759
1513683600605;1513683601628;1513683579865;1513683581001;.pdf;2459010;1023;1136
1513683602652;1513683603165;1513683581908;1513683582452;.mp3;3363260;513;544
1513683604186;1513683604756;1513683583442;1513683584044;.pdf;3409257;570;602
1513683605775;1513683606546;1513683585034;1513683585857;.mp3;4846713;771;823
1513683607561;1513683608523;1513683586819;1513683587808;.mp3;4905254;962;989
1513683609548;1513683610391;1513683588817;1513683589715;.mp3;5178593;843;898
1513683611409;1513683612380;1513683590668;1513683591688;.mp3;5963776;971;1020
1513683613398;1513683614484;1513683592664;1513683593806;.mp3;6897963;1086;1142
1513683615500;1513683617307;1513683594768;1513683596748;.pdf;6947882;1807;1980
1513683618330;1513683619593;1513683597589;1513683598890;.mp3;7522076;1263;1301
1513683620614;1513683621802;1513683599873;1513683601119;.mp3;7700653;1188;1246
1513683622826;1513683624251;1513683602081;1513683603672;.mp4;7953382;1425;1591
1513683625267;1513683626645;1513683604526;1513683605984;.mp3;8012705;1378;1458
1513683627660;1513683628913;1513683606918;1513683608244;.mp4;8297488;1253;1326
1513683629928;1513683632324;1513683609190;1513683611753;.mp3;9945088;2396;2563
1513683633349;1513683681410;1513683612604;1513683660796;.iso;238026752;48061;48192
1513683682437;1513683830076;1513683661694;1513683809548;.iso;647823360;147639;147854
