TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513681672368;1513681672397;1513681651641;1513681651734;.png;43574;29;93
1513681673412;1513681673424;1513681652685;1513681652735;.png;60606;12;50
1513681674448;1513681674451;1513681653718;1513681653751;.png;62303;3;33
1513681675467;1513681675476;1513681654739;1513681654767;.png;62372;9;28
1513681676493;1513681676507;1513681655765;1513681655808;.png;69598;14;43
1513681677530;1513681677542;1513681656798;1513681656830;.png;78311;12;32
1513681678640;1513681678654;1513681657911;1513681657940;.png;81702;14;29
1513681679674;1513681679681;1513681658951;1513681658972;.png;86564;7;21
1513681680699;1513681680722;1513681659966;1513681660008;.pdf;107050;23;42
1513681681743;1513681681759;1513681661012;1513681661066;.png;124105;16;54
1513681682775;1513681682837;1513681662045;1513681662133;.pdf;321740;62;88
1513681683859;1513681683975;1513681663128;1513681663266;.pdf;405687;116;138
1513681684993;1513681685129;1513681664262;1513681664426;.pdf;463639;136;164
1513681686152;1513681686275;1513681665426;1513681665566;.mp4;478886;123;140
1513681687302;1513681687471;1513681666570;1513681666756;.pdf;573824;169;186
1513681688488;1513681688687;1513681667760;1513681667983;.mp4;603517;199;223
1513681689704;1513681689885;1513681668976;1513681669163;.png;848806;181;187
1513681690904;1513681691179;1513681670171;1513681670466;.pdf;1009014;275;295
1513681692189;1513681692580;1513681671459;1513681671940;.pdf;1084673;391;481
1513681693597;1513681694093;1513681672868;1513681673384;.mp4;2232746;496;516
1513681695130;1513681696467;1513681674398;1513681675827;.pdf;2459010;1337;1429
1513681697491;1513681698095;1513681676759;1513681677436;.mp3;3363260;604;677
1513681699112;1513681699756;1513681678389;1513681679047;.pdf;3409257;644;658
1513681700771;1513681701548;1513681680041;1513681680835;.mp3;4846713;777;794
1513681702566;1513681703629;1513681681879;1513681682916;.mp3;4905254;1063;1037
1513681704649;1513681705478;1513681683916;1513681684790;.mp3;5178593;829;874
1513681706498;1513681707472;1513681685768;1513681686787;.mp3;5963776;974;1019
1513681708498;1513681709553;1513681687772;1513681688887;.mp3;6897963;1055;1115
1513681710569;1513681712424;1513681689839;1513681691731;.pdf;6947882;1855;1892
1513681713444;1513681714679;1513681692713;1513681694023;.mp3;7522076;1235;1310
1513681715700;1513681717217;1513681694969;1513681696494;.mp3;7700653;1517;1525
1513681718234;1513681719689;1513681697510;1513681698977;.mp4;7953382;1455;1467
1513681720704;1513681722032;1513681699977;1513681701378;.mp3;8012705;1328;1401
1513681723048;1513681724257;1513681702323;1513681703635;.mp4;8297488;1209;1312
1513681725445;1513681727354;1513681704721;1513681706712;.mp3;9945088;1909;1991
1513681728377;1513681768655;1513681707650;1513681748007;.iso;238026752;40278;40357
1513681769678;1513681880693;1513681748947;1513681860138;.iso;647823360;111015;111191
