TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513431414250;1513431414335;1513431393161;1513431393370;.png;43574;85;209
1513431415353;1513431415439;1513431394271;1513431394484;.png;60606;86;213
1513431416457;1513431416520;1513431395378;1513431395512;.png;62303;63;134
1513431417537;1513431417607;1513431396458;1513431396571;.png;62372;70;113
1513431418622;1513431418660;1513431397541;1513431397600;.png;69598;38;59
1513431419677;1513431419712;1513431398598;1513431398655;.png;78311;35;57
1513431420729;1513431420755;1513431399657;1513431399694;.png;81702;26;37
1513431421772;1513431421799;1513431400698;1513431400725;.png;86564;27;27
1513431422818;1513431422857;1513431401740;1513431401789;.pdf;107050;39;49
1513431423925;1513431423950;1513431402849;1513431402880;.png;124105;25;31
1513431424968;1513431425082;1513431403893;1513431404012;.pdf;321740;114;119
1513431426097;1513431426186;1513431405019;1513431405128;.pdf;405687;89;109
1513431427192;1513431427378;1513431406113;1513431406307;.pdf;463639;186;194
1513431428389;1513431428678;1513431407310;1513431407605;.mp4;478886;289;295
1513431429698;1513431429892;1513431408629;1513431408818;.pdf;573824;194;189
1513431430907;1513431431129;1513431409827;1513431410056;.mp4;603517;222;229
1513431432146;1513431433223;1513431411070;1513431412148;.png;848806;1077;1078
1513431434246;1513431434890;1513431413171;1513431413824;.pdf;1009014;644;653
1513431435916;1513431436410;1513431414840;1513431415353;.pdf;1084673;494;513
1513431437427;1513431438509;1513431416349;1513431417476;.mp4;2232746;1082;1127
1513431439519;1513431440153;1513431418440;1513431419085;.pdf;2459010;634;645
1513431441169;1513431444015;1513431420088;1513431422958;.mp3;3363260;2846;2870
1513431445030;1513431447464;1513431423978;1513431426401;.pdf;3409257;2434;2423
1513431448480;1513431451755;1513431427402;1513431430684;.mp3;4846713;3275;3282
1513431452829;1513431457769;1513431431749;1513431436713;.mp3;4905254;4940;4964
1513431458791;1513431461382;1513431437717;1513431440340;.mp3;5178593;2591;2623
1513431462408;1513431463624;1513431441334;1513431442569;.mp3;5963776;1216;1235
1513431464641;1513431465804;1513431443561;1513431444751;.mp3;6897963;1163;1190
1513431466824;1513431467942;1513431445746;1513431446880;.pdf;6947882;1118;1134
1513431468957;1513431470598;1513431447877;1513431449538;.mp3;7522076;1641;1661
1513431471614;1513431474507;1513431450537;1513431453448;.mp3;7700653;2893;2911
1513431475523;1513431478417;1513431454443;1513431457353;.mp4;7953382;2894;2910
1513431479438;1513431480890;1513431458356;1513431459828;.mp3;8012705;1452;1472
1513431481906;1513431483874;1513431460825;1513431462801;.mp4;8297488;1968;1976
1513431484896;1513431487513;1513431463819;1513431466443;.mp3;9945088;2617;2624
1513431488530;1513431554320;1513431467452;1513431533266;.iso;238026752;65790;65814
1513431555347;1513431784973;1513431534275;1513431763914;.iso;647823360;229626;229639
