TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513687185071;1513687185116;1513687164300;1513687164471;.png;43574;45;171
1513687186121;1513687186126;1513687165358;1513687165391;.png;60606;5;33
1513687187141;1513687187153;1513687166386;1513687166413;.png;62303;12;27
1513687188169;1513687188178;1513687167405;1513687167431;.png;62372;9;26
1513687189197;1513687189208;1513687168438;1513687168456;.png;69598;11;18
1513687190224;1513687190228;1513687169461;1513687169485;.png;78311;4;24
1513687191245;1513687191264;1513687170486;1513687170517;.png;81702;19;31
1513687192279;1513687192288;1513687171515;1513687171542;.png;86564;9;27
1513687193305;1513687193316;1513687172582;1513687172595;.pdf;107050;11;13
1513687194332;1513687194338;1513687173569;1513687173599;.png;124105;6;30
1513687195353;1513687195415;1513687174596;1513687174680;.pdf;321740;62;84
1513687196479;1513687196551;1513687175716;1513687175807;.pdf;405687;72;91
1513687197558;1513687197733;1513687176799;1513687176995;.pdf;463639;175;196
1513687198746;1513687198945;1513687177984;1513687178202;.mp4;478886;199;218
1513687199962;1513687200168;1513687179198;1513687179422;.pdf;573824;206;224
1513687201183;1513687201359;1513687180419;1513687180611;.mp4;603517;176;192
1513687202380;1513687202547;1513687181616;1513687181799;.png;848806;167;183
1513687203566;1513687203791;1513687182799;1513687183041;.pdf;1009014;225;242
1513687204813;1513687205057;1513687184053;1513687184311;.pdf;1084673;244;258
1513687206078;1513687206746;1513687185315;1513687186077;.mp4;2232746;668;762
1513687207762;1513687208532;1513687187000;1513687187793;.pdf;2459010;770;793
1513687209547;1513687210095;1513687188786;1513687189380;.mp3;3363260;548;594
1513687211112;1513687211766;1513687190351;1513687191032;.pdf;3409257;654;681
1513687212783;1513687213697;1513687192024;1513687192978;.mp3;4846713;914;954
1513687214719;1513687215568;1513687193953;1513687194850;.mp3;4905254;849;897
1513687216583;1513687217466;1513687195819;1513687196730;.mp3;5178593;883;911
1513687218490;1513687219643;1513687197729;1513687198920;.mp3;5963776;1153;1191
1513687220658;1513687222483;1513687199904;1513687201805;.mp3;6897963;1825;1901
1513687223499;1513687224886;1513687202734;1513687204165;.pdf;6947882;1387;1431
1513687225903;1513687227202;1513687205144;1513687206563;.mp3;7522076;1299;1419
1513687228218;1513687229769;1513687207466;1513687209106;.mp3;7700653;1551;1640
1513687230787;1513687232256;1513687210026;1513687211569;.mp4;7953382;1469;1543
1513687233261;1513687234830;1513687212511;1513687214075;.mp3;8012705;1569;1564
1513687235846;1513687238020;1513687215086;1513687217358;.mp4;8297488;2174;2272
1513687239046;1513687240919;1513687218279;1513687220180;.mp3;9945088;1873;1901
1513687241936;1513687278573;1513687221173;1513687258052;.iso;238026752;36637;36879
1513687279602;1513687403643;1513687258838;1513687383105;.iso;647823360;124041;124267
