TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513685225094;1513685225120;1513685204450;1513685204492;.png;43574;26;42
1513685226137;1513685226145;1513685205389;1513685205425;.png;60606;8;36
1513685227164;1513685227169;1513685206413;1513685206449;.png;62303;5;36
1513685228174;1513685228180;1513685207423;1513685207458;.png;62372;6;35
1513685229262;1513685229280;1513685208512;1513685208535;.png;69598;18;23
1513685230298;1513685230324;1513685209548;1513685209582;.png;78311;26;34
1513685231340;1513685231345;1513685210590;1513685210875;.png;81702;5;285
1513685232363;1513685232390;1513685211612;1513685211701;.png;86564;27;89
1513685233407;1513685233416;1513685212657;1513685212711;.pdf;107050;9;54
1513685234434;1513685234442;1513685213686;1513685213709;.png;124105;8;23
1513685235457;1513685235622;1513685214706;1513685214895;.pdf;321740;165;189
1513685236638;1513685236710;1513685215888;1513685215982;.pdf;405687;72;94
1513685237725;1513685237832;1513685216974;1513685217112;.pdf;463639;107;138
1513685238846;1513685238942;1513685218094;1513685218208;.mp4;478886;96;114
1513685239961;1513685240114;1513685219211;1513685219380;.pdf;573824;153;169
1513685241130;1513685241280;1513685220379;1513685220559;.mp4;603517;150;180
1513685242287;1513685242590;1513685221537;1513685221851;.png;848806;303;314
1513685243597;1513685243904;1513685222846;1513685223247;.pdf;1009014;307;401
1513685244933;1513685245312;1513685224178;1513685224614;.pdf;1084673;379;436
1513685246330;1513685247323;1513685225585;1513685226614;.mp4;2232746;993;1029
1513685248342;1513685248859;1513685227592;1513685228151;.pdf;2459010;517;559
1513685249877;1513685250513;1513685229125;1513685229809;.mp3;3363260;636;684
1513685251529;1513685252188;1513685230778;1513685231484;.pdf;3409257;659;706
1513685253210;1513685254329;1513685232458;1513685233589;.mp3;4846713;1119;1131
1513685255349;1513685256667;1513685234612;1513685235989;.mp3;4905254;1318;1377
1513685257684;1513685258794;1513685236959;1513685238104;.mp3;5178593;1110;1145
1513685259809;1513685261476;1513685239058;1513685240893;.mp3;5963776;1667;1835
1513685262494;1513685263973;1513685241745;1513685243243;.mp3;6897963;1479;1498
1513685264992;1513685266243;1513685244244;1513685245618;.pdf;6947882;1251;1374
1513685267263;1513685268922;1513685246542;1513685248189;.mp3;7522076;1659;1647
1513685269938;1513685271782;1513685249186;1513685251046;.mp3;7700653;1844;1860
1513685272801;1513685274418;1513685252056;1513685253705;.mp4;7953382;1617;1649
1513685275433;1513685277882;1513685254681;1513685257234;.mp3;8012705;2449;2553
1513685278901;1513685280506;1513685258148;1513685259795;.mp4;8297488;1605;1647
1513685281524;1513685283605;1513685260777;1513685263094;.mp3;9945088;2081;2317
1513685284627;1513685330687;1513685263878;1513685310178;.iso;238026752;46060;46300
1513685332720;1513685479133;1513685311962;1513685458569;.iso;647823360;146413;146607
