Tipo; Extensao; Tamanho(bytes); TT1(ms); TT2(ms); TT3(ms); TT4(ms); TT5(ms); TT6(ms); TT7(ms); TT8(ms); TT9(ms); TT10(ms); TempoMedio(ms)
Client;.png;43574;134.0;26.0;53.0;37.0;53.0;50.0;47.0;61.0;37.0;45.0;54.3
Client;.png;60606;16.0;6.0;9.0;4.0;5.0;4.0;4.0;6.0;7.0;4.0;6.5
Client;.png;62303;35.0;4.0;9.0;8.0;4.0;20.0;4.0;4.0;6.0;14.0;10.8
Client;.png;62372;18.0;8.0;10.0;6.0;3.0;17.0;4.0;4.0;4.0;4.0;7.8
Client;.png;69598;32.0;14.0;9.0;4.0;4.0;6.0;8.0;5.0;12.0;4.0;9.8
Client;.png;78311;22.0;7.0;7.0;4.0;4.0;4.0;7.0;5.0;6.0;4.0;7.0
Client;.png;81702;33.0;11.0;20.0;5.0;5.0;13.0;5.0;6.0;11.0;9.0;11.8
Client;.png;86564;18.0;7.0;8.0;13.0;6.0;11.0;10.0;6.0;10.0;11.0;10.0
Client;.pdf;107050;28.0;20.0;10.0;8.0;11.0;26.0;16.0;5.0;16.0;17.0;15.7
Client;.png;124105;178.0;17.0;7.0;9.0;40.0;7.0;4.0;5.0;18.0;21.0;30.6
Client;.pdf;321740;93.0;65.0;67.0;71.0;64.0;83.0;57.0;140.0;83.0;82.0;80.5
Client;.pdf;405687;80.0;148.0;78.0;67.0;64.0;165.0;89.0;98.0;96.0;95.0;98.0
Client;.pdf;463639;101.0;880.0;98.0;104.0;171.0;131.0;97.0;129.0;90.0;120.0;192.1
Client;.mp4;478886;243.0;224.0;139.0;104.0;229.0;91.0;122.0;177.0;117.0;154.0;160.0
Client;.pdf;573824;212.0;302.0;118.0;124.0;98.0;132.0;87.0;216.0;121.0;135.0;154.5
Client;.mp4;603517;209.0;406.0;238.0;155.0;268.0;104.0;129.0;281.0;175.0;161.0;212.6
Client;.png;848806;159.0;414.0;243.0;202.0;184.0;193.0;163.0;202.0;182.0;201.0;214.3
Client;.pdf;1009014;195.0;516.0;190.0;775.0;331.0;200.0;209.0;215.0;338.0;221.0;319.0
Client;.pdf;1084673;246.0;763.0;320.0;494.0;479.0;208.0;250.0;269.0;474.0;235.0;373.8
Client;.mp4;2232746;694.0;556.0;536.0;584.0;522.0;611.0;614.0;434.0;443.0;419.0;541.3
Client;.pdf;2459010;768.0;856.0;558.0;417.0;422.0;752.0;600.0;681.0;423.0;502.0;597.9
Client;.mp3;3363260;638.0;769.0;610.0;644.0;966.0;699.0;1807.0;1052.0;1244.0;1377.0;980.6
Client;.pdf;3409257;649.0;628.0;630.0;558.0;550.0;639.0;561.0;843.0;598.0;572.0;622.8
Client;.mp3;4846713;802.0;792.0;765.0;765.0;746.0;900.0;799.0;1461.0;787.0;871.0;868.8
Client;.mp3;4905254;907.0;816.0;924.0;887.0;875.0;853.0;810.0;2056.0;823.0;840.0;979.1
Client;.mp3;5178593;877.0;857.0;1316.0;868.0;800.0;1218.0;1034.0;1088.0;939.0;890.0;988.7
Client;.mp3;5963776;1309.0;914.0;2698.0;1503.0;1312.0;985.0;1016.0;1653.0;934.0;1076.0;1340.0
Client;.mp3;6897963;1065.0;1468.0;1129.0;1189.0;1278.0;1439.0;1381.0;2778.0;1076.0;1041.0;1384.4
Client;.pdf;6947882;1029.0;1888.0;1224.0;1098.0;1195.0;1172.0;1989.0;1302.0;1308.0;1082.0;1328.7
Client;.mp3;7522076;1246.0;1148.0;1345.0;1148.0;1278.0;1115.0;1604.0;1283.0;1253.0;1363.0;1278.3
Client;.mp3;7700653;1174.0;1390.0;1162.0;1398.0;1144.0;1501.0;2464.0;1153.0;1175.0;1584.0;1414.5
Client;.mp4;7953382;1134.0;1342.0;1909.0;1681.0;1522.0;1239.0;1992.0;1638.0;1322.0;1250.0;1502.9
Client;.mp3;8012705;1295.0;1517.0;1800.0;2076.0;1202.0;1391.0;1640.0;1326.0;1203.0;1480.0;1493.0
Client;.mp4;8297488;1471.0;1173.0;1223.0;1406.0;1351.0;1185.0;3120.0;2494.0;2710.0;1249.0;1738.2
Client;.mp3;9945088;1722.0;1419.0;1915.0;1895.0;1516.0;2233.0;2660.0;2718.0;1474.0;1538.0;1909.0
Client;.iso;238026752;47118.0;39223.0;38994.0;43333.0;40816.0;40517.0;108775.0;51864.0;44106.0;40818.0;49556.4
Client;.iso;647823360;103975.0;104601.0;112884.0;115008.0;136607.0;117779.0;112008.0;130435.0;120016.0;132561.0;118587.4
