TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513763134839;1513763134875;1513763114622;1513763114733;.png;43574;36;111
1513763135890;1513763135935;1513763115690;1513763115794;.png;60606;45;104
1513763136954;1513763136999;1513763116770;1513763116824;.png;62303;45;54
1513763138021;1513763138044;1513763117817;1513763117866;.png;62372;23;49
1513763139056;1513763139075;1513763118852;1513763118892;.png;69598;19;40
1513763140084;1513763140107;1513763119880;1513763119912;.png;78311;23;32
1513763141161;1513763141183;1513763120969;1513763120989;.png;81702;22;20
1513763142202;1513763142226;1513763122000;1513763122028;.png;86564;24;28
1513763143242;1513763143324;1513763123042;1513763123129;.pdf;107050;82;87
1513763144345;1513763144432;1513763124141;1513763124234;.png;124105;87;93
1513763145447;1513763145542;1513763125250;1513763125350;.pdf;321740;95;100
1513763146566;1513763146649;1513763126361;1513763126450;.pdf;405687;83;89
1513763147666;1513763147747;1513763127465;1513763127549;.pdf;463639;81;84
1513763148770;1513763148875;1513763128564;1513763128681;.mp4;478886;105;117
1513763149894;1513763150023;1513763129696;1513763129848;.pdf;573824;129;152
1513763151039;1513763151158;1513763130838;1513763130966;.mp4;603517;119;128
1513763152179;1513763152328;1513763131980;1513763132134;.png;848806;149;154
1513763153343;1513763153536;1513763133140;1513763133340;.pdf;1009014;193;200
1513763154580;1513763154763;1513763134386;1513763134571;.pdf;1084673;183;185
1513763155806;1513763156221;1513763135606;1513763136042;.mp4;2232746;415;436
1513763157225;1513763157798;1513763137022;1513763137623;.pdf;2459010;573;601
1513763158849;1513763160067;1513763138650;1513763139882;.mp3;3363260;1218;1232
1513763161085;1513763161625;1513763140886;1513763141451;.pdf;3409257;540;565
1513763162648;1513763163401;1513763142442;1513763143223;.mp3;4846713;753;781
1513763164418;1513763165092;1513763144219;1513763144916;.mp3;4905254;674;697
1513763166107;1513763166846;1513763145903;1513763146658;.mp3;5178593;739;755
1513763167865;1513763168724;1513763147661;1513763148541;.mp3;5963776;859;880
1513763169743;1513763170715;1513763149543;1513763150538;.mp3;6897963;972;995
1513763171731;1513763172721;1513763151530;1513763152544;.pdf;6947882;990;1014
1513763173739;1513763174792;1513763153539;1513763154613;.mp3;7522076;1053;1074
1513763175808;1513763177002;1513763155607;1513763156826;.mp3;7700653;1194;1219
1513763178020;1513763179196;1513763157821;1513763159010;.mp4;7953382;1176;1189
1513763180213;1513763181391;1513763160016;1513763161219;.mp3;8012705;1178;1203
1513763182411;1513763183614;1513763162207;1513763163438;.mp4;8297488;1203;1231
1513763184633;1513763186098;1513763164434;1513763165913;.mp3;9945088;1465;1479
1513763187117;1513763224299;1513763166910;1513763204119;.iso;238026752;37182;37209
1513763225318;1513763319097;1513763205122;1513763298922;.iso;647823360;93779;93800
