TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513762440581;1513762440599;1513762420378;1513762420428;.png;43574;18;50
1513762441618;1513762441635;1513762421419;1513762421454;.png;60606;17;35
1513762442652;1513762442670;1513762422468;1513762422505;.png;62303;18;37
1513762443709;1513762443727;1513762423512;1513762423537;.png;62372;18;25
1513762444744;1513762444759;1513762424549;1513762424573;.png;69598;15;24
1513762445827;1513762445851;1513762425631;1513762425656;.png;78311;24;25
1513762446864;1513762446888;1513762426670;1513762426703;.png;81702;24;33
1513762447977;1513762447999;1513762427781;1513762427804;.png;86564;22;23
1513762449015;1513762449038;1513762428815;1513762428841;.pdf;107050;23;26
1513762450057;1513762450081;1513762429863;1513762429889;.png;124105;24;26
1513762451098;1513762451173;1513762430902;1513762430986;.pdf;321740;75;84
1513762452193;1513762452280;1513762431998;1513762432089;.pdf;405687;87;91
1513762453295;1513762453389;1513762433095;1513762433191;.pdf;463639;94;96
1513762454407;1513762454515;1513762434213;1513762434319;.mp4;478886;108;106
1513762455533;1513762455645;1513762435338;1513762435455;.pdf;573824;112;117
1513762456664;1513762456820;1513762436489;1513762436622;.mp4;603517;156;133
1513762457839;1513762457995;1513762437644;1513762437800;.png;848806;156;156
1513762459047;1513762459268;1513762438851;1513762439126;.pdf;1009014;221;275
1513762460290;1513762460489;1513762440100;1513762440304;.pdf;1084673;199;204
1513762461505;1513762461842;1513762441306;1513762441661;.mp4;2232746;337;355
1513762462857;1513762463213;1513762442657;1513762443038;.pdf;2459010;356;381
1513762464235;1513762464772;1513762444033;1513762444598;.mp3;3363260;537;565
1513762465790;1513762466288;1513762445594;1513762446101;.pdf;3409257;498;507
1513762467303;1513762467989;1513762447103;1513762447809;.mp3;4846713;686;706
1513762469005;1513762469708;1513762448806;1513762449526;.mp3;4905254;703;720
1513762470732;1513762471485;1513762450551;1513762451317;.mp3;5178593;753;766
1513762472504;1513762473493;1513762452304;1513762453301;.mp3;5963776;989;997
1513762474510;1513762475563;1513762454314;1513762455378;.mp3;6897963;1053;1064
1513762476582;1513762477600;1513762456382;1513762457426;.pdf;6947882;1018;1044
1513762478617;1513762479734;1513762458420;1513762459555;.mp3;7522076;1117;1135
1513762480749;1513762481910;1513762460552;1513762461732;.mp3;7700653;1161;1180
1513762482937;1513762484088;1513762462737;1513762463915;.mp4;7953382;1151;1178
1513762485106;1513762486267;1513762464907;1513762466095;.mp3;8012705;1161;1188
1513762487283;1513762488451;1513762467085;1513762468278;.mp4;8297488;1168;1193
1513762489471;1513762491012;1513762469270;1513762470842;.mp3;9945088;1541;1572
1513762492030;1513762527331;1513762471831;1513762507154;.iso;238026752;35301;35323
1513762528351;1513762626604;1513762508157;1513762606424;.iso;647823360;98253;98267
