TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513764027583;1513764027612;1513764007381;1513764007475;.png;43574;29;94
1513764028630;1513764028679;1513764008427;1513764008532;.png;60606;49;105
1513764029695;1513764029748;1513764009494;1513764009580;.png;62303;53;86
1513764031118;1513764031151;1513764010916;1513764010962;.png;62372;33;46
1513764032154;1513764032252;1513764011948;1513764012063;.png;69598;98;115
1513764033270;1513764033302;1513764013070;1513764013102;.png;78311;32;32
1513764034307;1513764034415;1513764014099;1513764014211;.png;81702;108;112
1513764035439;1513764035463;1513764015230;1513764015266;.png;86564;24;36
1513764036481;1513764036503;1513764016275;1513764016302;.pdf;107050;22;27
1513764037522;1513764037546;1513764017319;1513764017348;.png;124105;24;29
1513764038562;1513764038622;1513764018359;1513764018422;.pdf;321740;60;63
1513764039645;1513764039762;1513764019442;1513764019579;.pdf;405687;117;137
1513764040783;1513764040869;1513764020574;1513764020668;.pdf;463639;86;94
1513764041885;1513764042039;1513764021682;1513764021836;.mp4;478886;154;154
1513764043057;1513764043159;1513764022857;1513764022957;.pdf;573824;102;100
1513764044177;1513764044315;1513764023997;1513764024116;.mp4;603517;138;119
1513764045339;1513764045490;1513764025129;1513764025291;.png;848806;151;162
1513764046559;1513764046798;1513764026357;1513764026652;.pdf;1009014;239;295
1513764047819;1513764048008;1513764027614;1513764027810;.pdf;1084673;189;196
1513764049049;1513764049488;1513764028847;1513764029298;.mp4;2232746;439;451
1513764050510;1513764050900;1513764030301;1513764030714;.pdf;2459010;390;413
1513764051916;1513764052395;1513764031720;1513764032208;.mp3;3363260;479;488
1513764053418;1513764053972;1513764033208;1513764033786;.pdf;3409257;554;578
1513764054993;1513764055672;1513764034790;1513764035484;.mp3;4846713;679;694
1513764056687;1513764057373;1513764036483;1513764037224;.mp3;4905254;686;741
1513764058388;1513764059141;1513764038181;1513764038939;.mp3;5178593;753;758
1513764060165;1513764061006;1513764039951;1513764040828;.mp3;5963776;841;877
1513764062020;1513764062979;1513764041814;1513764042799;.mp3;6897963;959;985
1513764063997;1513764064999;1513764043788;1513764044815;.pdf;6947882;1002;1027
1513764066014;1513764067282;1513764045807;1513764047086;.mp3;7522076;1268;1279
1513764068297;1513764069365;1513764048089;1513764049184;.mp3;7700653;1068;1095
1513764070380;1513764071567;1513764050172;1513764051389;.mp4;7953382;1187;1217
1513764072585;1513764073821;1513764052380;1513764053633;.mp3;8012705;1236;1253
1513764074840;1513764076026;1513764054636;1513764055840;.mp4;8297488;1186;1204
1513764077049;1513764078444;1513764056841;1513764058263;.mp3;9945088;1395;1422
1513764079466;1513764114751;1513764059256;1513764094558;.iso;238026752;35285;35302
1513764115770;1513764209264;1513764095566;1513764189067;.iso;647823360;93494;93501
