TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513762156816;1513762156846;1513762136599;1513762136719;.png;43574;30;120
1513762157865;1513762157924;1513762137666;1513762137771;.png;60606;59;105
1513762158939;1513762158999;1513762138756;1513762138806;.png;62303;60;50
1513762160019;1513762160042;1513762139819;1513762139863;.png;62372;23;44
1513762161056;1513762161078;1513762140857;1513762140902;.png;69598;22;45
1513762162085;1513762162121;1513762141889;1513762142007;.png;78311;36;118
1513762163137;1513762163169;1513762142938;1513762142983;.png;81702;32;45
1513762164178;1513762164208;1513762143978;1513762144018;.png;86564;30;40
1513762165223;1513762165269;1513762145026;1513762145074;.pdf;107050;46;48
1513762166286;1513762166320;1513762146088;1513762146146;.png;124105;34;58
1513762167336;1513762167434;1513762147137;1513762147240;.pdf;321740;98;103
1513762168453;1513762168586;1513762148309;1513762148444;.pdf;405687;133;135
1513762169600;1513762169677;1513762149401;1513762149482;.pdf;463639;77;81
1513762170695;1513762170802;1513762150497;1513762150608;.mp4;478886;107;111
1513762171819;1513762171920;1513762151625;1513762151731;.pdf;573824;101;106
1513762172936;1513762173108;1513762152742;1513762152916;.mp4;603517;172;174
1513762174126;1513762174288;1513762153931;1513762154099;.png;848806;162;168
1513762175303;1513762175486;1513762155107;1513762155295;.pdf;1009014;183;188
1513762176496;1513762176777;1513762156297;1513762156591;.pdf;1084673;281;294
1513762177785;1513762178301;1513762157590;1513762158117;.mp4;2232746;516;527
1513762179305;1513762179843;1513762159106;1513762159655;.pdf;2459010;538;549
1513762180859;1513762181423;1513762160662;1513762161248;.mp3;3363260;564;586
1513762182442;1513762182976;1513762162244;1513762162810;.pdf;3409257;534;566
1513762183993;1513762184674;1513762163795;1513762164503;.mp3;4846713;681;708
1513762185693;1513762186429;1513762165498;1513762166258;.mp3;4905254;736;760
1513762187453;1513762188241;1513762167252;1513762168065;.mp3;5178593;788;813
1513762189257;1513762190156;1513762169058;1513762169983;.mp3;5963776;899;925
1513762191171;1513762192149;1513762170972;1513762171965;.mp3;6897963;978;993
1513762193166;1513762194151;1513762172969;1513762173974;.pdf;6947882;985;1005
1513762195172;1513762196306;1513762174974;1513762176121;.mp3;7522076;1134;1147
1513762197321;1513762198443;1513762177123;1513762178267;.mp3;7700653;1122;1144
1513762199458;1513762200555;1513762179259;1513762180384;.mp4;7953382;1097;1125
1513762201572;1513762202936;1513762181373;1513762182741;.mp3;8012705;1364;1368
1513762203955;1513762205142;1513762183761;1513762184968;.mp4;8297488;1187;1207
1513762206158;1513762207774;1513762185959;1513762187600;.mp3;9945088;1616;1641
1513762208791;1513762245956;1513762188595;1513762225767;.iso;238026752;37165;37172
1513762246974;1513762339762;1513762226780;1513762320077;.iso;647823360;92788;93297
