TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513764262363;1513764262393;1513764242147;1513764242212;.png;43574;30;65
1513764263400;1513764263431;1513764243195;1513764243243;.png;60606;31;48
1513764264446;1513764264462;1513764244247;1513764244281;.png;62303;16;34
1513764265480;1513764265517;1513764245273;1513764245318;.png;62372;37;45
1513764266540;1513764266553;1513764246341;1513764246361;.png;69598;13;20
1513764267561;1513764267579;1513764247354;1513764247381;.png;78311;18;27
1513764268594;1513764268624;1513764248392;1513764248424;.png;81702;30;32
1513764269643;1513764269661;1513764249435;1513764249463;.png;86564;18;28
1513764270676;1513764270708;1513764250476;1513764250515;.pdf;107050;32;39
1513764271724;1513764271756;1513764251520;1513764251572;.png;124105;32;52
1513764272762;1513764272910;1513764252563;1513764252716;.pdf;321740;148;153
1513764273927;1513764274031;1513764253723;1513764253829;.pdf;405687;104;106
1513764275046;1513764275120;1513764254837;1513764254919;.pdf;463639;74;82
1513764276124;1513764276285;1513764255916;1513764256083;.mp4;478886;161;167
1513764277291;1513764277491;1513764257083;1513764257289;.pdf;573824;200;206
1513764278509;1513764278658;1513764258311;1513764258459;.mp4;603517;149;148
1513764279678;1513764279829;1513764259469;1513764259628;.png;848806;151;159
1513764280844;1513764281119;1513764260645;1513764260918;.pdf;1009014;275;273
1513764282138;1513764282339;1513764261934;1513764262146;.pdf;1084673;201;212
1513764283358;1513764283707;1513764263152;1513764263517;.mp4;2232746;349;365
1513764284725;1513764285155;1513764264514;1513764264953;.pdf;2459010;430;439
1513764286173;1513764286739;1513764265971;1513764266545;.mp3;3363260;566;574
1513764287760;1513764288270;1513764267550;1513764268087;.pdf;3409257;510;537
1513764289289;1513764289999;1513764269086;1513764269811;.mp3;4846713;710;725
1513764291014;1513764291717;1513764270805;1513764271530;.mp3;4905254;703;725
1513764292735;1513764293486;1513764272532;1513764273303;.mp3;5178593;751;771
1513764294501;1513764295489;1513764274317;1513764275289;.mp3;5963776;988;972
1513764296508;1513764297493;1513764276300;1513764277308;.mp3;6897963;985;1008
1513764298511;1513764299593;1513764278300;1513764279389;.pdf;6947882;1082;1089
1513764300610;1513764301880;1513764280412;1513764281679;.mp3;7522076;1270;1267
1513764302894;1513764304009;1513764282693;1513764283817;.mp3;7700653;1115;1124
1513764305023;1513764306140;1513764284816;1513764285953;.mp4;7953382;1117;1137
1513764307160;1513764308310;1513764286951;1513764288122;.mp3;8012705;1150;1171
1513764309325;1513764310493;1513764289119;1513764290312;.mp4;8297488;1168;1193
1513764311510;1513764312915;1513764291302;1513764292728;.mp3;9945088;1405;1426
1513764313932;1513764349633;1513764293728;1513764329447;.iso;238026752;35701;35719
1513764350652;1513764446894;1513764330447;1513764426717;.iso;647823360;96242;96270
