TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513763360323;1513763360359;1513763340098;1513763340191;.png;43574;36;93
1513763361366;1513763361382;1513763341163;1513763341208;.png;60606;16;45
1513763362395;1513763362411;1513763342184;1513763342232;.png;62303;16;48
1513763363464;1513763363481;1513763343264;1513763343290;.png;62372;17;26
1513763364494;1513763364501;1513763344296;1513763344312;.png;69598;7;16
1513763365527;1513763365540;1513763345316;1513763345348;.png;78311;13;32
1513763366556;1513763366568;1513763346362;1513763346378;.png;81702;12;16
1513763367586;1513763367608;1513763347383;1513763347412;.png;86564;22;29
1513763368628;1513763368668;1513763348432;1513763348468;.pdf;107050;40;36
1513763369690;1513763369728;1513763349485;1513763349527;.png;124105;38;42
1513763370742;1513763370844;1513763350537;1513763350647;.pdf;321740;102;110
1513763371919;1513763372069;1513763351721;1513763351876;.pdf;405687;150;155
1513763373088;1513763373248;1513763352889;1513763353048;.pdf;463639;160;159
1513763374271;1513763374408;1513763354064;1513763354213;.mp4;478886;137;149
1513763375427;1513763375528;1513763355223;1513763355331;.pdf;573824;101;108
1513763376532;1513763376787;1513763356328;1513763356592;.mp4;603517;255;264
1513763377796;1513763378218;1513763357591;1513763358017;.png;848806;422;426
1513763379236;1513763379514;1513763359037;1513763359320;.pdf;1009014;278;283
1513763380529;1513763380753;1513763360332;1513763360565;.pdf;1084673;224;233
1513763381776;1513763382101;1513763361567;1513763361918;.mp4;2232746;325;351
1513763383120;1513763383488;1513763362916;1513763363303;.pdf;2459010;368;387
1513763384512;1513763385004;1513763364312;1513763364821;.mp3;3363260;492;509
1513763386020;1513763386515;1513763365814;1513763366342;.pdf;3409257;495;528
1513763387533;1513763388243;1513763367335;1513763368051;.mp3;4846713;710;716
1513763389260;1513763389954;1513763369060;1513763369997;.mp3;4905254;694;937
1513763390969;1513763391676;1513763370765;1513763371498;.mp3;5178593;707;733
1513763392694;1513763393566;1513763372499;1513763373385;.mp3;5963776;872;886
1513763394581;1513763395579;1513763374380;1513763375395;.mp3;6897963;998;1015
1513763396595;1513763397821;1513763376400;1513763377636;.pdf;6947882;1226;1236
1513763398836;1513763400036;1513763378633;1513763379837;.mp3;7522076;1200;1204
1513763401051;1513763402105;1513763380846;1513763381928;.mp3;7700653;1054;1082
1513763403122;1513763404253;1513763382922;1513763384072;.mp4;7953382;1131;1150
1513763405270;1513763406455;1513763385067;1513763386270;.mp3;8012705;1185;1203
1513763407474;1513763408648;1513763387270;1513763388468;.mp4;8297488;1174;1198
1513763409665;1513763411098;1513763389463;1513763390915;.mp3;9945088;1433;1452
1513763412119;1513763447927;1513763391913;1513763427748;.iso;238026752;35808;35835
1513763448945;1513763543614;1513763428738;1513763523430;.iso;647823360;94669;94692
