TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513762665543;1513762665569;1513762645328;1513762645399;.png;43574;26;71
1513762666583;1513762666606;1513762646385;1513762646432;.png;60606;23;47
1513762667622;1513762667643;1513762647429;1513762647467;.png;62303;21;38
1513762668663;1513762668684;1513762648469;1513762648496;.png;62372;21;27
1513762669699;1513762669717;1513762649498;1513762649528;.png;69598;18;30
1513762670736;1513762670753;1513762650535;1513762650569;.png;78311;17;34
1513762671768;1513762671784;1513762651567;1513762651593;.png;81702;16;26
1513762672802;1513762672828;1513762652602;1513762652629;.png;86564;26;27
1513762673844;1513762673882;1513762653649;1513762653685;.pdf;107050;38;36
1513762674902;1513762674932;1513762654702;1513762654734;.png;124105;30;32
1513762675947;1513762676082;1513762655749;1513762655885;.pdf;321740;135;136
1513762677130;1513762677424;1513762656930;1513762657228;.pdf;405687;294;298
1513762678522;1513762678616;1513762658326;1513762658420;.pdf;463639;94;94
1513762679624;1513762679829;1513762659444;1513762659641;.mp4;478886;205;197
1513762680836;1513762681033;1513762660637;1513762660839;.pdf;573824;197;202
1513762682048;1513762682182;1513762661847;1513762661986;.mp4;603517;134;139
1513762683205;1513762683351;1513762663001;1513762663160;.png;848806;146;159
1513762684368;1513762684538;1513762664168;1513762664345;.pdf;1009014;170;177
1513762685558;1513762685791;1513762665363;1513762665605;.pdf;1084673;233;242
1513762686810;1513762687289;1513762666613;1513762667106;.mp4;2232746;479;493
1513762688308;1513762688700;1513762668111;1513762668519;.pdf;2459010;392;408
1513762689716;1513762690249;1513762669514;1513762670072;.mp3;3363260;533;558
1513762691273;1513762692477;1513762671069;1513762672289;.pdf;3409257;1204;1220
1513762693494;1513762694198;1513762673294;1513762674025;.mp3;4846713;704;731
1513762695217;1513762695894;1513762675023;1513762675719;.mp3;4905254;677;696
1513762696914;1513762697669;1513762676712;1513762677495;.mp3;5178593;755;783
1513762698688;1513762699525;1513762678486;1513762679352;.mp3;5963776;837;866
1513762700545;1513762701512;1513762680342;1513762681331;.mp3;6897963;967;989
1513762702526;1513762703569;1513762682330;1513762683391;.pdf;6947882;1043;1061
1513762704589;1513762705693;1513762684385;1513762685515;.mp3;7522076;1104;1130
1513762706713;1513762707802;1513762686511;1513762687627;.mp3;7700653;1089;1116
1513762708822;1513762709986;1513762688623;1513762689812;.mp4;7953382;1164;1189
1513762711004;1513762712170;1513762690802;1513762691991;.mp3;8012705;1166;1189
1513762713191;1513762714402;1513762692992;1513762694227;.mp4;8297488;1211;1235
1513762715425;1513762716897;1513762695222;1513762696722;.mp3;9945088;1472;1500
1513762717912;1513762752976;1513762697714;1513762732797;.iso;238026752;35064;35083
1513762753997;1513762848090;1513762733795;1513762827914;.iso;647823360;94093;94119
