SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865512663,1513865512675,.png,43574,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865513732,1513865513733,.png,60606,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865514810,1513865514811,.png,62303,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865515901,1513865515901,.png,62372,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865516997,1513865516997,.png,69598,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865518103,1513865518103,.png,78311,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865519237,1513865519237,.png,81702,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865520315,1513865520315,.png,86564,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865521576,1513865521608,.pdf,107050,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865522713,1513865522735,.png,124105,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865523837,1513865523928,.pdf,321740,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865525094,1513865525301,.pdf,405687,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865526465,1513865526696,.pdf,463639,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865527839,1513865528013,.mp4,478886,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865529217,1513865529500,.pdf,573824,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865530620,1513865530870,.mp4,603517,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865532064,1513865532563,.png,848806,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865533701,1513865534311,.pdf,1009014,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865535508,1513865536097,.pdf,1084673,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865537289,1513865538682,.mp4,2232746,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865539863,1513865541866,.pdf,2459010,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865543561,1513865545846,.mp3,3363260,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865546980,1513865549288,.pdf,3409257,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865551645,1513865554861,.mp3,4846713,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865556045,1513865559271,.mp3,4905254,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865560485,1513865563885,.mp3,5178593,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865565063,1513865569079,.mp3,5963776,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865570271,1513865574832,.mp3,6897963,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865576562,1513865581229,.pdf,6947882,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865582491,1513865587311,.mp3,7522076,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865588607,1513865593588,.mp3,7700653,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865594844,1513865600122,.mp4,7953382,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865601391,1513865606944,.mp3,8012705,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865608562,1513865614001,.mp4,8297488,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865615339,1513865621714,.mp3,9945088,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865623215,1513865782136,.iso,238026752,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,android-648f8a5535d87ec2,1513865784565,1513866223205,.iso,647823360,SERVER_LOCAL
