TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513878413613;1513878413718;1513880999754;1513880999777;.png;43574;105;23
1513878414759;1513878414855;1513881001001;1513881001004;.png;60606;96;3
1513878415896;1513878415997;1513881002152;1513881002155;.png;62303;101;3
1513878417022;1513878417265;1513881003483;1513881003491;.png;62372;243;8
1513878418302;1513878418400;1513881004682;1513881004684;.png;69598;98;2
1513878419445;1513878419566;1513881005828;1513881005831;.png;78311;121;3
1513878420602;1513878420789;1513881007004;1513881007006;.png;81702;187;2
1513878421833;1513878421955;1513881008157;1513881008160;.png;86564;122;3
1513878422993;1513878423130;1513881009362;1513881009406;.pdf;107050;137;44
1513878424175;1513878424348;1513881010556;1513881010614;.png;124105;173;58
1513878425389;1513878425741;1513881011790;1513881011995;.pdf;321740;352;205
1513878426789;1513878427138;1513881013222;1513881013411;.pdf;405687;349;189
1513878428182;1513878428759;1513881014615;1513881014794;.pdf;463639;577;179
1513878429794;1513878430156;1513881016020;1513881016308;.mp4;478886;362;288
1513878431196;1513878431617;1513881017633;1513881018062;.pdf;573824;421;429
1513878432660;1513878433332;1513881019221;1513881019514;.mp4;603517;672;293
1513878434373;1513878434936;1513881020688;1513881021067;.png;848806;563;379
1513878435978;1513878436775;1513881022316;1513881022736;.pdf;1009014;797;420
1513878437817;1513878438386;1513881023975;1513881024422;.pdf;1084673;569;447
1513878439431;1513878440371;1513881025603;1513881026347;.mp4;2232746;940;744
1513878441408;1513878442260;1513881027616;1513881028359;.pdf;2459010;852;743
1513878443304;1513878444946;1513881029573;1513881030429;.mp3;3363260;1642;856
1513878445997;1513878447719;1513881032206;1513881033412;.pdf;3409257;1722;1206
1513878448785;1513878451366;1513881034762;1513881036465;.mp3;4846713;2581;1703
1513878452405;1513878455196;1513881038384;1513881040419;.mp3;4905254;2791;2035
1513878456237;1513878459109;1513881042154;1513881044575;.mp3;5178593;2872;2421
1513878460150;1513878463498;1513881046239;1513881049002;.mp3;5963776;3348;2763
1513878464537;1513878468420;1513881050262;1513881053367;.mp3;6897963;3883;3105
1513878469462;1513878473093;1513881054775;1513881057854;.pdf;6947882;3631;3079
1513878474144;1513878478545;1513881059201;1513881063409;.mp3;7522076;4401;4208
1513878479594;1513878483594;1513881064765;1513881068416;.mp3;7700653;4000;3651
1513878484645;1513878488869;1513881069863;1513881073605;.mp4;7953382;4224;3742
1513878489914;1513878494988;1513881075406;1513881079090;.mp3;8012705;5074;3684
1513878496027;1513878500376;1513881080904;1513881084947;.mp4;8297488;4349;4043
1513878501426;1513878506794;1513881086394;1513881091716;.mp3;9945088;5368;5322
1513878507884;1513878644345;1513881093002;1513881226608;.iso;238026752;136461;133606
1513878645386;1513879029654;1513881228004;1513881590021;.iso;647823360;384268;362017
