TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513884605314;1513884605417;1513884628743;1513884628754;.png;43574;103;11
1513884606463;1513884606661;1513884629984;1513884629986;.png;60606;198;2
1513884607704;1513884607830;1513884631134;1513884631145;.png;62303;126;11
1513884608866;1513884608993;1513884632296;1513884632300;.png;62372;127;4
1513884610042;1513884610201;1513884633476;1513884633496;.png;69598;159;20
1513884611255;1513884611381;1513884634685;1513884634688;.png;78311;126;3
1513884612434;1513884612572;1513884635865;1513884635868;.png;81702;138;3
1513884613634;1513884613888;1513884637172;1513884637189;.png;86564;254;17
1513884614932;1513884615099;1513884638359;1513884638408;.pdf;107050;167;49
1513884616138;1513884616303;1513884639565;1513884639616;.png;124105;165;51
1513884617346;1513884617657;1513884640771;1513884640947;.pdf;321740;311;176
1513884618702;1513884619331;1513884642148;1513884642628;.pdf;405687;629;480
1513884620377;1513884620844;1513884643837;1513884644148;.pdf;463639;467;311
1513884621882;1513884622493;1513884645310;1513884645661;.mp4;478886;611;351
1513884623563;1513884624363;1513884646991;1513884647614;.pdf;573824;800;623
1513884625403;1513884625964;1513884648831;1513884649258;.mp4;603517;561;427
1513884627006;1513884627760;1513884650433;1513884651032;.png;848806;754;599
1513884628801;1513884629377;1513884652232;1513884652658;.pdf;1009014;576;426
1513884630417;1513884630990;1513884653887;1513884654267;.pdf;1084673;573;380
1513884632031;1513884632915;1513884655457;1513884656168;.mp4;2232746;884;711
1513884633965;1513884634905;1513884657381;1513884658113;.pdf;2459010;940;732
1513884635943;1513884637352;1513884659369;1513884660215;.mp3;3363260;1409;846
1513884638392;1513884640120;1513884661818;1513884663306;.pdf;3409257;1728;1488
1513884641150;1513884643752;1513884664599;1513884666718;.mp3;4846713;2602;2119
1513884644793;1513884647552;1513884668221;1513884670257;.mp3;4905254;2759;2036
1513884648590;1513884651707;1513884672023;1513884674461;.mp3;5178593;3117;2438
1513884652748;1513884656144;1513884676180;1513884679052;.mp3;5963776;3396;2872
1513884657186;1513884660834;1513884680616;1513884683922;.mp3;6897963;3648;3306
1513884661873;1513884665917;1513884685300;1513884688904;.pdf;6947882;4044;3604
1513884666992;1513884671319;1513884690420;1513884693961;.mp3;7522076;4327;3541
1513884672372;1513884677286;1513884695808;1513884700190;.mp3;7700653;4914;4382
1513884678332;1513884682638;1513884701774;1513884705601;.mp4;7953382;4306;3827
1513884683684;1513884690428;1513884707111;1513884712959;.mp3;8012705;6744;5848
1513884691479;1513884698532;1513884714912;1513884721708;.mp4;8297488;7053;6796
1513884699577;1513884705123;1513884723005;1513884728119;.mp3;9945088;5546;5114
1513884706167;1513884839976;1513884729658;1513884863059;.iso;238026752;133809;133401
1513884841028;1513885205256;1513884864458;1513885228082;.iso;647823360;364228;363624
