TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513876520735;1513876520853;1513876544078;1513876544096;.png;43574;118;18
1513876521908;1513876522079;1513876545240;1513876545244;.png;60606;171;4
1513876523124;1513876523218;1513876546456;1513876546460;.png;62303;94;4
1513876524259;1513876524432;1513876547590;1513876547593;.png;62372;173;3
1513876525474;1513876525673;1513876548908;1513876548909;.png;69598;199;1
1513876526719;1513876526833;1513876550060;1513876550067;.png;78311;114;7
1513876531172;1513876531279;1513876554504;1513876554506;.png;81702;107;2
1513876532319;1513876532499;1513876555650;1513876555653;.png;86564;180;3
1513876533539;1513876533675;1513876556871;1513876556895;.pdf;107050;136;24
1513876534715;1513876534845;1513876558047;1513876558079;.png;124105;130;32
1513876537143;1513876537365;1513876560475;1513876560592;.pdf;321740;222;117
1513876538407;1513876538810;1513876561767;1513876561922;.pdf;405687;403;155
1513876540114;1513876540398;1513876563447;1513876563622;.pdf;463639;284;175
1513876541437;1513876541767;1513876564787;1513876564975;.mp4;478886;330;188
1513876542811;1513876543408;1513876566385;1513876566630;.pdf;573824;597;245
1513876544450;1513876544808;1513876567797;1513876568022;.mp4;603517;358;225
1513876545850;1513876546634;1513876569297;1513876569801;.png;848806;784;504
1513876547676;1513876548550;1513876571013;1513876571758;.pdf;1009014;874;745
1513876549594;1513876550121;1513876572944;1513876573346;.pdf;1084673;527;402
1513876551161;1513876552111;1513876574493;1513876575082;.mp4;2232746;950;589
1513876553160;1513876554267;1513876576495;1513876577329;.pdf;2459010;1107;834
1513876555306;1513876556693;1513876578638;1513876579566;.mp3;3363260;1387;928
1513876557764;1513876559188;1513876581113;1513876582212;.pdf;3409257;1424;1099
1513876560225;1513876563590;1513876583574;1513876585786;.mp3;4846713;3365;2212
1513876564632;1513876567516;1513876587982;1513876590336;.mp3;4905254;2884;2354
1513876568559;1513876571663;1513876591889;1513876594472;.mp3;5178593;3104;2583
1513876572694;1513876576056;1513876596035;1513876598989;.mp3;5963776;3362;2954
1513876577104;1513876581099;1513876600456;1513876603867;.mp3;6897963;3995;3411
1513876582195;1513876585987;1513876605533;1513876608950;.pdf;6947882;3792;3417
1513876587029;1513876591259;1513876610377;1513876614239;.mp3;7522076;4230;3862
1513876592299;1513876596531;1513876615636;1513876619314;.mp3;7700653;4232;3678
1513876597582;1513876601835;1513876620912;1513876624685;.mp4;7953382;4253;3773
1513876602879;1513876606838;1513876626212;1513876629777;.mp3;8012705;3959;3565
1513876607881;1513876612350;1513876631232;1513876635050;.mp4;8297488;4469;3818
1513876613390;1513876619059;1513876636722;1513876641875;.mp3;9945088;5669;5153
1513876620097;1513876753240;1513876643430;1513876776293;.iso;238026752;133143;132863
1513876754286;1513877121567;1513876777637;1513877144547;.iso;647823360;367281;366910
