TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513880976355;1513880976571;1513883886001;1513883886024;.png;43574;216;23
1513880977613;1513880977714;1513883887185;1513883887189;.png;60606;101;4
1513880978754;1513880978992;1513883888334;1513883888340;.png;62303;238;6
1513880980062;1513880980229;1513883889494;1513883889498;.png;62372;167;4
1513880981257;1513880981403;1513883890637;1513883890640;.png;69598;146;3
1513880982444;1513880982564;1513883891796;1513883891801;.png;78311;120;5
1513880983616;1513880983736;1513883893041;1513883893043;.png;81702;120;2
1513880984775;1513880984890;1513883894218;1513883894325;.png;86564;115;107
1513880985931;1513880986125;1513883895487;1513883895524;.pdf;107050;194;37
1513880987164;1513880987323;1513883896672;1513883896698;.png;124105;159;26
1513880988364;1513880988785;1513883897883;1513883898023;.pdf;321740;421;140
1513880989832;1513880990186;1513883899204;1513883899344;.pdf;405687;354;140
1513880991228;1513880991578;1513883900639;1513883900879;.pdf;463639;350;240
1513880992630;1513880993109;1513883902075;1513883902313;.mp4;478886;479;238
1513880994163;1513880994784;1513883903530;1513883903842;.pdf;573824;621;312
1513880995822;1513880996263;1513883905015;1513883905336;.mp4;603517;441;321
1513880997305;1513880997894;1513883906503;1513883906884;.png;848806;589;381
1513880998935;1513880999477;1513883908094;1513883908501;.pdf;1009014;542;407
1513881000546;1513881001181;1513883909748;1513883910126;.pdf;1084673;635;378
1513881002220;1513881003179;1513883911461;1513883912257;.mp4;2232746;959;796
1513881004216;1513881005148;1513883913480;1513883914291;.pdf;2459010;932;811
1513881006189;1513881007757;1513883915544;1513883916296;.mp3;3363260;1568;752
1513881008804;1513881010322;1513883918210;1513883919546;.pdf;3409257;1518;1336
1513881011364;1513881013960;1513883920862;1513883922859;.mp3;4846713;2596;1997
1513881015003;1513881017730;1513883924343;1513883926567;.mp3;4905254;2727;2224
1513881018772;1513881021739;1513883927987;1513883930559;.mp3;5178593;2967;2572
1513881022791;1513881025830;1513883932062;1513883935176;.mp3;5963776;3039;3114
1513881026875;1513881030333;1513883936551;1513883939947;.mp3;6897963;3458;3396
1513881031372;1513881034775;1513883941286;1513883944738;.pdf;6947882;3403;3452
1513881035817;1513881040320;1513883946039;1513883949783;.mp3;7522076;4503;3744
1513881041366;1513881045416;1513883951053;1513883954996;.mp3;7700653;4050;3943
1513881046456;1513881050896;1513883956291;1513883960925;.mp4;7953382;4440;4634
1513881052007;1513881056372;1513883962161;1513883966505;.mp3;8012705;4365;4344
1513881057418;1513881061972;1513883967789;1513883972147;.mp4;8297488;4554;4358
1513881063010;1513881068562;1513883973607;1513883978492;.mp3;9945088;5552;4885
1513881069603;1513881203573;1513883980290;1513884114539;.iso;238026752;133970;134249
1513881204620;1513881566992;1513884116015;1513884480067;.iso;647823360;362372;364052
