TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513879077366;1513879077458;1513882547887;1513882547905;.png;43574;92;18
1513879078504;1513879078613;1513882549082;1513882549085;.png;60606;109;3
1513879079657;1513879079766;1513882550259;1513882550263;.png;62303;109;4
1513879080809;1513879080912;1513882551411;1513882551414;.png;62372;103;3
1513879081953;1513879082180;1513882552556;1513882552558;.png;69598;227;2
1513879083221;1513879083351;1513882553764;1513882553768;.png;78311;130;4
1513879084395;1513879084511;1513882554959;1513882554962;.png;81702;116;3
1513879085553;1513879085671;1513882556171;1513882556173;.png;86564;118;2
1513879086717;1513879086885;1513882557364;1513882557443;.pdf;107050;168;79
1513879087925;1513879088149;1513882558605;1513882558690;.png;124105;224;85
1513879089193;1513879089529;1513882559859;1513882560107;.pdf;321740;336;248
1513879090572;1513879090980;1513882561330;1513882561669;.pdf;405687;408;339
1513879095487;1513879095872;1513882562861;1513882563172;.pdf;463639;385;311
1513879096925;1513879097314;1513882564347;1513882564628;.mp4;478886;389;281
1513879098354;1513879098803;1513882565868;1513882566294;.pdf;573824;449;426
1513879099849;1513879100322;1513882567539;1513882567898;.mp4;603517;473;359
1513879101364;1513879102000;1513882569089;1513882569523;.png;848806;636;434
1513879104029;1513879104640;1513882570717;1513882571117;.pdf;1009014;611;400
1513879105679;1513879106283;1513882572330;1513882572737;.pdf;1084673;604;407
1513879107329;1513879108858;1513882573937;1513882574560;.mp4;2232746;1529;623
1513879109895;1513879110798;1513882575825;1513882576556;.pdf;2459010;903;731
1513879111838;1513879114014;1513882577805;1513882578802;.mp3;3363260;2176;997
1513879115054;1513879116657;1513882580242;1513882581347;.pdf;3409257;1603;1105
1513879117699;1513879120332;1513882582827;1513882584793;.mp3;4846713;2633;1966
1513879121374;1513879124923;1513882586720;1513882588681;.mp3;4905254;3549;1961
1513879125965;1513879129131;1513882590486;1513882593060;.mp3;5178593;3166;2574
1513879130169;1513879133603;1513882594377;1513882597599;.mp3;5963776;3434;3222
1513879134646;1513879138918;1513882598940;1513882602390;.mp3;6897963;4272;3450
1513879139967;1513879143880;1513882603875;1513882607337;.pdf;6947882;3913;3462
1513879144928;1513879149685;1513882608828;1513882612413;.mp3;7522076;4757;3585
1513879150734;1513879155345;1513882613865;1513882617524;.mp3;7700653;4611;3659
1513879156394;1513879160836;1513882619126;1513882623010;.mp4;7953382;4442;3884
1513879161886;1513879166752;1513882624375;1513882628200;.mp3;8012705;4866;3825
1513879167800;1513879172426;1513882629722;1513882633516;.mp4;8297488;4626;3794
1513879173465;1513879181846;1513882634973;1513882639869;.mp3;9945088;8381;4896
1513879182901;1513879317613;1513882641281;1513882774028;.iso;238026752;134712;132747
1513879318653;1513879687450;1513882775645;1513883144989;.iso;647823360;368797;369344
