TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513883862567;1513883862682;1513883205281;1513883205341;.png;43574;115;60
1513883863725;1513883863868;1513883206483;1513883206509;.png;60606;143;26
1513883864910;1513883865020;1513883207701;1513883207704;.png;62303;110;3
1513883866061;1513883866173;1513883208851;1513883208853;.png;62372;112;2
1513883867217;1513883867336;1513883209989;1513883209991;.png;69598;119;2
1513883868377;1513883868480;1513883211163;1513883211169;.png;78311;103;6
1513883869522;1513883869740;1513883212336;1513883212337;.png;81702;218;1
1513883870786;1513883871013;1513883213505;1513883213507;.png;86564;227;2
1513883872052;1513883872198;1513883214749;1513883214775;.pdf;107050;146;26
1513883873248;1513883873406;1513883215919;1513883215944;.png;124105;158;25
1513883874451;1513883874738;1513883217130;1513883217230;.pdf;321740;287;100
1513883875776;1513883876160;1513883218422;1513883218578;.pdf;405687;384;156
1513883877215;1513883877609;1513883219846;1513883220073;.pdf;463639;394;227
1513883878653;1513883879046;1513883221268;1513883221667;.mp4;478886;393;399
1513883880092;1513883880536;1513883222841;1513883223127;.pdf;573824;444;286
1513883881577;1513883882039;1513883224318;1513883224610;.mp4;603517;462;292
1513883883085;1513883883583;1513883225833;1513883226180;.png;848806;498;347
1513883884624;1513883885223;1513883227381;1513883227743;.pdf;1009014;599;362
1513883886326;1513883886921;1513883228984;1513883229409;.pdf;1084673;595;425
1513883887960;1513883888999;1513883230620;1513883231397;.mp4;2232746;1039;777
1513883890043;1513883891065;1513883232616;1513883233167;.pdf;2459010;1022;551
1513883892112;1513883893747;1513883234509;1513883235595;.mp3;3363260;1635;1086
1513883894792;1513883896404;1513883237228;1513883238521;.pdf;3409257;1612;1293
1513883897444;1513883899836;1513883239832;1513883242069;.mp3;4846713;2392;2237
1513883900880;1513883903527;1513883243790;1513883245849;.mp3;4905254;2647;2059
1513883904569;1513883907583;1513883247626;1513883250314;.mp3;5178593;3014;2688
1513883908626;1513883912087;1513883251831;1513883254537;.mp3;5963776;3461;2706
1513883913130;1513883916831;1513883256250;1513883259916;.mp3;6897963;3701;3666
1513883917869;1513883921542;1513883261370;1513883264607;.pdf;6947882;3673;3237
1513883922579;1513883926568;1513883266272;1513883269858;.mp3;7522076;3989;3586
1513883927611;1513883931826;1513883271506;1513883275529;.mp3;7700653;4215;4023
1513883932872;1513883937678;1513883277106;1513883280881;.mp4;7953382;4806;3775
1513883938727;1513883943314;1513883282514;1513883286409;.mp3;8012705;4587;3895
1513883944369;1513883949127;1513883289308;1513883294305;.mp4;8297488;4758;4997
1513883950175;1513883955775;1513883295653;1513883300547;.mp3;9945088;5600;4894
1513883956871;1513884091550;1513883302133;1513883435078;.iso;238026752;134679;132945
1513884092595;1513884457285;1513883436506;1513883807429;.iso;647823360;364690;370923
