6.1
8.5
8.7
11.1
11.3
11.4
12.1
12.6
13.7
13.9
89.1
108.7
120.0
126.2
154.4
174.9
197.6
217.0
232.4
372.3
508.4
642.7
660.0
704.2
751.7
892.4
899.9
1077.8
1120.1
1121.6
1167.0
1170.8
1207.8
1224.7
1462.4
38110.9
99276.4
