1858.19800764192,3369.76598234706,2919.12862958148,2617.63043331534,2231.9758575046,1782.29836856618
1961.37253480278,3526.36609147026,4006.34175628323,2862.0692128213,2772.21105509172,2684.30087232837
2183.15972222222,3629.37176165803,4107.39989318466,2982.65217769484,2833.73722996923,2957.27861457083
2351.79227941176,3644.69835269089,4228.0706139713,3359.58143325946,2917.10046850599,3072.68140193824
2381.70475746269,3705.72194433439,4235.23272156085,3375.75301204819,2922.88818359375,3149.72041796759
2397.72971616972,3773.10384114583,4305.89827870935,3442.32603561046,2930.56609021036,3174.92917847026
2443.48487700803,4194.89933894231,4310.24985599078,3594.33653397523,3088.91923001567,3213.4312344748
2529.296875,4540.85361463134,4387.36113995017,3675.10114397321,3416.37305964052,3220.61240607923
2592.39274364407,4557.87855663726,4514.18206318544,3937.73215737729,3832.12769229109,3225.86466889117
2675.41476959161,4723.40077325925,4566.84910973837,3944.94398584906,3867.99864384041,3239.41312980575
3296.94878016789,5044.47354403409,4672.11975731476,3947.22636620603,3903.09588509317,3378.39481813604
3303.65510264854,5110.36812470826,4757.00339558574,4176.30774456522,4016.35215441545,3581.48939227894
3381.86481593241,5487.40146396396,5196.66642370905,4466.50181440248,4028.11013416774,3757.38262559809
3436.1653885011,5666.9875913968,5416.32186629806,4637.34899489089,4042.63990752551,3758.63328907148
3469.52077346743,5856.61030251142,5526.32913961039,4651.05805380759,4556.05100524134,3766.1203918702
3758.81129921727,6014.76078539823,5655.0165181646,4984.69002016129,4661.72800885974,3794.81523886494
4250.83133012821,6057.53148435408,5746.24115566038,5209.33222760867,4690.57477944322,3821.09537329996
4741.89236946583,6099.25244483862,5809.12793803419,5244.92742580769,4834.15193960014,4231.63554457604
5082.77819847649,6250.03896102013,5854.89319142512,5302.58264540739,4885.05721943198,4284.1402643578
5167.39490774872,6372.51149316454,5946.4978558301,5334.44083278473,5063.46344449627,4342.11575255102
5399.36477683709,6372.60490804177,6247.98799059295,5375.38881008756,5069.83667659178,4496.0881440674
5465.12733983842,6444.017947997,6268.49065061476,5462.54185267857,5087.48035620744,4709.73734933
5543.90037026443,6471.83020335593,6311.3423223333,5487.40146396396,5115.01944630576,4749.38041260105
6387.36565036192,6478.64483073564,6382.96875,5514.75050367438,5202.2602875921,4756.42552795303
6466.82264701055,6549.37352331491,6424.61984246284,5521.60308453395,5206.53884261262,4772.09690577182
6558.12972706843,6593.97598140496,6466.50325962299,5531.57869687307,5273.65702271998,4830.26897629418
6566.17204544978,6616.32695762227,6491.72701146962,5551.78092249831,5306.10903189107,4880.45270433054
6608.60097985846,6633.9038344508,6626.94736073537,5587.61509974883,5316.4856453252,4895.97491765948
6609.39439735674,6641.13785557987,6651.48500381435,5658.6602393617,5334.79948122651,4901.59560671668
6652.5786485691,6708.38473135965,6744.44684240864,5660.27391999622,5384.4048566879,5075.84635416667
6673.96684537335,6709.13938492064,6762.8125,5664.26765220774,6215.32206632653,5200.23704594017
6681.01409954672,6721.26975868006,6816.72337140161,5711.49553571429,6546.57451923077,5284.423828125
6685.29403457996,6963.00551470588,6906.52251198759,5711.83488175676,6761.61943855932,5663.89973958333
6718.36135063428,6975.8580942623,6963.00551470588,5899.74889065135,6796.6796875,5866.69921875
6725.53114235972,6993.4222341954,6980.0201236165,5907.06538228155,7081.07277199074,5995.40115248227
6783.66160504695,7630.73106751825,7157.97334558824,6351.15438432836,7800.35556891026,6217.52731199187
6825.95639466758,8719.15748651079,7575.43591485507,7891.40625,8455.078125,7111.6337159864

