TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513634402447;1513634402473;1513634381822;1513634381907;.png;43574;26;85
1513634403478;1513634403483;1513634382861;1513634382915;.png;60606;5;54
1513634404488;1513634404492;1513634383872;1513634383904;.png;62303;4;32
1513634405578;1513634405585;1513634384963;1513634384989;.png;62372;7;26
1513634406600;1513634406607;1513634386013;1513634386017;.png;69598;7;4
1513634407612;1513634407626;1513634386995;1513634387116;.png;78311;14;121
1513634408641;1513634408650;1513634388029;1513634388063;.png;81702;9;34
1513634409668;1513634409679;1513634389054;1513634389081;.png;86564;11;27
1513634410694;1513634410706;1513634390083;1513634390114;.pdf;107050;12;31
1513634411728;1513634411738;1513634391110;1513634391152;.png;124105;10;42
1513634412755;1513634412823;1513634392137;1513634392235;.pdf;321740;68;98
1513634413842;1513634413929;1513634393225;1513634393330;.pdf;405687;87;105
1513634414952;1513634415081;1513634394335;1513634394484;.pdf;463639;129;149
1513634416100;1513634416224;1513634395484;1513634395625;.mp4;478886;124;141
1513634417241;1513634417341;1513634396624;1513634396741;.pdf;573824;100;117
1513634418364;1513634418507;1513634397744;1513634397910;.mp4;603517;143;166
1513634419608;1513634419788;1513634398992;1513634399183;.png;848806;180;191
1513634420837;1513634421020;1513634400219;1513634400413;.pdf;1009014;183;194
1513634422064;1513634422532;1513634401452;1513634401932;.pdf;1084673;468;480
1513634423553;1513634424054;1513634402937;1513634403462;.mp4;2232746;501;525
1513634425070;1513634425853;1513634404520;1513634405295;.pdf;2459010;783;775
1513634426869;1513634427421;1513634406253;1513634406828;.mp3;3363260;552;575
1513634428439;1513634429065;1513634407827;1513634408480;.pdf;3409257;626;653
1513634430086;1513634430973;1513634409467;1513634410420;.mp3;4846713;887;953
1513634431991;1513634432866;1513634411374;1513634412297;.mp3;4905254;875;923
1513634433884;1513634434735;1513634413273;1513634414226;.mp3;5178593;851;953
1513634435755;1513634436747;1513634415138;1513634416185;.mp3;5963776;992;1047
1513634437766;1513634438945;1513634417150;1513634418384;.mp3;6897963;1179;1234
1513634439989;1513634441632;1513634419373;1513634421158;.pdf;6947882;1643;1785
1513634442647;1513634443956;1513634422030;1513634423418;.mp3;7522076;1309;1388
1513634444970;1513634446172;1513634424352;1513634425638;.mp3;7700653;1202;1286
1513634447192;1513634448515;1513634426586;1513634427985;.mp4;7953382;1323;1399
1513634449531;1513634450720;1513634428914;1513634430188;.mp3;8012705;1189;1274
1513634451736;1513634453075;1513634431119;1513634432513;.mp4;8297488;1339;1394
1513634454094;1513634457063;1513634433477;1513634436483;.mp3;9945088;2969;3006
1513634458079;1513634502193;1513634437465;1513634481634;.iso;238026752;44114;44169
1513634503210;1513634634808;1513634482592;1513634614319;.iso;647823360;131598;131727
