TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513640020709;1513640020729;1513640000055;1513640000168;.png;43574;20;113
1513640021746;1513640021749;1513640001099;1513640001174;.png;60606;3;75
1513640022767;1513640022771;1513640002120;1513640002168;.png;62303;4;48
1513640023786;1513640023789;1513640003138;1513640003175;.png;62372;3;37
1513640024804;1513640024810;1513640004157;1513640004206;.png;69598;6;49
1513640025826;1513640025837;1513640005178;1513640005209;.png;78311;11;31
1513640026853;1513640026868;1513640006212;1513640006258;.png;81702;15;46
1513640027883;1513640027905;1513640007236;1513640007268;.png;86564;22;32
1513640028920;1513640028938;1513640008271;1513640008314;.pdf;107050;18;43
1513640029957;1513640029970;1513640009310;1513640009353;.png;124105;13;43
1513640030989;1513640031075;1513640010344;1513640010442;.pdf;321740;86;98
1513640032094;1513640032175;1513640011446;1513640011549;.pdf;405687;81;103
1513640033193;1513640033329;1513640012548;1513640012717;.pdf;463639;136;169
1513640034340;1513640034533;1513640013693;1513640013929;.mp4;478886;193;236
1513640035549;1513640035792;1513640014902;1513640015160;.pdf;573824;243;258
1513640036803;1513640037088;1513640016157;1513640016462;.mp4;603517;285;305
1513640038107;1513640038282;1513640017460;1513640017651;.png;848806;175;191
1513640039299;1513640039586;1513640018652;1513640018945;.pdf;1009014;287;293
1513640040609;1513640040876;1513640019958;1513640020257;.pdf;1084673;267;299
1513640041897;1513640042264;1513640021247;1513640021634;.mp4;2232746;367;387
1513640043290;1513640043683;1513640022644;1513640023062;.pdf;2459010;393;418
1513640044694;1513640045873;1513640024040;1513640025261;.mp3;3363260;1179;1221
1513640046889;1513640047475;1513640026248;1513640026855;.pdf;3409257;586;607
1513640048493;1513640049516;1513640027844;1513640028907;.mp3;4846713;1023;1063
1513640050532;1513640051285;1513640029900;1513640030696;.mp3;4905254;753;796
1513640052305;1513640053132;1513640031655;1513640032538;.mp3;5178593;827;883
1513640054150;1513640055019;1513640033503;1513640034458;.mp3;5963776;869;955
1513640056037;1513640056994;1513640035386;1513640036445;.mp3;6897963;957;1059
1513640058011;1513640059139;1513640037364;1513640038544;.pdf;6947882;1128;1180
1513640060206;1513640061911;1513640039559;1513640041280;.mp3;7522076;1705;1721
1513640062928;1513640064037;1513640042298;1513640043463;.mp3;7700653;1109;1165
1513640065052;1513640066158;1513640044403;1513640045597;.mp4;7953382;1106;1194
1513640067173;1513640068290;1513640046524;1513640047704;.mp3;8012705;1117;1180
1513640069305;1513640070488;1513640048656;1513640049941;.mp4;8297488;1183;1285
1513640071503;1513640072904;1513640050854;1513640052344;.mp3;9945088;1401;1490
1513640073919;1513640113794;1513640053270;1513640093340;.iso;238026752;39875;40070
1513640114814;1513640222204;1513640094164;1513640201852;.iso;647823360;107390;107688
