TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513637680319;1513637680351;1513637659681;1513637659758;.png;43574;32;77
1513637681360;1513637681366;1513637660727;1513637660760;.png;60606;6;33
1513637682372;1513637682377;1513637661739;1513637661767;.png;62303;5;28
1513637683478;1513637683484;1513637662845;1513637662872;.png;62372;6;27
1513637684499;1513637684506;1513637663867;1513637663892;.png;69598;7;25
1513637685514;1513637685524;1513637664880;1513637664994;.png;78311;10;114
1513637686540;1513637686551;1513637665905;1513637665943;.png;81702;11;38
1513637687567;1513637687575;1513637666936;1513637666957;.png;86564;8;21
1513637688590;1513637688629;1513637667955;1513637668008;.pdf;107050;39;53
1513637689649;1513637689670;1513637669015;1513637669052;.png;124105;21;37
1513637690689;1513637690836;1513637670055;1513637670258;.pdf;321740;147;203
1513637691861;1513637691941;1513637671230;1513637671340;.pdf;405687;80;110
1513637692960;1513637693072;1513637672324;1513637672460;.pdf;463639;112;136
1513637694096;1513637694214;1513637673459;1513637673601;.mp4;478886;118;142
1513637695234;1513637695397;1513637674600;1513637674777;.pdf;573824;163;177
1513637696415;1513637696610;1513637675786;1513637676001;.mp4;603517;195;215
1513637697622;1513637698279;1513637676987;1513637677660;.png;848806;657;673
1513637700381;1513637701011;1513637679845;1513637680392;.pdf;1009014;630;547
1513637702036;1513637702244;1513637681404;1513637681620;.pdf;1084673;208;216
1513637703267;1513637703687;1513637682630;1513637683078;.mp4;2232746;420;448
1513637704702;1513637705082;1513637684073;1513637684473;.pdf;2459010;380;400
1513637706105;1513637706906;1513637685473;1513637686316;.mp3;3363260;801;843
1513637707925;1513637708526;1513637687297;1513637687925;.pdf;3409257;601;628
1513637709550;1513637710420;1513637688914;1513637689840;.mp3;4846713;870;926
1513637711441;1513637712350;1513637690804;1513637691759;.mp3;4905254;909;955
1513637713389;1513637714900;1513637692757;1513637694284;.mp3;5178593;1511;1527
1513637715919;1513637717281;1513637695289;1513637696673;.mp3;5963776;1362;1384
1513637718305;1513637719546;1513637697674;1513637698945;.mp3;6897963;1241;1271
1513637720562;1513637721753;1513637699926;1513637701135;.pdf;6947882;1191;1209
1513637722770;1513637723945;1513637702139;1513637703352;.mp3;7522076;1175;1213
1513637724962;1513637726322;1513637704327;1513637705697;.mp3;7700653;1360;1370
1513637727357;1513637730091;1513637706723;1513637709470;.mp4;7953382;2734;2747
1513637731109;1513637732355;1513637710473;1513637711782;.mp3;8012705;1246;1309
1513637733375;1513637734686;1513637712743;1513637714073;.mp4;8297488;1311;1330
1513637735713;1513637737367;1513637715081;1513637717064;.mp3;9945088;1654;1983
1513637738386;1513637779238;1513637717750;1513637758632;.iso;238026752;40852;40882
1513637780258;1513637905343;1513637759639;1513637884818;.iso;647823360;125085;125179
