TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513639391913;1513639391954;1513639371269;1513639371347;.png;43574;41;78
1513639393014;1513639393021;1513639372370;1513639372424;.png;60606;7;54
1513639394037;1513639394043;1513639373399;1513639373453;.png;62303;6;54
1513639395059;1513639395100;1513639374416;1513639374477;.png;62372;41;61
1513639396117;1513639396124;1513639375476;1513639375507;.png;69598;7;31
1513639397140;1513639397153;1513639376497;1513639376527;.png;78311;13;30
1513639398169;1513639398180;1513639377527;1513639377559;.png;81702;11;32
1513639399196;1513639399222;1513639378552;1513639378583;.png;86564;26;31
1513639400236;1513639400244;1513639379593;1513639379626;.pdf;107050;8;33
1513639401260;1513639401267;1513639380616;1513639380649;.png;124105;7;33
1513639402289;1513639402360;1513639381645;1513639381730;.pdf;321740;71;85
1513639403375;1513639403437;1513639382735;1513639382811;.pdf;405687;62;76
1513639404452;1513639404581;1513639383812;1513639383962;.pdf;463639;129;150
1513639405608;1513639405716;1513639384965;1513639385093;.mp4;478886;108;128
1513639406721;1513639406928;1513639386077;1513639386297;.pdf;573824;207;220
1513639407934;1513639408207;1513639387290;1513639387573;.mp4;603517;273;283
1513639409235;1513639409421;1513639388591;1513639388787;.png;848806;186;196
1513639410438;1513639410704;1513639389793;1513639390070;.pdf;1009014;266;277
1513639411771;1513639412104;1513639391128;1513639391481;.pdf;1084673;333;353
1513639413111;1513639413597;1513639392468;1513639392962;.mp4;2232746;486;494
1513639414612;1513639415099;1513639393966;1513639394486;.pdf;2459010;487;520
1513639416113;1513639417141;1513639395468;1513639396580;.mp3;3363260;1028;1112
1513639418148;1513639418723;1513639397510;1513639398119;.pdf;3409257;575;609
1513639419741;1513639420601;1513639399100;1513639399990;.mp3;4846713;860;890
1513639421629;1513639422498;1513639400979;1513639401907;.mp3;4905254;869;928
1513639423514;1513639424344;1513639402869;1513639403733;.mp3;5178593;830;864
1513639425364;1513639426362;1513639404718;1513639405777;.mp3;5963776;998;1059
1513639427382;1513639428689;1513639406743;1513639408088;.mp3;6897963;1307;1345
1513639429710;1513639430916;1513639409065;1513639410320;.pdf;6947882;1206;1255
1513639431978;1513639433524;1513639411332;1513639412921;.mp3;7522076;1546;1589
1513639434539;1513639435658;1513639413896;1513639415071;.mp3;7700653;1119;1175
1513639436674;1513639437865;1513639416031;1513639417282;.mp4;7953382;1191;1251
1513639438893;1513639440205;1513639418247;1513639419618;.mp3;8012705;1312;1371
1513639441226;1513639442783;1513639420584;1513639422211;.mp4;8297488;1557;1627
1513639443814;1513639445295;1513639423173;1513639424747;.mp3;9945088;1481;1574
1513639446299;1513639493495;1513639425654;1513639472893;.iso;238026752;47196;47239
1513639494511;1513639631658;1513639473866;1513639611051;.iso;647823360;137147;137185
