TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513638844396;1513638844463;1513638823746;1513638823858;.png;43574;67;112
1513638845469;1513638845473;1513638824827;1513638824886;.png;60606;4;59
1513638846488;1513638846496;1513638825848;1513638825891;.png;62303;8;43
1513638847511;1513638847517;1513638826869;1513638826907;.png;62372;6;38
1513638848536;1513638848556;1513638827896;1513638827950;.png;69598;20;54
1513638849561;1513638849565;1513638828920;1513638828951;.png;78311;4;31
1513638850656;1513638850662;1513638830015;1513638830057;.png;81702;6;42
1513638851727;1513638851749;1513638831090;1513638831124;.png;86564;22;34
1513638852756;1513638852775;1513638832114;1513638832160;.pdf;107050;19;46
1513638853791;1513638853805;1513638833155;1513638833198;.png;124105;14;43
1513638854820;1513638854889;1513638834178;1513638834276;.pdf;321740;69;98
1513638855907;1513638855979;1513638835266;1513638835360;.pdf;405687;72;94
1513638856994;1513638857132;1513638836356;1513638836500;.pdf;463639;138;144
1513638858155;1513638858279;1513638837514;1513638837648;.mp4;478886;124;134
1513638859300;1513638859413;1513638838657;1513638838810;.pdf;573824;113;153
1513638860431;1513638860625;1513638839789;1513638840049;.mp4;603517;194;260
1513638861649;1513638861859;1513638841019;1513638841241;.png;848806;210;222
1513638862944;1513638863276;1513638842309;1513638842645;.pdf;1009014;332;336
1513638864292;1513638864641;1513638843650;1513638844015;.pdf;1084673;349;365
1513638865711;1513638866190;1513638845069;1513638845558;.mp4;2232746;479;489
1513638867206;1513638867867;1513638846567;1513638847251;.pdf;2459010;661;684
1513638868882;1513638869732;1513638848244;1513638849137;.mp3;3363260;850;893
1513638870748;1513638871448;1513638850113;1513638850860;.pdf;3409257;700;747
1513638872467;1513638873392;1513638851840;1513638852781;.mp3;4846713;925;941
1513638874408;1513638875241;1513638853769;1513638854624;.mp3;4905254;833;855
1513638876264;1513638877208;1513638855622;1513638856616;.mp3;5178593;944;994
1513638878225;1513638879243;1513638857582;1513638858616;.mp3;5963776;1018;1034
1513638880261;1513638881890;1513638859619;1513638861474;.mp3;6897963;1629;1855
1513638882896;1513638884074;1513638862263;1513638863484;.pdf;6947882;1178;1221
1513638885089;1513638886210;1513638864447;1513638865632;.mp3;7522076;1121;1185
1513638887226;1513638888350;1513638866589;1513638867798;.mp3;7700653;1124;1209
1513638889370;1513638890582;1513638868730;1513638870027;.mp4;7953382;1212;1297
1513638891601;1513638892817;1513638870960;1513638872550;.mp3;8012705;1216;1590
1513638893835;1513638895074;1513638873198;1513638874517;.mp4;8297488;1239;1319
1513638896098;1513638898855;1513638875469;1513638878238;.mp3;9945088;2757;2769
1513638899876;1513638942057;1513638879232;1513638921471;.iso;238026752;42181;42239
1513638943077;1513639049770;1513638922438;1513639029322;.iso;647823360;106693;106884
