TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513674627657;1513674627710;1513674606951;1513674607047;.png;43574;53;96
1513674628715;1513674628720;1513674607999;1513674608039;.png;60606;5;40
1513674629736;1513674629740;1513674609023;1513674609057;.png;62303;4;34
1513674630758;1513674630761;1513674610042;1513674610078;.png;62372;3;36
1513674631840;1513674631844;1513674611154;1513674611168;.png;69598;4;14
1513674632860;1513674632864;1513674612147;1513674612176;.png;78311;4;29
1513674633869;1513674633874;1513674613166;1513674613280;.png;81702;5;114
1513674634913;1513674634919;1513674614199;1513674614217;.png;86564;6;18
1513674635936;1513674635947;1513674615221;1513674615263;.pdf;107050;11;42
1513674636964;1513674637004;1513674616249;1513674616370;.png;124105;40;121
1513674638075;1513674638139;1513674617366;1513674617446;.pdf;321740;64;80
1513674639159;1513674639223;1513674618443;1513674618534;.pdf;405687;64;91
1513674640239;1513674640410;1513674619532;1513674619711;.pdf;463639;171;179
1513674641441;1513674641670;1513674620721;1513674620991;.mp4;478886;229;270
1513674642691;1513674642789;1513674621973;1513674622094;.pdf;573824;98;121
1513674643805;1513674644073;1513674623089;1513674623406;.mp4;603517;268;317
1513674645094;1513674645278;1513674624380;1513674624577;.png;848806;184;197
1513674646293;1513674646624;1513674625581;1513674625918;.pdf;1009014;331;337
1513674647713;1513674648192;1513674627002;1513674627485;.pdf;1084673;479;483
1513674649248;1513674649770;1513674628534;1513674629136;.mp4;2232746;522;602
1513674650790;1513674651212;1513674630074;1513674630520;.pdf;2459010;422;446
1513674652235;1513674653201;1513674631518;1513674632506;.mp3;3363260;966;988
1513674654217;1513674654767;1513674633500;1513674634091;.pdf;3409257;550;591
1513674655783;1513674656529;1513674635067;1513674635859;.mp3;4846713;746;792
1513674657547;1513674658422;1513674636832;1513674637723;.mp3;4905254;875;891
1513674659438;1513674660238;1513674638723;1513674639563;.mp3;5178593;800;840
1513674661261;1513674662573;1513674640543;1513674641882;.mp3;5963776;1312;1339
1513674663594;1513674664872;1513674642877;1513674644176;.mp3;6897963;1278;1299
1513674665887;1513674667082;1513674645173;1513674646437;.pdf;6947882;1195;1264
1513674668111;1513674669389;1513674647393;1513674648775;.mp3;7522076;1278;1382
1513674670410;1513674671554;1513674649695;1513674650919;.mp3;7700653;1144;1224
1513674672575;1513674674097;1513674651857;1513674653413;.mp4;7953382;1522;1556
1513674675116;1513674676318;1513674654399;1513674655685;.mp3;8012705;1202;1286
1513674677340;1513674678691;1513674656627;1513674658042;.mp4;8297488;1351;1415
1513674679709;1513674681225;1513674658991;1513674660596;.mp3;9945088;1516;1605
1513674682240;1513674723056;1513674661523;1513674702482;.iso;238026752;40816;40959
1513674724084;1513674860691;1513674703368;1513674840018;.iso;647823360;136607;136650
