TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513676040766;1513676040816;1513676020034;1513676020138;.png;43574;50;104
1513676041832;1513676041836;1513676021114;1513676021163;.png;60606;4;49
1513676045284;1513676045304;1513676024565;1513676024608;.png;62303;20;43
1513676046320;1513676046337;1513676025601;1513676025643;.png;62372;17;42
1513676047352;1513676047358;1513676026646;1513676026667;.png;69598;6;21
1513676048374;1513676048378;1513676027656;1513676027688;.png;78311;4;32
1513676049395;1513676049408;1513676028684;1513676028710;.png;81702;13;26
1513676050423;1513676050434;1513676029705;1513676029735;.png;86564;11;30
1513676051451;1513676051477;1513676030730;1513676030791;.pdf;107050;26;61
1513676052482;1513676052489;1513676031764;1513676031793;.png;124105;7;29
1513676053549;1513676053632;1513676032832;1513676032948;.pdf;321740;83;116
1513676054635;1513676054800;1513676033916;1513676034100;.pdf;405687;165;184
1513676055814;1513676055945;1513676035096;1513676035240;.pdf;463639;131;144
1513676056962;1513676057053;1513676036246;1513676036349;.mp4;478886;91;103
1513676058066;1513676058198;1513676037348;1513676037492;.pdf;573824;132;144
1513676059213;1513676059317;1513676038499;1513676038612;.mp4;603517;104;113
1513676060333;1513676060526;1513676039616;1513676039824;.png;848806;193;208
1513676061543;1513676061743;1513676040827;1513676041038;.pdf;1009014;200;211
1513676062762;1513676062970;1513676042049;1513676042264;.pdf;1084673;208;215
1513676063986;1513676064597;1513676043267;1513676043900;.mp4;2232746;611;633
1513676065614;1513676066366;1513676044895;1513676045687;.pdf;2459010;752;792
1513676067392;1513676068091;1513676046681;1513676047391;.mp3;3363260;699;710
1513676069110;1513676069749;1513676048397;1513676049068;.pdf;3409257;639;671
1513676070769;1513676071669;1513676050054;1513676050974;.mp3;4846713;900;920
1513676072691;1513676073544;1513676051976;1513676052871;.mp3;4905254;853;895
1513676074564;1513676075782;1513676053845;1513676055107;.mp3;5178593;1218;1262
1513676076799;1513676077784;1513676056085;1513676057126;.mp3;5963776;985;1041
1513676078802;1513676080241;1513676058084;1513676059634;.mp3;6897963;1439;1550
1513676081258;1513676082430;1513676060542;1513676061828;.pdf;6947882;1172;1286
1513676083451;1513676084566;1513676062732;1513676063941;.mp3;7522076;1115;1209
1513676085583;1513676087084;1513676064883;1513676066385;.mp3;7700653;1501;1502
1513676088102;1513676089341;1513676067384;1513676068695;.mp4;7953382;1239;1311
1513676090359;1513676091750;1513676069642;1513676071063;.mp3;8012705;1391;1421
1513676092769;1513676093954;1513676072055;1513676073323;.mp4;8297488;1185;1268
1513676095057;1513676097290;1513676074343;1513676076690;.mp3;9945088;2233;2347
1513676098310;1513676138827;1513676077590;1513676118256;.iso;238026752;40517;40666
1513676139871;1513676257650;1513676119139;1513676237147;.iso;647823360;117779;118008
