TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513677258050;1513677258111;1513677237339;1513677237455;.png;43574;61;116
1513677259130;1513677259136;1513677238412;1513677238449;.png;60606;6;37
1513677260152;1513677260156;1513677239432;1513677239468;.png;62303;4;36
1513677261172;1513677261176;1513677240453;1513677240482;.png;62372;4;29
1513677262196;1513677262201;1513677241473;1513677241521;.png;69598;5;48
1513677263217;1513677263222;1513677242497;1513677242525;.png;78311;5;28
1513677264237;1513677264243;1513677243517;1513677243566;.png;81702;6;49
1513677265260;1513677265266;1513677244542;1513677244572;.png;86564;6;30
1513677266284;1513677266289;1513677245568;1513677245598;.pdf;107050;5;30
1513677267293;1513677267298;1513677246574;1513677246600;.png;124105;5;26
1513677268318;1513677268458;1513677247601;1513677247753;.pdf;321740;140;152
1513677269481;1513677269579;1513677248761;1513677248882;.pdf;405687;98;121
1513677270597;1513677270726;1513677249884;1513677250028;.pdf;463639;129;144
1513677271732;1513677271909;1513677251012;1513677251218;.mp4;478886;177;206
1513677272913;1513677273129;1513677252193;1513677252431;.pdf;573824;216;238
1513677274141;1513677274422;1513677253423;1513677253716;.mp4;603517;281;293
1513677275445;1513677275647;1513677254731;1513677254936;.png;848806;202;205
1513677276666;1513677276881;1513677255951;1513677256176;.pdf;1009014;215;225
1513677277901;1513677278170;1513677257180;1513677257464;.pdf;1084673;269;284
1513677279188;1513677279622;1513677258471;1513677258918;.mp4;2232746;434;447
1513677280640;1513677281321;1513677259917;1513677260605;.pdf;2459010;681;688
1513677282338;1513677283390;1513677261615;1513677262700;.mp3;3363260;1052;1085
1513677284405;1513677285248;1513677263685;1513677264535;.pdf;3409257;843;850
1513677286301;1513677287762;1513677265584;1513677267121;.mp3;4846713;1461;1537
1513677288778;1513677290834;1513677268057;1513677270133;.mp3;4905254;2056;2076
1513677291849;1513677292937;1513677271131;1513677272269;.mp3;5178593;1088;1138
1513677293956;1513677295609;1513677273236;1513677274908;.mp3;5963776;1653;1672
1513677296625;1513677299403;1513677275906;1513677278887;.mp3;6897963;2778;2981
1513677300418;1513677301720;1513677279699;1513677281042;.pdf;6947882;1302;1343
1513677302834;1513677304117;1513677282117;1513677283472;.mp3;7522076;1283;1355
1513677305132;1513677306285;1513677284411;1513677285645;.mp3;7700653;1153;1234
1513677307307;1513677308945;1513677286586;1513677288236;.mp4;7953382;1638;1650
1513677309965;1513677311291;1513677289251;1513677290597;.mp3;8012705;1326;1346
1513677312375;1513677314869;1513677291658;1513677294294;.mp4;8297488;2494;2636
1513677315925;1513677318643;1513677295205;1513677297934;.mp3;9945088;2718;2729
1513677319674;1513677371538;1513677298955;1513677350987;.iso;238026752;51864;52032
1513677372584;1513677503019;1513677351863;1513677482354;.iso;647823360;130435;130491
