TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513766983299;1513766983303;1513766963299;1513766963351;.png;43574;4;52
1513766984311;1513766984323;1513766964310;1513766964366;.png;60606;12;56
1513766985340;1513766985357;1513766965341;1513766965464;.png;62303;17;123
1513766986378;1513766986391;1513766966380;1513766966404;.png;62372;13;24
1513766987408;1513766987423;1513766967407;1513766967467;.png;69598;15;60
1513766988442;1513766988457;1513766968441;1513766968473;.png;78311;15;32
1513766989472;1513766989493;1513766969470;1513766969515;.png;81702;21;45
1513766990515;1513766990530;1513766970513;1513766970549;.png;86564;15;36
1513766991546;1513766991565;1513766971550;1513766971603;.pdf;107050;19;53
1513766992586;1513766992599;1513766972585;1513766972622;.png;124105;13;37
1513766993637;1513766993792;1513766973637;1513766973815;.pdf;321740;155;178
1513766995901;1513766996470;1513766975998;1513766976493;.pdf;405687;569;495
1513766997491;1513766997604;1513766977489;1513766977625;.pdf;463639;113;136
1513766998623;1513766998717;1513766978623;1513766978734;.mp4;478886;94;111
1513766999733;1513766999860;1513766979736;1513766979875;.pdf;573824;127;139
1513767000879;1513767000988;1513766980878;1513766981003;.mp4;603517;109;125
1513767002005;1513767002153;1513766982008;1513766982170;.png;848806;148;162
1513767003177;1513767003353;1513766983172;1513766983363;.pdf;1009014;176;191
1513767004367;1513767004588;1513766984366;1513766984606;.pdf;1084673;221;240
1513767005604;1513767005990;1513766985602;1513766986007;.mp4;2232746;386;405
1513767007012;1513767007423;1513766987009;1513766987466;.pdf;2459010;411;457
1513767008441;1513767008924;1513766988440;1513766988968;.mp3;3363260;483;528
1513767009939;1513767010444;1513766989938;1513766990476;.pdf;3409257;505;538
1513767011460;1513767012125;1513766991458;1513766992183;.mp3;4846713;665;725
1513767013148;1513767013815;1513766993149;1513766993866;.mp3;4905254;667;717
1513767014835;1513767015921;1513766994840;1513766995935;.mp3;5178593;1086;1095
1513767016941;1513767018048;1513766996945;1513766998055;.mp3;5963776;1107;1110
1513767019071;1513767020179;1513766999067;1513767000241;.mp3;6897963;1108;1174
1513767021198;1513767022214;1513767001203;1513767002287;.pdf;6947882;1016;1084
1513767023237;1513767024308;1513767003239;1513767004392;.mp3;7522076;1071;1153
1513767025332;1513767026429;1513767005330;1513767006499;.mp3;7700653;1097;1169
1513767027444;1513767028564;1513767007442;1513767008638;.mp4;7953382;1120;1196
1513767029580;1513767030718;1513767009583;1513767010735;.mp3;8012705;1138;1152
1513767031736;1513767032964;1513767011740;1513767012983;.mp4;8297488;1228;1243
1513767033981;1513767035378;1513767013987;1513767015409;.mp3;9945088;1397;1422
1513767036397;1513767073584;1513767016396;1513767053721;.iso;238026752;37187;37325
1513767074607;1513767175306;1513767054601;1513767155387;.iso;647823360;100699;100786
