TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513767223870;1513767223873;1513767203863;1513767203927;.png;43574;3;64
1513767224881;1513767224894;1513767204879;1513767204935;.png;60606;13;56
1513767225915;1513767225916;1513767205918;1513767205950;.png;62303;1;32
1513767226935;1513767226946;1513767206933;1513767206972;.png;62372;11;39
1513767227963;1513767227971;1513767207966;1513767208004;.png;69598;8;38
1513767228992;1513767228994;1513767208988;1513767209029;.png;78311;2;41
1513767230010;1513767230024;1513767210031;1513767210052;.png;81702;14;21
1513767231049;1513767231061;1513767211049;1513767211081;.png;86564;12;32
1513767232079;1513767232095;1513767212078;1513767212116;.pdf;107050;16;38
1513767233108;1513767233125;1513767213107;1513767213147;.png;124105;17;40
1513767235244;1513767235768;1513767215340;1513767215807;.pdf;321740;524;467
1513767236788;1513767236869;1513767216787;1513767216901;.pdf;405687;81;114
1513767237887;1513767238040;1513767217886;1513767218061;.pdf;463639;153;175
1513767239059;1513767239151;1513767219058;1513767219163;.mp4;478886;92;105
1513767240167;1513767240276;1513767220164;1513767220295;.pdf;573824;109;131
1513767241296;1513767241413;1513767221299;1513767221425;.mp4;603517;117;126
1513767242433;1513767242603;1513767222431;1513767222611;.png;848806;170;180
1513767243626;1513767243794;1513767223627;1513767223806;.pdf;1009014;168;179
1513767244811;1513767245000;1513767224814;1513767225008;.pdf;1084673;189;194
1513767246015;1513767246348;1513767226030;1513767226370;.mp4;2232746;333;340
1513767247443;1513767248676;1513767227450;1513767228684;.pdf;2459010;1233;1234
1513767249688;1513767250655;1513767229683;1513767230666;.mp3;3363260;967;983
1513767251679;1513767252352;1513767231675;1513767232367;.pdf;3409257;673;692
1513767253373;1513767254101;1513767233376;1513767234144;.mp3;4846713;728;768
1513767255118;1513767255839;1513767235119;1513767235887;.mp3;4905254;721;768
1513767256858;1513767257697;1513767236858;1513767237728;.mp3;5178593;839;870
1513767258718;1513767259640;1513767238715;1513767239662;.mp3;5963776;922;947
1513767260658;1513767261632;1513767240659;1513767241679;.mp3;6897963;974;1020
1513767262651;1513767263621;1513767242652;1513767243706;.pdf;6947882;970;1054
1513767264639;1513767265681;1513767244641;1513767245737;.mp3;7522076;1042;1096
1513767266700;1513767268066;1513767246698;1513767248080;.mp3;7700653;1366;1382
1513767269086;1513767270191;1513767249083;1513767250254;.mp4;7953382;1105;1171
1513767271209;1513767272402;1513767251216;1513767252451;.mp3;8012705;1193;1235
1513767273420;1513767274683;1513767253425;1513767254766;.mp4;8297488;1263;1341
1513767275707;1513767277059;1513767255712;1513767257203;.mp3;9945088;1352;1491
1513767278075;1513767316787;1513767258073;1513767296851;.iso;238026752;38712;38778
1513767317805;1513767416105;1513767297822;1513767396282;.iso;647823360;98300;98460
