TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513767474482;1513767474485;1513767454473;1513767454617;.png;43574;3;144
1513767475524;1513767475533;1513767455521;1513767455559;.png;60606;9;38
1513767476550;1513767476551;1513767456554;1513767456584;.png;62303;1;30
1513767477560;1513767477565;1513767457559;1513767457677;.png;62372;5;118
1513767478582;1513767478598;1513767458581;1513767458611;.png;69598;16;30
1513767479615;1513767479617;1513767459612;1513767459651;.png;78311;2;39
1513767480633;1513767480645;1513767460632;1513767460667;.png;81702;12;35
1513767481665;1513767481679;1513767461663;1513767461694;.png;86564;14;31
1513767482696;1513767482708;1513767462710;1513767462733;.pdf;107050;12;23
1513767483729;1513767483743;1513767463725;1513767463783;.png;124105;14;58
1513767484804;1513767484864;1513767464800;1513767464895;.pdf;321740;60;95
1513767486085;1513767486246;1513767466083;1513767466262;.pdf;405687;161;179
1513767487263;1513767487358;1513767467263;1513767467375;.pdf;463639;95;112
1513767488383;1513767488476;1513767468378;1513767468509;.mp4;478886;93;131
1513767489555;1513767489653;1513767469552;1513767469662;.pdf;573824;98;110
1513767490657;1513767490862;1513767470661;1513767470873;.mp4;603517;205;212
1513767491869;1513767492166;1513767471867;1513767472182;.png;848806;297;315
1513767493181;1513767493367;1513767473178;1513767473380;.pdf;1009014;186;202
1513767494388;1513767494642;1513767474381;1513767474657;.pdf;1084673;254;276
1513767495666;1513767496048;1513767475659;1513767476055;.mp4;2232746;382;396
1513767497065;1513767497445;1513767477062;1513767477460;.pdf;2459010;380;398
1513767498469;1513767498985;1513767478471;1513767479017;.mp3;3363260;516;546
1513767499999;1513767501058;1513767479995;1513767481176;.pdf;3409257;1059;1181
1513767502081;1513767502815;1513767482076;1513767482872;.mp3;4846713;734;796
1513767503833;1513767504581;1513767483834;1513767484610;.mp3;4905254;748;776
1513767505599;1513767506597;1513767485603;1513767486634;.mp3;5178593;998;1031
1513767507619;1513767508451;1513767487614;1513767488503;.mp3;5963776;832;889
1513767509468;1513767510449;1513767489468;1513767490488;.mp3;6897963;981;1020
1513767511470;1513767512448;1513767491466;1513767492498;.pdf;6947882;978;1032
1513767513467;1513767514540;1513767493466;1513767494580;.mp3;7522076;1073;1114
1513767515558;1513767516568;1513767495561;1513767496663;.mp3;7700653;1010;1102
1513767517589;1513767518686;1513767497585;1513767498763;.mp4;7953382;1097;1178
1513767519701;1513767520786;1513767499698;1513767500846;.mp3;8012705;1085;1148
1513767521806;1513767522894;1513767501802;1513767502991;.mp4;8297488;1088;1189
1513767523918;1513767525306;1513767503914;1513767505374;.mp3;9945088;1388;1460
1513767526330;1513767565311;1513767506326;1513767545428;.iso;238026752;38981;39102
1513767566335;1513767662690;1513767546332;1513767643360;.iso;647823360;96355;97028
