TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513767711455;1513767711463;1513767691446;1513767691519;.png;43574;8;73
1513767712481;1513767712494;1513767692478;1513767692530;.png;60606;13;52
1513767713511;1513767713513;1513767693508;1513767693556;.png;62303;2;48
1513767714531;1513767714533;1513767694527;1513767694558;.png;62372;2;31
1513767715555;1513767715556;1513767695554;1513767695610;.png;69598;1;56
1513767716575;1513767716577;1513767696579;1513767696598;.png;78311;2;19
1513767717593;1513767717594;1513767697593;1513767697635;.png;81702;1;42
1513767718614;1513767718622;1513767698611;1513767698649;.png;86564;8;38
1513767719635;1513767719643;1513767699636;1513767699660;.pdf;107050;8;24
1513767720665;1513767720674;1513767700658;1513767701171;.png;124105;9;513
1513767721678;1513767721744;1513767701674;1513767701770;.pdf;321740;66;96
1513767722753;1513767722921;1513767702748;1513767702954;.pdf;405687;168;206
1513767723937;1513767724047;1513767703939;1513767704062;.pdf;463639;110;123
1513767725071;1513767725158;1513767705065;1513767705176;.mp4;478886;87;111
1513767726175;1513767726276;1513767706171;1513767706285;.pdf;573824;101;114
1513767727296;1513767727416;1513767707294;1513767707423;.mp4;603517;120;129
1513767728435;1513767728607;1513767708432;1513767708611;.png;848806;172;179
1513767729636;1513767729907;1513767709636;1513767709914;.pdf;1009014;271;278
1513767730925;1513767731143;1513767710923;1513767711159;.pdf;1084673;218;236
1513767732158;1513767732508;1513767712154;1513767712523;.mp4;2232746;350;369
1513767733524;1513767733972;1513767713525;1513767713988;.pdf;2459010;448;463
1513767734990;1513767735795;1513767714988;1513767716086;.mp3;3363260;805;1098
1513767736821;1513767737381;1513767716815;1513767717404;.pdf;3409257;560;589
1513767738402;1513767739091;1513767718398;1513767719130;.mp3;4846713;689;732
1513767740106;1513767740819;1513767720103;1513767720867;.mp3;4905254;713;764
1513767741835;1513767742920;1513767721840;1513767722946;.mp3;5178593;1085;1106
1513767743937;1513767744897;1513767723938;1513767724917;.mp3;5963776;960;979
1513767745912;1513767746921;1513767725912;1513767726957;.mp3;6897963;1009;1045
1513767747938;1513767748954;1513767727939;1513767729008;.pdf;6947882;1016;1069
1513767749970;1513767751048;1513767729975;1513767731072;.mp3;7522076;1078;1097
1513767752064;1513767753130;1513767732060;1513767733183;.mp3;7700653;1066;1123
1513767754145;1513767755198;1513767734141;1513767735280;.mp4;7953382;1053;1139
1513767756215;1513767757308;1513767736211;1513767737383;.mp3;8012705;1093;1172
1513767758327;1513767759506;1513767738325;1513767739550;.mp4;8297488;1179;1225
1513767760524;1513767761901;1513767740525;1513767741995;.mp3;9945088;1377;1470
1513767762923;1513767802960;1513767742916;1513767783027;.iso;238026752;40037;40111
1513767803985;1513767904557;1513767783993;1513767884701;.iso;647823360;100572;100708
