REQUEST_SEARCH,0,1513800285662,192.168.1.3,XT1069,-,SERVER_LOCAL
END_SEARCH,0,1513800285895,192.168.1.3,XT1069,-,SERVER_LOCAL
4.372
REQUEST_CONNECT,CLIENT,1513800290355,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800290397,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800290416,1513800290445,.png,43574,SERVER_LOCAL
DISCONNECT,CLIENT,1513800290448,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.07
REQUEST_CONNECT,CLIENT,1513800291678,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800291683,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800291685,1513800291691,.png,60606,SERVER_LOCAL
DISCONNECT,CLIENT,1513800291694,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.568
REQUEST_CONNECT,CLIENT,1513800292923,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800292927,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800292927,1513800292933,.png,62303,SERVER_LOCAL
DISCONNECT,CLIENT,1513800292936,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.2960000000000003
REQUEST_CONNECT,CLIENT,1513800294165,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800294169,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800294171,1513800294180,.png,62372,SERVER_LOCAL
DISCONNECT,CLIENT,1513800294184,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.274
REQUEST_CONNECT,CLIENT,1513800295411,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800295415,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800295417,1513800295424,.png,69598,SERVER_LOCAL
DISCONNECT,CLIENT,1513800295426,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.002
REQUEST_CONNECT,CLIENT,1513800296671,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800296675,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800296678,1513800296685,.png,78311,SERVER_LOCAL
DISCONNECT,CLIENT,1513800296688,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.238
REQUEST_CONNECT,CLIENT,1513800297910,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800297914,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800297916,1513800297923,.png,81702,SERVER_LOCAL
DISCONNECT,CLIENT,1513800297925,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.1
REQUEST_CONNECT,CLIENT,1513800299165,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800299169,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800299171,1513800299178,.png,86564,SERVER_LOCAL
DISCONNECT,CLIENT,1513800299181,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
5.917999999999999
REQUEST_CONNECT,CLIENT,1513800300455,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800300459,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800300463,1513800300472,.pdf,107050,SERVER_LOCAL
DISCONNECT,CLIENT,1513800300475,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
2.1079999999999997
REQUEST_CONNECT,CLIENT,1513800301705,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800301709,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
SEND,CLIENT,192.168.1.3,XT1069,1513800301710,1513800301717,.png,124105,SERVER_LOCAL
DISCONNECT,CLIENT,1513800301720,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
1.982
REQUEST_CONNECT,CLIENT,1513800302962,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
CONNECT,CLIENT,1513800302965,192.168.1.3,XT1069,-,-,-,SERVER_LOCAL
