SEND,CLIENT,186.216.143.226,186.216.143.226,1513884628743,1513884628754,.png,43574,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884629984,1513884629986,.png,60606,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884631134,1513884631145,.png,62303,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884632296,1513884632300,.png,62372,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884633476,1513884633496,.png,69598,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884634685,1513884634688,.png,78311,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884635865,1513884635868,.png,81702,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884637172,1513884637189,.png,86564,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884638359,1513884638408,.pdf,107050,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884639565,1513884639616,.png,124105,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884640771,1513884640947,.pdf,321740,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884642148,1513884642628,.pdf,405687,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884643837,1513884644148,.pdf,463639,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884645310,1513884645661,.mp4,478886,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884646991,1513884647614,.pdf,573824,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884648831,1513884649258,.mp4,603517,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884650433,1513884651032,.png,848806,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884652232,1513884652658,.pdf,1009014,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884653887,1513884654267,.pdf,1084673,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884655457,1513884656168,.mp4,2232746,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884657381,1513884658113,.pdf,2459010,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884659369,1513884660215,.mp3,3363260,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884661818,1513884663306,.pdf,3409257,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884664599,1513884666718,.mp3,4846713,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884668221,1513884670257,.mp3,4905254,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884672023,1513884674461,.mp3,5178593,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884676180,1513884679052,.mp3,5963776,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884680616,1513884683922,.mp3,6897963,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884685300,1513884688904,.pdf,6947882,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884690420,1513884693961,.mp3,7522076,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884695808,1513884700190,.mp3,7700653,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884701774,1513884705601,.mp4,7953382,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884707111,1513884712959,.mp3,8012705,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884714912,1513884721708,.mp4,8297488,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884723005,1513884728119,.mp3,9945088,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884729658,1513884863059,.iso,238026752,SERVER_EXTERNAL
SEND,CLIENT,186.216.143.226,186.216.143.226,1513884864458,1513885228082,.iso,647823360,SERVER_EXTERNAL
