TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513773315739;1513773315744;1513773295708;1513773295776;.png;43574;5;68
1513773316823;1513773316834;1513773296796;1513773296853;.png;60606;11;57
1513773317855;1513773317863;1513773297871;1513773297873;.png;62303;8;2
1513773318873;1513773318884;1513773298846;1513773298965;.png;62372;11;119
1513773319910;1513773319926;1513773299887;1513773299923;.png;69598;16;36
1513773320945;1513773320947;1513773300922;1513773300950;.png;78311;2;28
1513773321962;1513773321964;1513773301938;1513773301969;.png;81702;2;31
1513773322982;1513773322984;1513773302959;1513773302996;.png;86564;2;37
1513773323999;1513773324011;1513773303974;1513773304008;.pdf;107050;12;34
1513773325032;1513773325048;1513773305015;1513773305041;.png;124105;16;26
1513773326064;1513773326131;1513773306040;1513773306154;.pdf;321740;67;114
1513773327151;1513773327240;1513773307127;1513773307238;.pdf;405687;89;111
1513773328255;1513773328384;1513773308235;1513773308385;.pdf;463639;129;150
1513773329403;1513773329512;1513773309386;1513773309509;.mp4;478886;109;123
1513773330529;1513773330637;1513773310506;1513773310643;.pdf;573824;108;137
1513773332775;1513773333654;1513773312930;1513773313642;.mp4;603517;879;712
1513773334664;1513773334907;1513773314639;1513773314892;.png;848806;243;253
1513773335923;1513773336069;1513773315906;1513773316061;.pdf;1009014;146;155
1513773337092;1513773337279;1513773317065;1513773317283;.pdf;1084673;187;218
1513773338295;1513773338661;1513773318270;1513773318657;.mp4;2232746;366;387
1513773339680;1513773340130;1513773319656;1513773320122;.pdf;2459010;450;466
1513773341161;1513773341627;1513773321126;1513773321632;.mp3;3363260;466;506
1513773342645;1513773343162;1513773322621;1513773323163;.pdf;3409257;517;542
1513773344178;1513773344870;1513773324153;1513773324896;.mp3;4846713;692;743
1513773345889;1513773346718;1513773325908;1513773326706;.mp3;4905254;829;798
1513773347740;1513773348542;1513773327722;1513773328564;.mp3;5178593;802;842
1513773349564;1513773350425;1513773329543;1513773330457;.mp3;5963776;861;914
1513773351445;1513773352523;1513773331418;1513773332521;.mp3;6897963;1078;1103
1513773353547;1513773354518;1513773333527;1513773334544;.pdf;6947882;971;1017
1513773355539;1513773356619;1513773335520;1513773336652;.mp3;7522076;1080;1132
1513773357641;1513773358698;1513773337622;1513773338771;.mp3;7700653;1057;1149
1513773359721;1513773360960;1513773339701;1513773340959;.mp4;7953382;1239;1258
1513773361975;1513773363057;1513773341960;1513773343105;.mp3;8012705;1082;1145
1513773364075;1513773365234;1513773344055;1513773345271;.mp4;8297488;1159;1216
1513773366249;1513773367605;1513773346225;1513773347632;.mp3;9945088;1356;1407
1513773368622;1513773404853;1513773348598;1513773384994;.iso;238026752;36231;36396
1513773405876;1513773503240;1513773385864;1513773483284;.iso;647823360;97364;97420
