TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513773780481;1513773780497;1513773760448;1513773760524;.png;43574;16;76
1513773781503;1513773781516;1513773761478;1513773761524;.png;60606;13;46
1513773782532;1513773782551;1513773762509;1513773762560;.png;62303;19;51
1513773783576;1513773783586;1513773763546;1513773763584;.png;62372;10;38
1513773784602;1513773784617;1513773764575;1513773764631;.png;69598;15;56
1513773785635;1513773785637;1513773765607;1513773765637;.png;78311;2;30
1513773786693;1513773786695;1513773766679;1513773766693;.png;81702;2;14
1513773787716;1513773787718;1513773767689;1513773767718;.png;86564;2;29
1513773788722;1513773788739;1513773768696;1513773768828;.pdf;107050;17;132
1513773789767;1513773789786;1513773769742;1513773769776;.png;124105;19;34
1513773790802;1513773790890;1513773770776;1513773770884;.pdf;321740;88;108
1513773791909;1513773791989;1513773771883;1513773771977;.pdf;405687;80;94
1513773793005;1513773793110;1513773772978;1513773773111;.pdf;463639;105;133
1513773794134;1513773794208;1513773774106;1513773774200;.mp4;478886;74;94
1513773795224;1513773795334;1513773775200;1513773775323;.pdf;573824;110;123
1513773796351;1513773796455;1513773776328;1513773776447;.mp4;603517;104;119
1513773797472;1513773797633;1513773777447;1513773777632;.png;848806;161;185
1513773798648;1513773798839;1513773778636;1513773778822;.pdf;1009014;191;186
1513773799858;1513773800073;1513773779839;1513773780062;.pdf;1084673;215;223
1513773801089;1513773802683;1513773781065;1513773782779;.mp4;2232746;1594;1714
1513773803705;1513773804247;1513773783677;1513773784248;.pdf;2459010;542;571
1513773805264;1513773805781;1513773785241;1513773785783;.mp3;3363260;517;542
1513773806797;1513773807294;1513773786776;1513773787309;.pdf;3409257;497;533
1513773808315;1513773809071;1513773788292;1513773789068;.mp3;4846713;756;776
1513773810089;1513773810853;1513773790069;1513773790872;.mp3;4905254;764;803
1513773811872;1513773812648;1513773791845;1513773792647;.mp3;5178593;776;802
1513773813667;1513773814521;1513773793640;1513773794552;.mp3;5963776;854;912
1513773815539;1513773816515;1513773795521;1513773796542;.mp3;6897963;976;1021
1513773817544;1513773818475;1513773797519;1513773798513;.pdf;6947882;931;994
1513773819492;1513773820587;1513773799469;1513773800617;.mp3;7522076;1095;1148
1513773821608;1513773822682;1513773801585;1513773802713;.mp3;7700653;1074;1128
1513773823698;1513773824855;1513773803675;1513773804859;.mp4;7953382;1157;1184
1513773825873;1513773826982;1513773805848;1513773807045;.mp3;8012705;1109;1197
1513773828001;1513773829201;1513773807982;1513773809219;.mp4;8297488;1200;1237
1513773830223;1513773831627;1513773810196;1513773811712;.mp3;9945088;1404;1516
1513773832648;1513773869839;1513773812664;1513773849900;.iso;238026752;37191;37236
1513773870862;1513773970211;1513773850834;1513773950282;.iso;647823360;99349;99448
