TimestampInicialClient(ms); TimestampFinalClient(ms); TimestampInicialGo(ms); TimestampFinalGo(ms); Extensao; Tamanho(bytes); TempoClient(ms); TempoGo(ms)
1513772542975;1513772542985;1513772522949;1513772523019;.png;43574;10;70
1513772544000;1513772544013;1513772523980;1513772524034;.png;60606;13;54
1513772545033;1513772545059;1513772525015;1513772525067;.png;62303;26;52
1513772546077;1513772546092;1513772526058;1513772526091;.png;62372;15;33
1513772547107;1513772547120;1513772527088;1513772527130;.png;69598;13;42
1513772548137;1513772548151;1513772528119;1513772528151;.png;78311;14;32
1513772549165;1513772549177;1513772529147;1513772529179;.png;81702;12;32
1513772550204;1513772550210;1513772530177;1513772530216;.png;86564;6;39
1513772551226;1513772551240;1513772531205;1513772531246;.pdf;107050;14;41
1513772552258;1513772552279;1513772532237;1513772532282;.png;124105;21;45
1513772553297;1513772553370;1513772533284;1513772533364;.pdf;321740;73;80
1513772554393;1513772554617;1513772534371;1513772534622;.pdf;405687;224;251
1513772555631;1513772555706;1513772535616;1513772535704;.pdf;463639;75;88
1513772556770;1513772556867;1513772536752;1513772536863;.mp4;478886;97;111
1513772557885;1513772557974;1513772537865;1513772537978;.pdf;573824;89;113
1513772558996;1513772559170;1513772538975;1513772539164;.mp4;603517;174;189
1513772560188;1513772560349;1513772540180;1513772540339;.png;848806;161;159
1513772561368;1513772561599;1513772541348;1513772541588;.pdf;1009014;231;240
1513772562631;1513772562824;1513772542600;1513772542815;.pdf;1084673;193;215
1513772563844;1513772564168;1513772543823;1513772544171;.mp4;2232746;324;348
1513772565186;1513772565631;1513772545165;1513772545616;.pdf;2459010;445;451
1513772566655;1513772567107;1513772546633;1513772547129;.mp3;3363260;452;496
1513772568128;1513772568629;1513772548106;1513772548639;.pdf;3409257;501;533
1513772569644;1513772570319;1513772549623;1513772550351;.mp3;4846713;675;728
1513772571334;1513772572056;1513772551316;1513772552083;.mp3;4905254;722;767
1513772573073;1513772573819;1513772553061;1513772553846;.mp3;5178593;746;785
1513772574845;1513772575677;1513772554821;1513772555724;.mp3;5963776;832;903
1513772576698;1513772577643;1513772556682;1513772557675;.mp3;6897963;945;993
1513772578664;1513772579656;1513772558652;1513772559694;.pdf;6947882;992;1042
1513772580677;1513772581677;1513772560659;1513772561744;.mp3;7522076;1000;1085
1513772582698;1513772583829;1513772562676;1513772563866;.mp3;7700653;1131;1190
1513772584852;1513772586126;1513772564829;1513772566122;.mp4;7953382;1274;1293
1513772587142;1513772588260;1513772567137;1513772568340;.mp3;8012705;1118;1203
1513772589275;1513772590449;1513772569257;1513772570492;.mp4;8297488;1174;1235
1513772591465;1513772592843;1513772571450;1513772572920;.mp3;9945088;1378;1470
1513772593860;1513772631214;1513772573840;1513772611227;.iso;238026752;37354;37387
1513772632235;1513772729863;1513772612215;1513772709887;.iso;647823360;97628;97672
